Timestamp;JB1_TEM1.J_MV_Incomer_1#Real Energy Into the Load#kWh;JB1_TEM1.J_MV_Incomer_2#Real Energy Into the Load#kWh;JB1_TEM1.J_TEM_1_DB_AC1_Mainswitch#Real Energy Into the Load#kWh;JB1_TEM1.J_TEM_1_DB_AC2_Mainswitch#Real Energy Into the Load#kWh;JB1_TEM1.J_TEM_1_DB_CC_A_TCP#Real Energy Into the Load#kWh;JB1_TEM1.J_TEM_1_GeneratorAController#Real Energy Into the Load#kWh;JB1_TEM1.J_TEM_1_GeneratorBController#Real Energy Into the Load#kWh;JB1_TEM1.J_TEM_1_HVACAEBO#Real Energy Into the Load#kWh;JB1_TEM1.J_TEM_1_HVACBEBO#Real Energy Into the Load#kWh;JB1_TEM1.J_TEM_1_MDB_A_Mainswitch#Real Energy Into the Load#kWh;JB1_TEM1.J_TEM_1_MDB_B_Mainswitch#Real Energy Into the Load#kWh;JB1_TEM1.J_TEM_1_UPS_A_Mainswitch#Real Energy Into the Load#kWh;JB1_TEM1.J_TEM_1_UPS_B_Mainswitch#Real Energy Into the Load#kWh;JB1_TEM2.J_TEM_2_HVAC_A_Total_Load#Real Energy Into the Load#kWh;JB1_TEM2.J_TEM_2_HVAC_B_Total_Load#Real Energy Into the Load#kWh;JB1_TEM2.J_TEM_2_Main_Incomer_LSVP#Real Energy Into the Load#kWh;JB1_TEM2.J_TEM_2_MLV_A_Load#Real Energy Into the Load#kWh;JB1_TEM2.J_TEM_2_MLV_B_Load#Real Energy Into the Load#kWh;JB1_TEM2.J_TEM_2_Rectifier_A_Total_Load#Real Energy Into the Load#kWh;JB1_TEM2.J_TEM_2_Rectifier_B_Total_Load#Real Energy Into the Load#kWh;JB1_TEM2.J_TEM_2_UPS_A_Total_Load#Real Energy Into the Load#kWh;JB1_TEM2.J_TEM_2_UPS_B_Total_Load#Real Energy Into the Load#kWh;JB1_TEM2.J_TEM2_Generator_A_Supply#Real Energy Into the Load#kWh;JB1_TEM2.J_TEM2_Generator_B_Supply#Real Energy Into the Load#kWh;JB1_TEM3.J_TEM_3_Gen_A_Supply#Real Energy Into the Load#kWh;JB1_TEM3.J_TEM_3_Gen_B_Supply#Real Energy Into the Load#kWh;JB1_TEM3.J_TEM_3_Rectifier_A_Supply#Real Energy Into the Load#kWh;JB1_TEM3.J_TEM_3_Rectifier_B_Supply#Real Energy Into the Load#kWh;JB1_TEM3.J_TEM_3_Total_Load_HVAC_A_Supply#Real Energy Into the Load#kWh;JB1_TEM3.J_TEM_3_Total_Load_HVAC_B_Supply#Real Energy Into the Load#kWh;JB1_TEM3.J_TEM_3_Total_Load_LSVP#Real Energy Into the Load#kWh;JB1_TEM3.J_TEM_3_Total_Load_MLV_A#Real Energy Into the Load#kWh;JB1_TEM3.J_TEM_3_Total_Load_MLV_B#Real Energy Into the Load#kWh;JB1_TEM3.J_TEM_3_Total_Load_TEM_3_MLV_A_UPS#Real Energy Into the Load#kWh;JB1_TEM3.J_TEM_3_Total_Load_TEM_3_MLV_B_UPS#Real Energy Into the Load#kWh;JB1_TEM3.J_TEM_3_Total_Load_TEM_3_UPS_A3#Real Energy Into the Load#kWh;JB1_TEM3.J_TEM_3_Total_Load_TEM_3_UPS_B3#Real Energy Into the Load#kWh;JB1_TEM3.J_TEM_3_Utility_Supply_To_EC_A#Real Energy Into the Load#kWh;JB1_TEM3.J_TEM_3_Utility_Supply_To_EC_B#Real Energy Into the Load#kWh
2022/01/01 00:15;33829532;29843356;11898967;10263557;34617548;30941;40997,3;11898936;10263532;21557906;40113964;18774616;17200514;9083040,898;9716829,594;31044650;36788409,64;34105039,4;510555,335;59930,195;24295158,84;22224620,2;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6981563,5;5123137,143;31787792;30078768,09;24744119,78;16273883,31;14465240,7;4234493,978;3277153,516;30012072,87;24533622,1
2022/01/01 00:30;33830132;29843670;11899011;10263594;34617860;30941;40997,3;11899027;10263605;21558062;40114116;18774686;17200582;9083075,511;9716856,5;31044930;36788553,32;34105184,17;510557,356;59930,402;24295260,38;22224710,3;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6981595,5;5123165,578;31788080;30078933,79;24744263,39;16273977,95;14465319,28;4234509,343;3277153,516;30012218,54;24533764,62
2022/01/01 00:45;33830736;29843984;11899057;10263632;34618168;30941;40997,3;11899027;10263605;21558222;40114272;18774758;17200648;9083109,56;9716883,2;31045214;36788702,11;34105313,31;510559,193;59930,635;24295361,54;22224806,12;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6981626,5;5123193,964;31788368;30079065,74;24744386,34;16274068,99;14465410,99;4234524,561;3277153,516;30012365,62;24533888,72
2022/01/01 01:00;33831336;29844294;11899103;10263666;34618476;30941;40997,3;11899117;10263675;21558386;40114424;18774828;17200718;9083141,283;9716909,985;31045494;36788846,81;34105445,8;510560,926;59930,84;24295462,99;22224899,3;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6981658,5;5123224,634;31788654;30079218,67;24744525,66;16274160,42;14465488,71;4234539,776;3277153,516;30012518,45;24534027,29
2022/01/01 01:15;33831936;29844606;11899148;10263701;34618788;30941;40997,3;11899117;10263675;21558542;40114572;18774898;17200784;9083173,822;9716936,842;31045776;36789010,01;34105577,33;510562,74;59931,041;24295576,63;22224994,84;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6981689,5;5123253,718;31788940;30079372,56;24744665,54;16274251,13;14465564,2;4234554,329;3277153,516;30012672,7;24534181,9
2022/01/01 01:30;33832536;29844916;11899194;10263736;34619096;30941;40997,3;11899209;10263743;21558702;40114724;18774970;17200850;9083206,658;9716964,282;31046058;36789158,66;34105706,93;510564,524;59931,251;24295675,05;22225101,28;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6981710,5;5123280,979;31789226;30079502,96;24744802,39;16274345,09;14465645,11;4234568,603;3277153,516;30012822,2;24534324,06
2022/01/01 01:45;33833140;29845226;11899240;10263770;34619404;30941;40997,3;11899209;10263743;21558862;40114872;18775038;17200918;9083243,544;9716991,448;31046338;36789306,28;34105833,93;510566,319;59931,461;24295772,58;22225196,13;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6981743;5123309,495;31789510;30079649,25;24744947,19;16274438,66;14465726,89;4234584,081;3277153,516;30012967,42;24534443,68
2022/01/01 02:00;33833740;29845538;11899286;10263807;34619712;30941;40997,3;11899301;10263815;21559018;40115028;18775108;17200986;9083277,84;9717018,941;31046618;36789454,85;34105968,86;510568,369;59931,672;24295870,59;22225289,42;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6981774,5;5123338,121;31789794;30079812,5;24745080,42;16274541,05;14465803,96;4234599,982;3277153,516;30013113,62;24534596,95
2022/01/01 02:15;33834344;29845848;11899331;10263844;34620024;30941;40997,3;11899301;10263815;21559178;40115172;18775178;17201050;9083311,769;9717045,393;31046900;36789602,26;34106099,21;510570,197;59931,906;24295983,74;22225385,76;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6981805,5;5123366,388;31790078;30079940,9;24745216,08;16274632,55;14465881,85;4234613,443;3277153,516;30013241,82;24534733,22
2022/01/01 02:30;33834940;29846158;11899377;10263879;34620332;30941;40997,3;11899391;10263887;21559334;40115324;18775246;17201118;9083345,389;9717075,433;31047180;36789752,54;34106227,03;510572,035;59932,114;24296072,3;22225480,11;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6981837,5;5123393,584;31790360;30080090,5;24745357,64;16274725,12;14465961,12;4234628,539;3277153,516;30013391,2;24534865,62
2022/01/01 02:45;33835540;29846468;11899422;10263915;34620640;30941;40997,3;11899391;10263887;21559492;40115476;18775318;17201186;9083379,152;9717102,848;31047460;36789890,02;34106363,82;510573,796;59932,324;24296173,71;22225575,81;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6981868,5;5123421,368;31790644;30080236,54;24745493,12;16274814,98;14466041,51;4234643,871;3277153,516;30013536,66;24535004,6
2022/01/01 03:00;33836136;29846776;11899467;10263949;34620944;30941;40997,3;11899481;10263955;21559650;40115628;18775386;17201250;9083411,911;9717128,386;31047738;36790031,38;34106495,05;510575,547;59932,533;24296287,83;22225670,56;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6981898,5;5123448,503;31790926;30080384,41;24745627,34;16274907,59;14466118,59;4234660,612;3277153,516;30013684,58;24535137,77
2022/01/01 03:15;33836736;29847084;11899513;10263985;34621256;30941;40997,3;11899481;10263955;21559808;40115772;18775454;17201318;9083444,752;9717154,916;31048020;36790194,81;34106626,48;510577,394;59932,738;24296386,85;22225766,75;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6981931,5;5123475,847;31791208;30080526,89;24745770,94;16275000,73;14466199,26;4234673,559;3277153,516;30013825,04;24535274,49
2022/01/01 03:30;33837336;29847394;11899560;10264021;34621564;30941;40997,3;11899573;10264025;21559966;40115924;18775526;17201386;9083478,117;9717181,941;31048300;36790334,83;34106773,41;510579,245;59932,943;24296485,28;22225863,66;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6981952,5;5123503,384;31791490;30080677,75;24745910,16;16275095,75;14466286,87;4234690,499;3277153,516;30013975,4;24535407,35
2022/01/01 03:45;33837936;29847700;11899606;10264056;34621872;30941;40997,3;11899573;10264025;21560124;40116072;18775594;17201454;9083511,013;9717208,336;31048580;36790480,97;34106896,69;510581,083;59933,154;24296586,96;22225961,84;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6981984;5123531,347;31791770;30080819,47;24746053,72;16275186,03;14466366,3;4234705,305;3277153,516;30014116,55;24535543,74
2022/01/01 04:00;33838532;29848008;11899652;10264092;34622176;30941;40997,3;11899664;10264094;21560234;40116220;18775666;17201518;9083548,443;9717235,53;31048860;36790639,26;34107024,18;510582,895;59933,363;24296688,26;22226056,69;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982015;5123555,63;31792052;30080959,77;24746187,42;16275279,97;14466436,28;4234720,294;3277153,516;30014261,13;24535682,31
2022/01/01 04:15;33839132;29848314;11899698;10264125;34622484;30941;40997,3;11899664;10264094;21560394;40116372;18775734;17201586;9083582,283;9717264,167;31049140;36790789,93;34107153,7;510584,879;59933,566;24296789,98;22226155,09;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982046,5;5123583,006;31792332;30081110,7;24746323,73;16275369,7;14466523,84;4234735,326;3277153,516;30014420,88;24535822,55
2022/01/01 04:30;33839728;29848620;11899743;10264163;34622792;30941;40997,3;11899755;10264163;21560552;40116520;18775802;17201650;9083614,359;9717290,728;31049418;36790914,72;34107301,2;510586,633;59933,797;24296886,29;22226248,61;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982077,5;5123610,295;31792612;30081262,75;24746464,84;16275460,47;14466601,63;4234750,29;3277153,516;30014564,95;24535957,12
2022/01/01 04:45;33840328;29848924;11899789;10264199;34623104;30941;40997,3;11899755;10264163;21560710;40116668;18775870;17201718;9083646,801;9717316,975;31049696;36791062,88;34107430,53;510588,437;59934,001;24296986,03;22226344;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982107,5;5123636,301;31792892;30081407,08;24746584,54;16275552,81;14466676,53;4234765,392;3277153,516;30014705,31;24536092,63
2022/01/01 05:00;33840936;29849230;11899835;10264233;34623424;30941;40997,3;11899847;10264233;21560876;40116820;18775942;17201786;9083680,278;9717341,886;31049974;36791224,12;34107559,62;510590,231;59934,21;24297097,91;22226451,18;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982138,5;5123666,969;31793174;30081542,48;24746723,01;16275654,98;14466756,62;4234780,324;3277153,516;30014845,45;24536224,54
2022/01/01 05:15;33841544;29849536;11899881;10264257;34623740;30941;40997,3;11899847;10264233;21561042;40116976;18776010;17201850;9083715,881;9717373,355;31050254;36791368,98;34107692,27;510592;59934,419;24297201,27;22226546,67;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982169;5123690,502;31793454;30081693,91;24746858,91;16275746,66;14466838,8;4234795,382;3277153,516;30014995,96;24536375,14
2022/01/01 05:30;33842152;29849844;11899927;10264291;34624056;30941;40997,3;11899939;10264302;21561210;40117132;18776082;17201918;9083749,018;9717400,21;31050534;36791518,56;34107819,77;510594,012;59934,619;24297301,07;22226638,63;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982199,5;5123717,372;31793734;30081825,26;24746994,32;16275828,68;14466908,03;4234808,267;3277153,516;30015128,38;24536492,39
2022/01/01 05:45;33842764;29850146;11899973;10264329;34624376;30941;40997,3;11899939;10264302;21561374;40117284;18776130;17201962;9083782,457;9717427,001;31050814;36791663,34;34107946,22;510595,822;59934,85;24297399,14;22226733,09;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982228;5123744,033;31794010;30081971,65;24747131;16275923,59;14466991,46;4234823,305;3277153,516;30015275,23;24536644,55
2022/01/01 06:00;33843372;29850450;11900018;10264371;34624696;30941;40997,3;11900028;10264383;21561534;40117448;18776198;17202030;9083819,91;9717453,875;31051094;36791807,26;34108073,96;510597,565;59935,054;24297500,47;22226826,79;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982256,5;5123769,802;31794288;30082119,27;24747271,21;16276019,11;14467071,07;4234839,96;3277153,516;30015413,8;24536777,11
2022/01/01 06:15;33843968;29850756;11900056;10264413;34625000;30941;40997,3;11900028;10264383;21561686;40117604;18776270;17202098;9083852,797;9717479,841;31051374;36791949,01;34108220,53;510599,387;59935,259;24297599,71;22226920,11;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982275,5;5123797,729;31794568;30082267,89;24747412,38;16276108,7;14467154,17;4234854,511;3277153,516;30015572,37;24536916,08
2022/01/01 06:30;33844568;29851060;11900095;10264456;34625308;30941;40997,3;11900103;10264467;21561838;40117764;18776340;17202166;9083886,697;9717506,795;31051654;36792108,56;34108348,28;510601,215;59935,46;24297700,3;22227026,16;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982303,5;5123821,8;31794846;30082394,12;24747535,11;16276200,61;14467231,81;4234870,132;3277153,516;30015697,71;24537050,99
2022/01/01 06:45;33845168;29851364;11900139;10264497;34625620;30941;40997,3;11900103;10264467;21561998;40117916;18776410;17202232;9083919,381;9717533,154;31051934;36792251,04;34108480,02;510602,997;59935,664;24297799,27;22227119,35;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982330,5;5123850,874;31795124;30082539,13;24747686,21;16276303,68;14467308,81;4234885,204;3277153,516;30015836,94;24537187,81
2022/01/01 07:00;33845768;29851668;11900185;10264538;34625928;30941;40997,3;11900193;10264546;21562158;40118068;18776478;17202298;9083952,218;9717563,107;31052214;36792393,2;34108610,45;510604,826;59935,894;24297910,35;22227214,62;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982357,5;5123876,458;31795402;30082679,18;24747822,97;16276396,16;14467387,53;4234900,475;3277153,516;30015998,17;24537325,07
2022/01/01 07:15;33846368;29851970;11900228;10264579;34626240;30941;40997,3;11900193;10264546;21562314;40118224;18776546;17202366;9083984,588;9717587,571;31052496;36792540,06;34108745,61;510606,651;59936,104;24298010,7;22227311,84;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982385,5;5123901,608;31795680;30082818,65;24747945,18;16276478,1;14467467,89;4234915,442;3277153,516;30016122,74;24537463,65
2022/01/01 07:30;33846964;29852276;11900273;10264611;34626540;30941;40997,3;11900283;10264615;21562470;40118368;18776618;17202432;9084018,476;9717618,511;31052776;36792704,02;34108874,68;510608,677;59936,308;24298105,74;22227409,38;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982413,5;5123928,678;31795962;30082968,47;24748095,98;16276582,88;14467545,61;4234930,332;3277153,516;30016272,82;24537586,91
2022/01/01 07:45;33847556;29852588;11900319;10264643;34626844;30941;40997,3;11900283;10264615;21562630;40118516;18776686;17202498;9084056,395;9717644,781;31053056;36792845,28;34109002,33;510610,447;59936,517;24298206,03;22227504,42;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982443,5;5123956,167;31796246;30083113,6;24748226,44;16276673,92;14467626,86;4234945,88;3277153,516;30016416,28;24537722,38
2022/01/01 08:00;33848160;29852900;11900367;10264679;34627156;30941;40997,3;11900377;10264683;21562788;40118664;18776754;17202566;9084091,39;9717672,613;31053338;36792991,03;34109146,88;510612,278;59936,722;24298304,24;22227601,73;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982475,5;5123985,016;31796532;30083265,74;24748364,55;16276769,43;14467704,21;4234961,129;3277153,516;30016568,79;24537861,83
2022/01/01 08:15;33848768;29853212;11900415;10264717;34627468;30941;40997,3;11900377;10264683;21562950;40118820;18776822;17202632;9084125,368;9717701,111;31053620;36793135,36;34109280,91;510614,055;59936,935;24298414,88;22227697,01;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982508,5;5124012,973;31796818;30083408,44;24748498,37;16276850,42;14467784,43;4234978,547;3277153,516;30016713,04;24537999,75
2022/01/01 08:30;33849372;29853524;11900462;10264753;34627780;30941;40997,3;11900472;10264758;21563112;40118964;18776894;17202698;9084159,606;9717727,906;31053902;36793282,39;34109412,65;510615,884;59937,142;24298513,32;22227790,65;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982541;5124040,882;31797106;30083564,07;24748635,51;16276943,9;14467866,82;4234994,226;3277153,516;30016860,87;24538137,31
2022/01/01 08:45;33849968;29853836;11900505;10264791;34628084;30941;40997,3;11900472;10264758;21563268;40119124;18776962;17202766;9084194,345;9717756,17;31054184;36793429,34;34109546,79;510617,602;59937,348;24298609,86;22227886,53;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982563,5;5124070,423;31797394;30083694,92;24748775,52;16277048,31;14467946,98;4235007,96;3277153,516;30017004,34;24538278,72
2022/01/01 09:00;33850572;29854150;11900547;10264829;34628392;30941;40997,3;11900557;10264833;21563424;40119276;18777030;17202832;9084229,531;9717783,587;31054468;36793578,09;34109671,85;510619,453;59937,554;24298710,09;22227982,88;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982596,5;5124100,692;31797682;30083851,39;24748919,86;16277143,15;14468027,1;4235023,64;3277153,516;30017157,99;24538418,08
2022/01/01 09:15;33851172;29854464;11900595;10264865;34628704;30941;40997,3;11900557;10264833;21563588;40119428;18777102;17202898;9084263,509;9717810,926;31054750;36793725,37;34109800,36;510621,243;59937,762;24298821,66;22228079,1;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982630,5;5124131,875;31797972;30084006,86;24749056,89;16277236,09;14468107,72;4235039,163;3277153,516;30017308,42;24538554,08
2022/01/01 09:30;33851772;29854780;11900644;10264895;34629008;30941;40997,3;11900653;10264897;21563748;40119572;18777170;17202966;9084298,401;9717839,127;31055030;36793888,56;34109947,11;510623,301;59937,993;24298922,49;22228174,62;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982664;5124160,857;31798262;30084159,61;24749197,16;16277326,94;14468192,6;4235056,388;3277153,516;30017452,88;24538700,42
2022/01/01 09:45;33852372;29855098;11900693;10264929;34629320;30941;40997,3;11900653;10264897;21563914;40119724;18777238;17203032;9084339,028;9717870,602;31055310;36794029,52;34110072,58;510625,024;59938,19;24299018,52;22228271,97;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982698,5;5124190,462;31798552;30084304,75;24749353,92;16277417,88;14468270,77;4235072,301;3277153,516;30017618,55;24538838,67
2022/01/01 10:00;33852984;29855414;11900741;10264968;34629636;30941;40997,3;11900749;10264971;21564076;40119876;18777310;17203098;9084373,945;9717897,554;31055592;36794175,65;34110202,89;510626,812;59938,398;24299117,99;22228367,01;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982731;5124220,819;31798844;30084450,71;24749489,28;16277512,1;14468350,82;4235087,83;3277153,516;30017764,29;24538976,76
2022/01/01 10:15;33853592;29855732;11900790;10265007;34629948;30941;40997,3;11900749;10264971;21564236;40120032;18777378;17203168;9084408,982;9717925,585;31055878;36794325,3;34110334,26;510628,651;59938,605;24299220,04;22228470,67;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982766,5;5124253,589;31799136;30084595,62;24749628,54;16277606,01;14468428,57;4235101,619;3277153,516;30017915,13;24539118,64
2022/01/01 10:30;33854204;29856052;11900839;10265045;34630264;30941;40997,3;11900847;10265047;21564400;40120188;18777446;17203234;9084444,794;9717953,703;31056162;36794470,98;34110481,71;510630,457;59938,804;24299318,53;22228560,56;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982802,5;5124287,476;31799430;30084752,65;24749768,9;16277698,43;14468506,55;4235119,47;3277153,516;30018061,52;24539263,59
2022/01/01 10:45;33854812;29856372;11900887;10265084;34630580;30941;40997,3;11900847;10265047;21564564;40120348;18777518;17203302;9084479,548;9717983,198;31056446;36794635,09;34110611,77;510632,231;59939,013;24299416,55;22228653,53;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982838,5;5124321,39;31799724;30084912,57;24749915,96;16277790,81;14468588,01;4235134,856;3277153,516;30018217,26;24539422,01
2022/01/01 11:00;33855424;29856696;11900935;10265121;34630892;30941;40997,3;11900944;10265123;21564726;40120452;18777590;17203368;9084516,26;9718012,484;31056732;36794777,75;34110740,65;510634,213;59939,247;24299524,71;22228748,44;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982874,5;5124355,659;31800022;30085063,53;24750051,91;16277893,7;14468664,5;4235150,605;3277153,516;30018361,14;24539547,46
2022/01/01 11:15;33856032;29857020;11900983;10265158;34631208;30941;40997,3;11900944;10265123;21564890;40120604;18777658;17203434;9084556,004;9718043,816;31057016;36794921,71;34110872,48;510635,957;59939,453;24299624,22;22228852,75;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982911,5;5124390,101;31800320;30085212,16;24750195,11;16277985,48;14468747,18;4235166,258;3277153,516;30018517,93;24539696,51
2022/01/01 11:30;33856636;29857346;11901031;10265194;34631520;30941;40997,3;11901039;10265195;21565050;40120756;18777728;17203502;9084592,349;9718071,876;31057298;36795086,71;34111005,12;510637,764;59939,662;24299725,38;22228947,72;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982935,5;5124426,495;31800620;30085373,16;24750336,81;16278076,22;14468825,91;4235181,597;3277153,516;30018678,63;24539855,7
2022/01/01 11:45;33857244;29857674;11901077;10265231;34631832;30941;40997,3;11901039;10265195;21565214;40120908;18777798;17203568;9084628,72;9718100,674;31057582;36795236;34111135,04;510639,544;59939,868;24299824,06;22229044,51;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6982976;5124458,143;31800922;30085528,46;24750482,44;16278170,23;14468905,3;4235197,35;3277153,516;30018831,48;24540000,49
2022/01/01 12:00;33857848;29858002;11901124;10265267;34632140;30941;40997,3;11901131;10265269;21565318;40121060;18777870;17203634;9084663,918;9718130,255;31057868;36795384,6;34111283,63;510641,526;59940,069;24299933,53;22229138,27;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6983016,5;5124499,371;31801224;30085680,16;24750626,78;16278264,13;14468994,06;4235213,112;3277153,516;30018987,67;24540142,36
2022/01/01 12:15;33858460;29858328;11901171;10265306;34632456;30941;40997,3;11901131;10265269;21565480;40121212;18777938;17203700;9084699,334;9718163,969;31058154;36795530,86;34111414,57;510643,336;59940,274;24300033;22229235,18;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6983057;5124534,498;31801524;30085842,39;24750789,35;16278355,66;14469072,94;4235230,209;3277153,516;30019149,13;24540289,52
2022/01/01 12:30;33859072;29858646;11901219;10265345;34632768;30941;40997,3;11901131;10265269;21565638;40121364;18778008;17203770;9084739,012;9718194,288;31058440;36795673,56;34111545,3;510645,158;59940,486;24300136,01;22229328,13;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6983095,5;5124567,587;31801816;30085978,04;24750911,98;16278447,41;14469151,89;4235243,057;3277153,516;30019283,99;24540414,43
2022/01/01 12:45;33859680;29858970;11901265;10265381;34633080;30941;40997,3;11901225;10265345;21565806;40121524;18778078;17203836;9084775,518;9718224,595;31058726;36795839,43;34111673,94;510646,913;59940,696;24300237,24;22229423,78;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6983138,5;5124608,025;31802114;30086137,78;24751057,93;16278552,51;14469227,43;4235255,573;3277153,516;30019442,94;24540562,41
2022/01/01 13:00;33860288;29859294;11901315;10265417;34633392;30941;40997,3;11901320;10265419;21565970;40121676;18778150;17203906;9084811,817;9718252,801;31059012;36795987,57;34111825,03;510648,693;59940,91;24300338,7;22229519,68;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6983180;5124649,534;31802412;30086293,17;24751201,14;16278644,5;14469306,92;4235268,401;3277153,516;30019596,79;24540705,55
2022/01/01 13:15;33860900;29859622;11901363;10265453;34633708;30941;40997,3;11901320;10265419;21566130;40121828;18778218;17203972;9084848,089;9718282,281;31059298;36796131,62;34111954,64;510650,519;59941,12;24300436,51;22229615,49;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6983221;5124689,61;31802714;30086448,85;24751341,91;16278735,66;14469395,81;4235282,082;3277153,516;30019751,65;24540847,51
2022/01/01 13:30;33861512;29859952;11901413;10265477;34634020;30941;40997,3;11901417;10265491;21566296;40121980;18778288;17204040;9084886,051;9718314,076;31059586;36796280,86;34112084,31;510652,554;59941,327;24300537,82;22229709,08;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6983265,5;5124730,491;31803016;30086606,11;24751496,15;16278829,74;14469474,32;4235295,234;3277153,516;30019914,05;24540995,85
2022/01/01 13:45;33862128;29860280;11901461;10265515;34634332;30941;40997,3;11901417;10265491;21566458;40122132;18778358;17204106;9084922,692;9718344,722;31059874;36796423,06;34112221,08;510654,329;59941,558;24300635,69;22229814,83;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6983307,5;5124771,36;31803320;30086763,58;24751648,11;16278923,22;14469553,53;4235308,187;3277153,516;30020072,84;24541142,19
2022/01/01 14:00;33862740;29860612;11901509;10265553;34634648;30941;40997,3;11901514;10265565;21566622;40122288;18778430;17204172;9084959,759;9718379,861;31060164;36796585,4;34112370,73;510656,105;59941,767;24300733,43;22229905,85;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6983349,5;5124815,496;31803624;30086917,42;24751794,54;16279017,22;14469634,74;4235321,009;3277153,516;30020225,51;24541290,55
2022/01/01 14:15;33863356;29860942;11901557;10265591;34634960;30941;40997,3;11901514;10265565;21566786;40122444;18778498;17204238;9084995,97;9718410,911;31060452;36796731,06;34112504,15;510657,93;59941,982;24300845,01;22230001,78;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6983388;5124860,476;31803926;30087069,95;24751944,45;16279108,37;14469713,9;4235333,616;3277153,516;30020379,55;24541459,01
2022/01/01 14:30;33863968;29861268;11901607;10265627;34635276;30941;40997,3;11901610;10265637;21566948;40122604;18778566;17204306;9085038,459;9718442,183;31060742;36796878,28;34112640,46;510659,651;59942,187;24300943,63;22230095,89;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6983413,5;5124908,462;31804228;30087225,84;24752091,83;16279199,3;14469792,2;4235346,213;3277153,516;30020536,63;24541611,06
2022/01/01 14:45;33864580;29861598;11901654;10265664;34635588;30941;40997,3;11901610;10265637;21567112;40122760;18778638;17204374;9085075,277;9718472,548;31061028;36797043,18;34112770,62;510661,48;59942,403;24301043,96;22230191,8;204500,432;209996,66;83121,193;79893,197;0,055;0,001;6983451,5;5124952,917;31804530;30087361,23;24752239,2;16279302,6;14469868,8;4235358,9;3277153,516;30020689,29;24541742,99
