,DB1_TEM1.D_TEM_1_Main_Incomer_8420#Real Energy Into the Load#kWh,DB1_TEM1.DB1_TEM1_Gen_Total_Load_MLVA#Real Energy Into the Load#kWh,DB1_TEM1.DB1_TEM1_Gen_Total_Load_MLVB#Real Energy Into the Load#kWh,DB1_TEM1.DB1_TEM1_HVAC_A_Supply#Real Energy Into the Load#kWh,DB1_TEM1.DB1_TEM1_HVAC_B_Supply#Real Energy Into the Load#kWh,DB1_TEM1.DB1_TEM1_UPS_A_Supply#Real Energy Into the Load#kWh,DB1_TEM1.DB1_TEM1_UPS_B_Supply#Real Energy Into the Load#kWh,Timestamp
23863,11188324.0,105363.727,77690.981,5309451.975,3021090.517,11608543.916,6138151.453,2021-09-05 20:45:00
23864,11188460.0,105363.727,77690.981,5309481.11,3021101.617,11608587.629,6138196.516,2021-09-05 21:00:00
23865,11188598.0,105363.727,77690.981,5309507.333,3021112.283,11608632.362,6138240.757,2021-09-05 21:15:00
23866,11188735.0,105363.727,77690.981,5309533.587,3021123.815,11608675.534,6138289.513,2021-09-05 21:30:00
23867,11188869.0,105363.727,77690.981,5309559.568,3021135.498,11608721.204,6138332.946,2021-09-05 21:45:00
23868,11189006.0,105363.727,77690.981,5309588.808,3021146.605,11608764.078,6138378.416,2021-09-05 22:00:00
23869,11189142.0,105363.727,77690.981,5309613.413,3021159.013,11608812.905,6138422.768,2021-09-05 22:15:00
23870,11189279.0,105363.727,77690.981,5309641.04,3021169.886,11608856.407,6138466.156,2021-09-05 22:30:00
23871,11189415.0,105363.727,77690.981,5309666.964,3021180.84,11608900.582,6138509.595,2021-09-05 22:45:00
23872,11189552.0,105363.727,77690.981,5309693.4,3021191.514,11608943.378,6138559.726,2021-09-05 23:00:00
23873,11189687.0,105363.727,77690.981,5309719.893,3021202.638,11608987.535,6138603.709,2021-09-05 23:15:00
23874,11189822.0,105363.727,77690.981,5309748.164,3021213.151,11609030.338,6138647.388,2021-09-05 23:30:00
23875,11189959.0,105363.727,77690.981,5309775.282,3021224.153,11609079.25,6138691.719,2021-09-05 23:45:00
23876,11190094.0,105363.727,77690.981,5309802.186,3021236.39,11609117.812,6138734.916,2021-09-06 00:00:00
23877,11190230.0,105363.727,77690.981,5309827.985,3021246.975,11609167.85,6138779.489,2021-09-06 00:15:00
23878,11190364.0,105363.727,77690.981,5309853.544,3021257.332,11609212.05,6138822.996,2021-09-06 00:30:00
23879,11190500.0,105363.727,77690.981,5309882.178,3021267.804,11609254.888,6138870.73,2021-09-06 00:45:00
23880,11190633.0,105363.727,77690.981,5309907.213,3021279.079,11609298.979,6138913.72,2021-09-06 01:00:00
23881,11190769.0,105363.727,77690.981,5309932.566,3021289.078,11609343.248,6138958.693,2021-09-06 01:15:00
23882,11190905.0,105363.727,77690.981,5309960.856,3021300.071,11609385.995,6139005.145,2021-09-06 01:30:00
23883,11191039.0,105363.727,77690.981,5309985.694,3021310.191,11609428.763,6139049.812,2021-09-06 01:45:00
23884,11191174.0,105363.727,77690.981,5310011.671,3021320.47,11609476.925,6139094.509,2021-09-06 02:00:00
23885,11191308.0,105363.727,77690.981,5310036.659,3021330.377,11609520.474,6139139.086,2021-09-06 02:15:00
23886,11191443.0,105363.727,77690.981,5310066.149,3021340.92,11609562.699,6139185.086,2021-09-06 02:30:00
23887,11191577.0,105363.727,77690.981,5310090.398,3021350.914,11609605.107,6139229.768,2021-09-06 02:45:00
23888,11191713.0,105363.727,77690.981,5310116.6,3021361.876,11609648.234,6139273.232,2021-09-06 03:00:00
23889,11191847.0,105363.727,77690.981,5310143.398,3021373.033,11609696.415,6139317.68,2021-09-06 03:15:00
23890,11191983.0,105363.727,77690.981,5310169.12,3021383.658,11609740.533,6139362.641,2021-09-06 03:30:00
23891,11192119.0,105363.727,77690.981,5310195.594,3021393.965,11609784.221,6139406.918,2021-09-06 03:45:00
23892,11192254.0,105363.727,77690.981,5310224.718,3021404.579,11609826.813,6139450.458,2021-09-06 04:00:00
23893,11192389.0,105363.727,77690.981,5310251.871,3021416.291,11609874.02,6139494.309,2021-09-06 04:15:00
23894,11192523.0,105363.727,77690.981,5310277.748,3021426.531,11609917.132,6139538.29,2021-09-06 04:30:00
23895,11192659.0,105363.727,77690.981,5310303.731,3021437.369,11609960.993,6139582.055,2021-09-06 04:45:00
23896,11192794.0,105363.727,77690.981,5310330.417,3021447.825,11610005.814,6139631.43,2021-09-06 05:00:00
23897,11192930.0,105363.727,77690.981,5310356.077,3021458.065,11610049.305,6139674.145,2021-09-06 05:15:00
23898,11193065.0,105363.727,77690.981,5310380.917,3021468.569,11610093.919,6139719.605,2021-09-06 05:30:00
23899,11193201.0,105363.727,77690.981,5310410.763,3021479.087,11610137.121,6139763.359,2021-09-06 05:45:00
23900,11193336.0,105363.727,77690.981,5310435.779,3021489.059,11610180.083,6139806.464,2021-09-06 06:00:00
23901,11193471.0,105363.727,77690.981,5310462.578,3021501.096,11610227.898,6139851.978,2021-09-06 06:15:00
23902,11193604.0,105363.727,77690.981,5310487.261,3021511.437,11610270.223,6139895.307,2021-09-06 06:30:00
23903,11193739.0,105363.727,77690.981,5310513.05,3021521.508,11610314.162,6139939.326,2021-09-06 06:45:00
23904,11193874.0,105363.727,77690.981,5310540.736,3021532.462,11610358.64,6139988.662,2021-09-06 07:00:00
23905,11194008.0,105363.727,77690.981,5310566.18,3021542.681,11610400.779,6140033.619,2021-09-06 07:15:00
23906,11194143.0,105363.727,77690.981,5310590.968,3021553.087,11610442.565,6140078.714,2021-09-06 07:30:00
23907,11194280.0,105363.727,77690.981,5310622.015,3021563.967,11610492.574,6140121.95,2021-09-06 07:45:00
23908,11194416.0,105363.727,77690.981,5310648.699,3021574.386,11610535.904,6140166.144,2021-09-06 08:00:00
23909,11194553.0,105363.727,77690.981,5310672.912,3021585.063,11610580.038,6140210.214,2021-09-06 08:15:00
23910,11194690.0,105363.727,77690.981,5310697.754,3021595.474,11610623.283,6140255.101,2021-09-06 08:30:00
23911,11194824.0,105363.727,77690.981,5310725.078,3021606.1,11610666.177,6140298.612,2021-09-06 08:45:00
23912,11194960.0,105363.727,77690.981,5310750.136,3021618.17,11610710.29,6140342.708,2021-09-06 09:00:00
23913,11195096.0,105363.727,77690.981,5310776.368,3021627.669,11610758.898,6140393.206,2021-09-06 09:15:00
23914,11195232.0,105363.727,77690.981,5310800.186,3021639.377,11610802.304,6140438.111,2021-09-06 09:30:00
23915,11195369.0,105363.727,77690.981,5310825.999,3021650.142,11610845.686,6140482.659,2021-09-06 09:45:00
23916,11195505.0,105363.727,77690.981,5310851.481,3021659.96,11610887.616,6140526.392,2021-09-06 10:00:00
23917,11195643.0,105363.727,77690.981,5310879.608,3021670.643,11610935.725,6140570.473,2021-09-06 10:15:00
23918,11195779.0,105363.727,77690.981,5310905.522,3021681.191,11610980.623,6140617.01,2021-09-06 10:30:00
23919,11195916.0,105363.727,77690.981,5310930.636,3021691.323,11611023.859,6140660.546,2021-09-06 10:45:00
23920,11196051.0,105363.727,77690.981,5310955.273,3021701.4,11611066.73,6140704.09,2021-09-06 11:00:00
23921,11196190.0,105363.727,77690.981,5310984.893,3021712.196,11611110.66,6140749.274,2021-09-06 11:15:00
23922,11196325.0,105363.727,77690.981,5311009.68,3021722.229,11611161.0,6140794.227,2021-09-06 11:30:00
23923,11196461.0,105363.727,77690.981,5311035.319,3021733.573,11611205.539,6140840.206,2021-09-06 11:45:00
23924,11196596.0,105363.727,77690.981,5311060.398,3021743.651,11611249.394,6140883.881,2021-09-06 12:00:00
23925,11196732.0,105363.727,77690.981,5311088.35,3021754.025,11611292.762,6140933.168,2021-09-06 12:15:00
23926,11196867.0,105363.727,77690.981,5311110.993,3021763.838,11611336.038,6140977.555,2021-09-06 12:30:00
23927,11197004.0,105363.727,77690.981,5311139.998,3021775.528,11611379.377,6141023.158,2021-09-06 12:45:00
23928,11197142.0,105363.727,77690.981,5311167.08,3021786.131,11611428.643,6141067.715,2021-09-06 13:00:00
23929,11197279.0,105363.727,77690.981,5311192.296,3021796.515,11611471.994,6141113.316,2021-09-06 13:15:00
23930,11197414.0,105363.727,77690.981,5311218.161,3021806.423,11611516.388,6141157.639,2021-09-06 13:30:00
23931,11197550.0,105363.727,77690.981,5311243.151,3021816.446,11611560.547,6141201.189,2021-09-06 13:45:00
23932,11197686.0,105363.727,77690.981,5311268.364,3021826.796,11611605.227,6141244.683,2021-09-06 14:00:00
23933,11197823.0,105363.727,77690.981,5311294.414,3021836.762,11611648.899,6141288.234,2021-09-06 14:15:00
23934,11197959.0,,,,,,,2021-09-06 14:30:00
23935,11198095.0,,,,,,,2021-09-06 14:45:00
23936,11198231.0,,,,,,,2021-09-06 15:00:00
23937,11198368.0,,,,,,,2021-09-06 15:15:00
23938,11198502.0,,,,,,,2021-09-06 15:30:00
23939,11198639.0,,,,,,,2021-09-06 15:45:00
23940,11198774.0,,,,,,,2021-09-06 16:00:00
23941,11198908.0,,,,,,,2021-09-06 16:15:00
23942,11199045.0,,,,,,,2021-09-06 16:30:00
23943,11199181.0,,,,,,,2021-09-06 16:45:00
23944,11199314.0,,,,,,,2021-09-06 17:00:00
23945,11199449.0,,,,,,,2021-09-06 17:15:00
23946,11199585.0,,,,,,,2021-09-06 17:30:00
23947,11199719.0,,,,,,,2021-09-06 17:45:00
23948,11199856.0,,,,,,,2021-09-06 18:00:00
23949,11199989.0,,,,,,,2021-09-06 18:15:00
23950,11200124.0,,,,,,,2021-09-06 18:30:00
23951,11200260.0,,,,,,,2021-09-06 18:45:00
23952,11200399.0,,,,,,,2021-09-06 19:00:00
23953,11200535.0,,,,,,,2021-09-06 19:15:00
23954,11200671.0,,,,,,,2021-09-06 19:30:00
23955,11200808.0,,,,,,,2021-09-06 19:45:00
23956,11200943.0,,,,,,,2021-09-06 20:00:00
23957,11201080.0,,,,,,,2021-09-06 20:15:00
23958,11201217.0,,,,,,,2021-09-06 20:30:00
23959,11201354.0,,,,,,,2021-09-06 20:45:00
23960,11201488.0,,,,,,,2021-09-06 21:00:00
23961,11201624.0,,,,,,,2021-09-06 21:15:00
23962,11201760.0,,,,,,,2021-09-06 21:30:00
23963,11201896.0,,,,,,,2021-09-06 21:45:00
23964,11202032.0,,,,,,,2021-09-06 22:00:00
23965,11202167.0,,,,,,,2021-09-06 22:15:00
23966,11202303.0,,,,,,,2021-09-06 22:30:00
23967,11202438.0,,,,,,,2021-09-06 22:45:00
23968,11202572.0,,,,,,,2021-09-06 23:00:00
23969,11202707.0,,,,,,,2021-09-06 23:15:00
23970,11202841.0,,,,,,,2021-09-06 23:30:00
23971,11202976.0,,,,,,,2021-09-06 23:45:00
23972,11203112.0,,,,,,,2021-09-07 00:00:00
23973,11203245.0,,,,,,,2021-09-07 00:15:00
23974,11203382.0,,,,,,,2021-09-07 00:30:00
23975,11203516.0,,,,,,,2021-09-07 00:45:00
23976,11203653.0,,,,,,,2021-09-07 01:00:00
23977,11203788.0,,,,,,,2021-09-07 01:15:00
23978,11203922.0,,,,,,,2021-09-07 01:30:00
23979,11204056.0,,,,,,,2021-09-07 01:45:00
23980,11204190.0,,,,,,,2021-09-07 02:00:00
23981,11204324.0,,,,,,,2021-09-07 02:15:00
23982,11204460.0,,,,,,,2021-09-07 02:30:00
23983,11204595.0,,,,,,,2021-09-07 02:45:00
23984,11204728.0,,,,,,,2021-09-07 03:00:00
23985,11204861.0,,,,,,,2021-09-07 03:15:00
23986,11204995.0,,,,,,,2021-09-07 03:30:00
23987,11205131.0,,,,,,,2021-09-07 03:45:00
23988,11205267.0,,,,,,,2021-09-07 04:00:00
23989,11205400.0,,,,,,,2021-09-07 04:15:00
23990,11205534.0,,,,,,,2021-09-07 04:30:00
23991,11205670.0,,,,,,,2021-09-07 04:45:00
23992,11205804.0,,,,,,,2021-09-07 05:00:00
23993,11205938.0,,,,,,,2021-09-07 05:15:00
23994,11206072.0,,,,,,,2021-09-07 05:30:00
23995,11206207.0,,,,,,,2021-09-07 05:45:00
23996,11206342.0,,,,,,,2021-09-07 06:00:00
23997,11206475.0,,,,,,,2021-09-07 06:15:00
23998,11206609.0,,,,,,,2021-09-07 06:30:00
23999,11206743.0,,,,,,,2021-09-07 06:45:00
24000,11206876.0,,,,,,,2021-09-07 07:00:00
24001,11207009.0,,,,,,,2021-09-07 07:15:00
24002,11207144.0,,,,,,,2021-09-07 07:30:00
24003,11207279.0,,,,,,,2021-09-07 07:45:00
24004,11207414.0,,,,,,,2021-09-07 08:00:00
24005,11207549.0,,,,,,,2021-09-07 08:15:00
24006,11207684.0,,,,,,,2021-09-07 08:30:00
24007,11207820.0,,,,,,,2021-09-07 08:45:00
24008,11207956.0,,,,,,,2021-09-07 09:00:00
24009,11208091.0,,,,,,,2021-09-07 09:15:00
24010,11208227.0,,,,,,,2021-09-07 09:30:00
24011,11208364.0,,,,,,,2021-09-07 09:45:00
24012,11208500.0,,,,,,,2021-09-07 10:00:00
24013,11208636.0,,,,,,,2021-09-07 10:15:00
24014,11208773.0,,,,,,,2021-09-07 10:30:00
24015,11208909.0,,,,,,,2021-09-07 10:45:00
24016,11209047.0,,,,,,,2021-09-07 11:00:00
24017,11209183.0,,,,,,,2021-09-07 11:15:00
24018,11209319.0,,,,,,,2021-09-07 11:30:00
24019,11209455.0,,,,,,,2021-09-07 11:45:00
24020,11209592.0,,,,,,,2021-09-07 12:00:00
24021,11209729.0,,,,,,,2021-09-07 12:15:00
24022,11209865.0,,,,,,,2021-09-07 12:30:00
24023,11210003.0,,,,,,,2021-09-07 12:45:00
24024,11210138.0,,,,,,,2021-09-07 13:00:00
24025,11210277.0,,,,,,,2021-09-07 13:15:00
24026,11210413.0,,,,,,,2021-09-07 13:30:00
24027,11210552.0,,,,,,,2021-09-07 13:45:00
24028,11210687.0,,,,,,,2021-09-07 14:00:00
24029,11210825.0,,,,,,,2021-09-07 14:15:00
24030,11210963.0,,,,,,,2021-09-07 14:30:00
24031,11211099.0,,,,,,,2021-09-07 14:45:00
24032,11211238.0,,,,,,,2021-09-07 15:00:00
24033,11211373.0,,,,,,,2021-09-07 15:15:00
24034,11211512.0,,,,,,,2021-09-07 15:30:00
24035,11211647.0,,,,,,,2021-09-07 15:45:00
24036,11211785.0,,,,,,,2021-09-07 16:00:00
24037,11211922.0,,,,,,,2021-09-07 16:15:00
24038,11212059.0,,,,,,,2021-09-07 16:30:00
24039,11212195.0,,,,,,,2021-09-07 16:45:00
24040,11212330.0,,,,,,,2021-09-07 17:00:00
24041,11212467.0,,,,,,,2021-09-07 17:15:00
24042,11212601.0,,,,,,,2021-09-07 17:30:00
24043,11212740.0,,,,,,,2021-09-07 17:45:00
24044,11212876.0,,,,,,,2021-09-07 18:00:00
24045,11213012.0,,,,,,,2021-09-07 18:15:00
24046,11213150.0,,,,,,,2021-09-07 18:30:00
24047,11213286.0,,,,,,,2021-09-07 18:45:00
24048,11213424.0,,,,,,,2021-09-07 19:00:00
24049,11213556.0,,,,,,,2021-09-07 19:15:00
24050,11213691.0,,,,,,,2021-09-07 19:30:00
24051,11213824.0,,,,,,,2021-09-07 19:45:00
24052,11213960.0,,,,,,,2021-09-07 20:00:00
24053,11214096.0,,,,,,,2021-09-07 20:15:00
24054,11214231.0,,,,,,,2021-09-07 20:30:00
24055,11214365.0,,,,,,,2021-09-07 20:45:00
24056,11214499.0,,,,,,,2021-09-07 21:00:00
24057,11214636.0,,,,,,,2021-09-07 21:15:00
24058,11214771.0,,,,,,,2021-09-07 21:30:00
24059,11214908.0,,,,,,,2021-09-07 21:45:00
24060,11215042.0,,,,,,,2021-09-07 22:00:00
24061,11215177.0,,,,,,,2021-09-07 22:15:00
24062,11215313.0,,,,,,,2021-09-07 22:30:00
24063,11215448.0,,,,,,,2021-09-07 22:45:00
24064,11215584.0,,,,,,,2021-09-07 23:00:00
24065,11215717.0,,,,,,,2021-09-07 23:15:00
24066,11215851.0,,,,,,,2021-09-07 23:30:00
24067,11215985.0,,,,,,,2021-09-07 23:45:00
24068,11216120.0,,,,,,,2021-09-08 00:00:00
24069,11216255.0,,,,,,,2021-09-08 00:15:00
24070,11216389.0,,,,,,,2021-09-08 00:30:00
24071,11216523.0,,,,,,,2021-09-08 00:45:00
24072,11216657.0,,,,,,,2021-09-08 01:00:00
24073,11216793.0,,,,,,,2021-09-08 01:15:00
24074,11216927.0,,,,,,,2021-09-08 01:30:00
24075,11217061.0,,,,,,,2021-09-08 01:45:00
24076,11217196.0,,,,,,,2021-09-08 02:00:00
24077,11217331.0,,,,,,,2021-09-08 02:15:00
24078,11217465.0,,,,,,,2021-09-08 02:30:00
24079,11217599.0,,,,,,,2021-09-08 02:45:00
24080,11217733.0,,,,,,,2021-09-08 03:00:00
24081,11217866.0,,,,,,,2021-09-08 03:15:00
24082,11218001.0,,,,,,,2021-09-08 03:30:00
24083,11218135.0,,,,,,,2021-09-08 03:45:00
24084,11218269.0,,,,,,,2021-09-08 04:00:00
24085,11218404.0,,,,,,,2021-09-08 04:15:00
24086,11218537.0,,,,,,,2021-09-08 04:30:00
24087,11218672.0,,,,,,,2021-09-08 04:45:00
24088,11218807.0,,,,,,,2021-09-08 05:00:00
24089,11218942.0,,,,,,,2021-09-08 05:15:00
24090,11219077.0,,,,,,,2021-09-08 05:30:00
24091,11219211.0,,,,,,,2021-09-08 05:45:00
24092,11219345.0,,,,,,,2021-09-08 06:00:00
24093,11219478.0,,,,,,,2021-09-08 06:15:00
24094,11219611.0,,,,,,,2021-09-08 06:30:00
24095,11219744.0,,,,,,,2021-09-08 06:45:00
24096,11219878.0,,,,,,,2021-09-08 07:00:00
24097,11220011.0,,,,,,,2021-09-08 07:15:00
24098,11220145.0,,,,,,,2021-09-08 07:30:00
24099,11220281.0,,,,,,,2021-09-08 07:45:00
24100,11220414.0,,,,,,,2021-09-08 08:00:00
24101,11220552.0,,,,,,,2021-09-08 08:15:00
24102,11220687.0,,,,,,,2021-09-08 08:30:00
24103,11220824.0,,,,,,,2021-09-08 08:45:00
24104,11220959.0,,,,,,,2021-09-08 09:00:00
24105,11221094.0,,,,,,,2021-09-08 09:15:00
24106,11221233.0,,,,,,,2021-09-08 09:30:00
24107,11221371.0,,,,,,,2021-09-08 09:45:00
24108,11221510.0,,,,,,,2021-09-08 10:00:00
24109,11221648.0,,,,,,,2021-09-08 10:15:00
24110,11221789.0,,,,,,,2021-09-08 10:30:00
24111,11221929.0,,,,,,,2021-09-08 10:45:00
24112,11222069.0,,,,,,,2021-09-08 11:00:00
24113,11222208.0,,,,,,,2021-09-08 11:15:00
24114,11222348.0,,,,,,,2021-09-08 11:30:00
24115,11222488.0,,,,,,,2021-09-08 11:45:00
24116,11222629.0,,,,,,,2021-09-08 12:00:00
24117,11222769.0,,,,,,,2021-09-08 12:15:00
24118,11222910.0,,,,,,,2021-09-08 12:30:00
24119,11223050.0,,,,,,,2021-09-08 12:45:00
24120,11223190.0,,,,,,,2021-09-08 13:00:00
24121,11223332.0,,,,,,,2021-09-08 13:15:00
24122,11223472.0,,,,,,,2021-09-08 13:30:00
24123,11223614.0,,,,,,,2021-09-08 13:45:00
24124,11223754.0,,,,,,,2021-09-08 14:00:00
24125,11223895.0,,,,,,,2021-09-08 14:15:00
24126,11224036.0,,,,,,,2021-09-08 14:30:00
24127,11224176.0,,,,,,,2021-09-08 14:45:00
24128,11224318.0,,,,,,,2021-09-08 15:00:00
24129,11224457.0,,,,,,,2021-09-08 15:15:00
24130,11224598.0,,,,,,,2021-09-08 15:30:00
24131,11224737.0,,,,,,,2021-09-08 15:45:00
24132,11224878.0,,,,,,,2021-09-08 16:00:00
24133,11225018.0,,,,,,,2021-09-08 16:15:00
24134,11225157.0,,,,,,,2021-09-08 16:30:00
24135,11225296.0,,,,,,,2021-09-08 16:45:00
24136,11225436.0,,,,,,,2021-09-08 17:00:00
24137,11225573.0,,,,,,,2021-09-08 17:15:00
24138,11225711.0,,,,,,,2021-09-08 17:30:00
24139,11225849.0,,,,,,,2021-09-08 17:45:00
24140,11225986.0,,,,,,,2021-09-08 18:00:00
24141,11226124.0,,,,,,,2021-09-08 18:15:00
24142,11226260.0,,,,,,,2021-09-08 18:30:00
24143,11226399.0,,,,,,,2021-09-08 18:45:00
24144,11226534.0,,,,,,,2021-09-08 19:00:00
24145,11226671.0,,,,,,,2021-09-08 19:15:00
24146,11226806.0,,,,,,,2021-09-08 19:30:00
24147,11226942.0,,,,,,,2021-09-08 19:45:00
24148,11227078.0,,,,,,,2021-09-08 20:00:00
24149,11227215.0,,,,,,,2021-09-08 20:15:00
24150,11227351.0,,,,,,,2021-09-08 20:30:00
24151,11227486.0,,,,,,,2021-09-08 20:45:00
24152,11227621.0,,,,,,,2021-09-08 21:00:00
24153,11227756.0,,,,,,,2021-09-08 21:15:00
24154,11227891.0,,,,,,,2021-09-08 21:30:00
24155,11228026.0,,,,,,,2021-09-08 21:45:00
24156,11228160.0,,,,,,,2021-09-08 22:00:00
24157,11228296.0,,,,,,,2021-09-08 22:15:00
24158,11228429.0,,,,,,,2021-09-08 22:30:00
24159,11228565.0,,,,,,,2021-09-08 22:45:00
24160,11228699.0,,,,,,,2021-09-08 23:00:00
24161,11228833.0,,,,,,,2021-09-08 23:15:00
24162,11228968.0,,,,,,,2021-09-08 23:30:00
24163,11229102.0,,,,,,,2021-09-08 23:45:00
24164,11229238.0,,,,,,,2021-09-09 00:00:00
24165,11229372.0,,,,,,,2021-09-09 00:15:00
24166,11229505.0,,,,,,,2021-09-09 00:30:00
24167,11229640.0,,,,,,,2021-09-09 00:45:00
24168,11229772.0,,,,,,,2021-09-09 01:00:00
24169,11229907.0,,,,,,,2021-09-09 01:15:00
24170,11230040.0,,,,,,,2021-09-09 01:30:00
24171,11230175.0,,,,,,,2021-09-09 01:45:00
24172,11230309.0,,,,,,,2021-09-09 02:00:00
24173,11230442.0,,,,,,,2021-09-09 02:15:00
24174,11230576.0,,,,,,,2021-09-09 02:30:00
24175,11230707.0,,,,,,,2021-09-09 02:45:00
24176,11230843.0,,,,,,,2021-09-09 03:00:00
24177,11230976.0,,,,,,,2021-09-09 03:15:00
24178,11231110.0,,,,,,,2021-09-09 03:30:00
24179,11231243.0,,,,,,,2021-09-09 03:45:00
24180,11231376.0,,,,,,,2021-09-09 04:00:00
24181,11231509.0,,,,,,,2021-09-09 04:15:00
24182,11231641.0,,,,,,,2021-09-09 04:30:00
24183,11231776.0,,,,,,,2021-09-09 04:45:00
24184,11231908.0,,,,,,,2021-09-09 05:00:00
24185,11232043.0,,,,,,,2021-09-09 05:15:00
24186,11232175.0,,,,,,,2021-09-09 05:30:00
24187,11232311.0,,,,,,,2021-09-09 05:45:00
24188,11232444.0,,,,,,,2021-09-09 06:00:00
24189,11232577.0,,,,,,,2021-09-09 06:15:00
24190,11232710.0,,,,,,,2021-09-09 06:30:00
24191,11232841.0,,,,,,,2021-09-09 06:45:00
24192,11232975.0,,,,,,,2021-09-09 07:00:00
24193,11233109.0,,,,,,,2021-09-09 07:15:00
24194,11233243.0,,,,,,,2021-09-09 07:30:00
24195,11233378.0,,,,,,,2021-09-09 07:45:00
24196,11233515.0,,,,,,,2021-09-09 08:00:00
24197,11233654.0,,,,,,,2021-09-09 08:15:00
24198,11233791.0,,,,,,,2021-09-09 08:30:00
24199,11233930.0,,,,,,,2021-09-09 08:45:00
24200,11234069.0,,,,,,,2021-09-09 09:00:00
24201,11234232.0,,,,,,,2021-09-09 09:30:00
24202,11234375.0,,,,,,,2021-09-09 09:45:00
24203,11234514.0,,,,,,,2021-09-09 10:00:00
24204,11234654.0,,,,,,,2021-09-09 10:15:00
24205,11234795.0,,,,,,,2021-09-09 10:30:00
24206,11234934.0,,,,,,,2021-09-09 10:45:00
24207,11235074.0,,,,,,,2021-09-09 11:00:00
24208,11235214.0,,,,,,,2021-09-09 11:15:00
24209,11235356.0,,,,,,,2021-09-09 11:30:00
24210,11235495.0,,,,,,,2021-09-09 11:45:00
24211,11235636.0,,,,,,,2021-09-09 12:00:00
24212,11235776.0,,,,,,,2021-09-09 12:15:00
24213,11235919.0,,,,,,,2021-09-09 12:30:00
24214,11236059.0,,,,,,,2021-09-09 12:45:00
24215,11236201.0,,,,,,,2021-09-09 13:00:00
24216,11236342.0,,,,,,,2021-09-09 13:15:00
24217,11236484.0,,,,,,,2021-09-09 13:30:00
24218,11236625.0,,,,,,,2021-09-09 13:45:00
24219,11236766.0,,,,,,,2021-09-09 14:00:00
24220,11236910.0,,,,,,,2021-09-09 14:15:00
24221,11237053.0,,,,,,,2021-09-09 14:30:00
24222,11237193.0,,,,,,,2021-09-09 14:45:00
24223,11237329.0,,,,,,,2021-09-09 15:00:00
24224,11237471.0,,,,,,,2021-09-09 15:15:00
24225,11237662.0,,,,,,,2021-09-09 15:45:00
24226,11237807.0,,,,,,,2021-09-09 16:00:00
24227,11237950.0,,,,,,,2021-09-09 16:15:00
24228,11238090.0,,,,,,,2021-09-09 16:30:00
24229,11238229.0,,,,,,,2021-09-09 16:45:00
24230,11238368.0,,,,,,,2021-09-09 17:00:00
24231,11238506.0,,,,,,,2021-09-09 17:15:00
24232,11238647.0,,,,,,,2021-09-09 17:30:00
24233,11238783.0,,,,,,,2021-09-09 17:45:00
24234,11238920.0,,,,,,,2021-09-09 18:00:00
24235,11239057.0,,,,,,,2021-09-09 18:15:00
24236,11239193.0,,,,,,,2021-09-09 18:30:00
24237,11239332.0,,,,,,,2021-09-09 18:45:00
24238,11239469.0,,,,,,,2021-09-09 19:00:00
24239,11239606.0,,,,,,,2021-09-09 19:15:00
24240,11239742.0,,,,,,,2021-09-09 19:30:00
24241,11239878.0,,,,,,,2021-09-09 19:45:00
24242,11240015.0,,,,,,,2021-09-09 20:00:00
24243,11240153.0,,,,,,,2021-09-09 20:15:00
24244,11240289.0,,,,,,,2021-09-09 20:30:00
24245,11240428.0,,,,,,,2021-09-09 20:45:00
24246,11240564.0,,,,,,,2021-09-09 21:00:00
24247,11240701.0,,,,,,,2021-09-09 21:15:00
24248,11240839.0,,,,,,,2021-09-09 21:30:00
24249,11240976.0,,,,,,,2021-09-09 21:45:00
24250,11241112.0,,,,,,,2021-09-09 22:00:00
24251,11241251.0,,,,,,,2021-09-09 22:15:00
24252,11241390.0,,,,,,,2021-09-09 22:30:00
24253,11241527.0,,,,,,,2021-09-09 22:45:00
24254,11241664.0,,,,,,,2021-09-09 23:00:00
24255,11241801.0,,,,,,,2021-09-09 23:15:00
24256,11241935.0,,,,,,,2021-09-09 23:30:00
24257,11242070.0,,,,,,,2021-09-09 23:45:00
24258,11242204.0,,,,,,,2021-09-10 00:00:00
24259,11242340.0,,,,,,,2021-09-10 00:15:00
24260,11242476.0,,,,,,,2021-09-10 00:30:00
24261,11242611.0,,,,,,,2021-09-10 00:45:00
24262,11242746.0,,,,,,,2021-09-10 01:00:00
24263,11242879.0,,,,,,,2021-09-10 01:15:00
24264,11243016.0,,,,,,,2021-09-10 01:30:00
24265,11243151.0,,,,,,,2021-09-10 01:45:00
24266,11243287.0,,,,,,,2021-09-10 02:00:00
24267,11243422.0,,,,,,,2021-09-10 02:15:00
24268,11243558.0,,,,,,,2021-09-10 02:30:00
24269,11243690.0,,,,,,,2021-09-10 02:45:00
24270,11243824.0,,,,,,,2021-09-10 03:00:00
24271,11243960.0,,,,,,,2021-09-10 03:15:00
24272,11244095.0,,,,,,,2021-09-10 03:30:00
24273,11244231.0,,,,,,,2021-09-10 03:45:00
24274,11244365.0,,,,,,,2021-09-10 04:00:00
24275,11244501.0,,,,,,,2021-09-10 04:15:00
24276,11244636.0,,,,,,,2021-09-10 04:30:00
24277,11244772.0,,,,,,,2021-09-10 04:45:00
24278,11244907.0,,,,,,,2021-09-10 05:00:00
24279,11245043.0,,,,,,,2021-09-10 05:15:00
