,DB1_TEM1.D_TEM_1_Main_Incomer_8420#Real Energy Into the Load#kWh,DB1_TEM1.DB1_TEM1_Gen_Total_Load_MLVA#Real Energy Into the Load#kWh,DB1_TEM1.DB1_TEM1_Gen_Total_Load_MLVB#Real Energy Into the Load#kWh,DB1_TEM1.DB1_TEM1_HVAC_A_Supply#Real Energy Into the Load#kWh,DB1_TEM1.DB1_TEM1_HVAC_B_Supply#Real Energy Into the Load#kWh,DB1_TEM1.DB1_TEM1_UPS_A_Supply#Real Energy Into the Load#kWh,DB1_TEM1.DB1_TEM1_UPS_B_Supply#Real Energy Into the Load#kWh,Timestamp
0,,,,4757907.828,2685837.142,6252279.161,5149943.759,2021-01-01 00:15:00
1,8081080.0,,,4757930.992,2685855.362,6252325.465,5149979.129,2021-01-01 00:30:00
2,,,,4757951.11,2685871.623,6252367.584,5150015.736,2021-01-01 00:45:00
3,8081342.0,,,4757974.629,2685887.368,6252407.9,5150054.992,2021-01-01 01:00:00
4,,,,4757994.696,2685902.936,6252453.913,5150089.217,2021-01-01 01:15:00
5,8081600.5,,,4758015.471,2685921.229,6252495.627,5150129.518,2021-01-01 01:30:00
6,,,,4758038.247,2685937.296,6252541.87,5150163.667,2021-01-01 01:45:00
7,8081858.5,,,4758058.014,2685954.881,6252582.284,5150202.752,2021-01-01 02:00:00
8,,,,4758080.606,2685970.256,6252628.173,5150238.219,2021-01-01 02:15:00
9,8082114.5,,,4758101.117,2685986.178,6252669.709,5150274.89,2021-01-01 02:30:00
10,,,,4758123.681,2686003.757,6252711.605,5150309.329,2021-01-01 02:45:00
11,8082374.0,,,4758143.518,2686019.564,6252757.787,5150345.594,2021-01-01 03:00:00
12,,,,4758164.007,2686037.194,6252797.962,5150386.29,2021-01-01 03:15:00
13,8082631.0,,,4758186.826,2686052.878,6252843.446,5150420.83,2021-01-01 03:30:00
14,,,,4758207.343,2686068.372,6252886.057,5150455.265,2021-01-01 03:45:00
15,8082886.5,,,4758227.763,2686086.315,6252925.787,5150494.72,2021-01-01 04:00:00
16,,,,4758250.409,2686101.556,6252971.381,5150530.397,2021-01-01 04:15:00
17,8083143.5,,,4758270.96,2686117.312,6253012.652,5150569.763,2021-01-01 04:30:00
18,,,,4758293.56,2686134.657,6253052.551,5150605.463,2021-01-01 04:45:00
19,8083399.0,,,4758313.889,2686149.797,6253093.666,5150640.823,2021-01-01 05:00:00
20,,,,4758333.524,2686167.064,6253139.071,5150680.461,2021-01-01 05:15:00
21,8083654.0,,,4758356.006,2686182.743,6253179.991,5150714.899,2021-01-01 05:30:00
22,,,,4758376.011,2686197.841,6253225.558,5150754.298,2021-01-01 05:45:00
23,8083911.5,,,4758396.79,2686214.994,6253267.924,5150789.932,2021-01-01 06:00:00
24,,,,4758417.09,2686230.552,6253308.814,5150824.371,2021-01-01 06:15:00
25,8084166.0,,,4758440.746,2686248.104,6253348.291,5150860.163,2021-01-01 06:30:00
26,,,,4758460.476,2686263.746,6253394.867,5150900.715,2021-01-01 06:45:00
27,8084418.5,,,4758478.187,2686278.678,6253435.785,5150935.25,2021-01-01 07:00:00
28,,,,4758497.748,2686295.733,6253475.391,5150975.9,2021-01-01 07:15:00
29,8084673.0,,,4758520.805,2686310.67,6253521.897,5151010.429,2021-01-01 07:30:00
30,,,,4758540.408,2686327.69,6253562.992,5151049.926,2021-01-01 07:45:00
31,8084928.0,,,4758561.392,2686343.152,6253602.848,5151085.684,2021-01-01 08:00:00
32,,,,4758583.898,2686358.019,6253644.111,5151120.284,2021-01-01 08:15:00
33,8085183.5,,,4758603.488,2686375.53,6253691.616,5151156.039,2021-01-01 08:30:00
34,,,,4758624.985,2686390.322,6253732.633,5151196.512,2021-01-01 08:45:00
35,8085438.5,,,4758645.733,2686407.185,6253773.657,5151231.395,2021-01-01 09:00:00
36,,,,4758665.927,2686421.814,6253818.858,5151267.248,2021-01-01 09:15:00
37,8085693.0,,,4758685.716,2686438.48,6253858.54,5151306.785,2021-01-01 09:30:00
38,,,,4758704.367,2686453.999,6253898.354,5151342.641,2021-01-01 09:45:00
39,8085943.0,,,4758723.571,2686468.663,6253944.904,5151382.221,2021-01-01 10:00:00
40,,,,4758742.958,2686483.822,6253986.07,5151417.371,2021-01-01 10:15:00
41,8086198.5,,,4758763.642,2686500.552,6254027.068,5151452.751,2021-01-01 10:30:00
42,,,,4758781.042,2686514.507,6254068.181,5151493.578,2021-01-01 10:45:00
43,8086450.0,,,4758801.109,2686529.915,6254113.891,5151528.27,2021-01-01 11:00:00
44,,,,4758821.555,2686546.833,6254155.418,5151567.913,2021-01-01 11:15:00
45,8086709.0,,,4758844.114,2686561.544,6254196.692,5151602.54,2021-01-01 11:30:00
46,,,,4758864.867,2686576.731,6254243.848,5151642.115,2021-01-01 11:45:00
47,8086970.0,,,4758884.54,2686593.451,6254284.661,5151678.011,2021-01-01 12:00:00
48,,,,4758907.248,2686608.064,6254325.136,5151712.646,2021-01-01 12:15:00
49,8087230.0,,,4758927.012,2686625.177,6254370.532,5151753.513,2021-01-01 12:30:00
50,,,,4758948.915,2686640.015,6254413.026,5151788.209,2021-01-01 12:45:00
51,8087487.5,,,4758968.33,2686655.394,6254454.111,5151824.036,2021-01-01 13:00:00
52,,,,4758991.579,2686671.998,6254499.566,5151863.654,2021-01-01 13:15:00
53,8087742.5,,,4759011.547,2686686.972,6254541.963,5151899.398,2021-01-01 13:30:00
54,,,,4759031.683,2686701.957,6254581.669,5151935.452,2021-01-01 13:45:00
55,8087996.0,,,4759051.731,2686718.466,6254623.731,5151974.998,2021-01-01 14:00:00
56,,,,4759072.497,2686733.502,6254665.132,5152009.695,2021-01-01 14:15:00
57,8088248.5,,,4759093.779,2686748.299,6254712.025,5152045.283,2021-01-01 14:30:00
58,,,,4759113.907,2686764.7,6254751.756,5152081.411,2021-01-01 14:45:00
59,8088501.0,,,4759134.446,2686779.101,6254791.94,5152122.243,2021-01-01 15:00:00
60,,,,4759152.539,2686795.512,6254838.137,5152158.172,2021-01-01 15:15:00
61,8088752.0,,,4759174.067,2686810.297,6254878.579,5152197.807,2021-01-01 15:30:00
62,,,,4759193.052,2686820.767,6254918.974,5152233.657,2021-01-01 15:45:00
63,8088991.5,,,4759212.516,2686830.445,6254964.44,5152269.598,2021-01-01 16:00:00
64,,,,4759233.292,2686841.65,6255004.995,5152305.228,2021-01-01 16:15:00
65,8089235.0,,,4759256.443,2686851.368,6255051.266,5152345.21,2021-01-01 16:30:00
66,,,,4759277.808,2686861.449,6255092.472,5152380.232,2021-01-01 16:45:00
67,8089481.0,,,4759300.481,2686872.447,6255132.399,5152420.731,2021-01-01 17:00:00
68,,,,4759326.258,2686882.262,6255174.311,5152457.633,2021-01-01 17:15:00
69,8089728.5,,,4759348.096,2686893.726,6255222.833,5152491.894,2021-01-01 17:30:00
70,,,,4759377.031,2686901.419,6255263.352,5152526.187,2021-01-01 17:45:00
71,8089980.0,,,4759403.755,2686907.97,6255309.8,5152566.528,2021-01-01 18:00:00
72,,,,4759430.476,2686915.763,6255351.864,5152600.795,2021-01-01 18:15:00
73,8090234.0,,,4759461.0,2686922.379,6255393.765,5152639.963,2021-01-01 18:30:00
74,,,,4759487.32,2686928.854,6255434.547,5152674.265,2021-01-01 18:45:00
75,8090483.0,,,4759512.206,2686937.858,6255482.612,5152713.476,2021-01-01 19:00:00
76,,,,4759539.39,2686947.165,6255523.668,5152747.79,2021-01-01 19:15:00
77,8090729.0,,,4759561.51,2686954.967,6255565.881,5152786.99,2021-01-01 19:30:00
78,,,,4759585.281,2686964.007,6255613.521,5152821.407,2021-01-01 19:45:00
79,8090970.0,,,4759607.024,2686971.699,6255651.052,5152857.163,2021-01-01 20:00:00
80,,,,4759631.115,2686979.324,6255696.91,5152898.075,2021-01-01 20:15:00
81,8091217.5,,,4759658.698,2686988.526,6255736.982,5152932.801,2021-01-01 20:30:00
82,,,,4759682.703,2686996.565,6255784.49,5152968.814,2021-01-01 20:45:00
83,8091462.0,,,4759706.678,2687004.487,6255826.187,5153004.78,2021-01-01 21:00:00
84,,,,4759731.096,2687012.123,6255867.752,5153045.656,2021-01-01 21:15:00
85,8091704.5,,,4759754.836,2687021.061,6255909.328,5153080.456,2021-01-01 21:30:00
86,,,,4759779.124,2687028.892,6255951.78,5153120.155,2021-01-01 21:45:00
87,8091949.0,,,4759806.33,2687036.7,6256000.206,5153156.179,2021-01-01 22:00:00
88,,,,4759829.523,2687045.401,6256042.847,5153192.082,2021-01-01 22:15:00
89,8092192.0,,,4759853.95,2687053.135,6256084.378,5153231.748,2021-01-01 22:30:00
90,,,,4759876.945,2687060.97,6256125.912,5153267.594,2021-01-01 22:45:00
91,8092434.0,,,4759903.071,2687069.167,6256168.692,5153303.504,2021-01-01 23:00:00
92,,,,4759926.427,2687077.116,6256210.64,5153339.391,2021-01-01 23:15:00
93,8092680.0,,,4759951.457,2687085.974,6256253.605,5153380.436,2021-01-01 23:30:00
94,,,,4759976.078,2687094.055,6256296.459,5153415.911,2021-01-01 23:45:00
95,8092922.0,,,4760003.381,2687102.075,6256343.226,5153451.631,2021-01-02 00:00:00
96,,,,4760026.985,2687109.674,6256385.139,5153487.332,2021-01-02 00:15:00
97,8093165.0,,,4760051.044,2687118.244,6256425.362,5153526.752,2021-01-02 00:30:00
98,,,,4760074.727,2687126.018,6256472.892,5153562.505,2021-01-02 00:45:00
99,8093410.0,,,4760102.796,2687133.839,6256514.455,5153598.163,2021-01-02 01:00:00
100,,,,4760126.192,2687142.471,6256554.533,5153637.559,2021-01-02 01:15:00
101,8093651.0,,,4760148.661,2687150.033,6256600.375,5153671.96,2021-01-02 01:30:00
102,,,,4760174.935,2687155.36,6256640.92,5153711.831,2021-01-02 01:45:00
103,8093894.5,,,4760202.689,2687161.349,6256682.307,5153747.108,2021-01-02 02:00:00
104,,,,4760229.548,2687166.466,6256729.322,5153786.555,2021-01-02 02:15:00
105,8094139.0,,,4760260.285,2687172.334,6256769.542,5153822.268,2021-01-02 02:30:00
106,,,,4760287.908,2687177.852,6256811.879,5153856.797,2021-01-02 02:45:00
107,8094383.0,,,4760315.933,2687183.199,6256857.626,5153896.217,2021-01-02 03:00:00
108,,,,4760341.868,2687188.539,6256898.193,5153930.771,2021-01-02 03:15:00
109,8094626.0,,,4760368.451,2687193.907,6256938.934,5153970.26,2021-01-02 03:30:00
110,,,,4760396.83,2687199.842,6256985.812,5154004.803,2021-01-02 03:45:00
111,8094866.0,,,4760424.244,2687205.401,6257025.606,5154044.296,2021-01-02 04:00:00
112,,,,4760449.564,2687210.731,6257066.908,5154078.864,2021-01-02 04:15:00
113,8095108.5,,,4760478.398,2687216.144,6257112.747,5154118.53,2021-01-02 04:30:00
114,,,,4760503.232,2687222.259,6257153.984,5154154.11,2021-01-02 04:45:00
115,8095350.0,,,4760532.045,2687227.525,6257199.447,5154188.615,2021-01-02 05:00:00
116,,,,4760558.098,2687232.881,6257240.387,5154228.422,2021-01-02 05:15:00
117,8095591.5,,,4760583.016,2687238.855,6257280.205,5154263.782,2021-01-02 05:30:00
118,,,,4760609.985,2687244.033,6257325.855,5154300.512,2021-01-02 05:45:00
119,8095833.0,,,4760635.684,2687249.408,6257366.957,5154335.288,2021-01-02 06:00:00
120,,,,4760662.505,2687255.707,6257408.026,5154375.958,2021-01-02 06:15:00
121,8096073.0,,,4760688.978,2687260.894,6257453.315,5154410.441,2021-01-02 06:30:00
122,,,,4760718.927,2687266.295,6257494.341,5154449.955,2021-01-02 06:45:00
123,8096313.0,,,4760744.518,2687271.803,6257535.418,5154485.49,2021-01-02 07:00:00
124,,,,4760769.853,2687277.766,6257580.737,5154525.246,2021-01-02 07:15:00
125,8096554.0,,,4760798.94,2687283.095,6257620.419,5154559.82,2021-01-02 07:30:00
126,,,,4760824.439,2687288.423,6257661.583,5154596.87,2021-01-02 07:45:00
127,8096795.5,,,4760851.529,2687293.758,6257706.919,5154631.92,2021-01-02 08:00:00
128,,,,4760876.219,2687299.651,6257747.625,5154672.24,2021-01-02 08:15:00
129,8097035.5,,,4760904.729,2687304.985,6257789.191,5154707.44,2021-01-02 08:30:00
130,,,,4760929.947,2687310.327,6257836.131,5154747.677,2021-01-02 08:45:00
131,8097275.0,,,4760956.113,2687316.433,6257878.637,5154783.558,2021-01-02 09:00:00
132,,,,4760984.629,2687321.617,6257918.422,5154818.195,2021-01-02 09:15:00
133,8097516.5,,,4761009.4,2687326.973,6257963.922,5154854.117,2021-01-02 09:30:00
134,,,,4761038.745,2687332.929,6258005.086,5154894.904,2021-01-02 09:45:00
135,8097757.0,,,4761065.011,2687338.258,6258045.795,5154930.302,2021-01-02 10:00:00
136,,,,4761090.786,2687343.612,6258091.711,5154965.505,2021-01-02 10:15:00
137,8097998.5,,,4761115.528,2687349.545,6258131.5,5155006.421,2021-01-02 10:30:00
138,,,,4761144.506,2687354.744,6258177.057,5155041.121,2021-01-02 10:45:00
139,8098240.0,,,4761171.329,2687360.698,6258218.275,5155080.764,2021-01-02 11:00:00
140,,,,4761197.121,2687366.107,6258260.284,5155116.624,2021-01-02 11:15:00
141,8098481.5,,,4761223.439,2687372.052,6258301.381,5155151.339,2021-01-02 11:30:00
142,,,,4761251.668,2687377.258,6258341.893,5155191.005,2021-01-02 11:45:00
143,8098724.0,,,4761277.29,2687382.67,6258388.705,5155225.681,2021-01-02 12:00:00
144,,,,4761303.629,2687388.088,6258428.61,5155265.342,2021-01-02 12:15:00
145,8098967.0,,,4761329.912,2687394.07,6258469.508,5155300.008,2021-01-02 12:30:00
146,,,,4761359.789,2687399.336,6258515.336,5155339.649,2021-01-02 12:45:00
147,8099210.0,,,4761384.619,2687405.53,6258555.148,5155375.569,2021-01-02 13:00:00
148,,,,4761414.628,2687411.5,6258602.132,5155415.214,2021-01-02 13:15:00
149,8099454.0,,,4761436.826,2687420.639,6258642.113,5155449.832,2021-01-02 13:30:00
150,,,,4761461.608,2687428.471,6258683.593,5155489.41,2021-01-02 13:45:00
151,8099702.0,,,4761486.026,2687436.339,6258730.684,5155524.097,2021-01-02 14:00:00
152,,,,4761515.531,2687441.759,6258770.691,5155558.997,2021-01-02 14:15:00
153,8099950.0,,,4761539.805,2687448.495,6258812.321,5155599.78,2021-01-02 14:30:00
154,,,,4761568.439,2687456.924,6258859.469,5155635.107,2021-01-02 14:45:00
155,8100201.5,,,4761594.85,2687462.377,6258899.352,5155671.551,2021-01-02 15:00:00
156,,,,4761622.92,2687468.44,6258940.602,5155707.561,2021-01-02 15:15:00
157,8100450.0,,,4761653.987,2687473.885,6258986.307,5155747.495,2021-01-02 15:30:00
158,,,,4761682.436,2687479.146,6259027.323,5155783.165,2021-01-02 15:45:00
159,8100698.0,,,4761709.99,2687485.323,6259067.995,5155819.064,2021-01-02 16:00:00
160,,,,4761740.344,2687490.701,6259109.723,5155858.754,2021-01-02 16:15:00
161,8100946.5,,,4761767.702,2687495.848,6259155.23,5155893.41,2021-01-02 16:30:00
162,,,,4761794.492,2687501.741,6259195.031,5155933.052,2021-01-02 16:45:00
163,8101193.0,,,4761825.625,2687507.0,6259240.672,5155968.946,2021-01-02 17:00:00
164,,,,4761851.698,2687512.232,6259280.389,5156008.626,2021-01-02 17:15:00
165,8101440.0,,,4761878.209,2687518.127,6259325.865,5156043.313,2021-01-02 17:30:00
166,,,,4761909.358,2687523.415,6259365.678,5156078.545,2021-01-02 17:45:00
167,8101687.5,,,4761937.247,2687529.324,6259407.88,5156119.578,2021-01-02 18:00:00
168,,,,4761964.636,2687534.746,6259454.018,5156154.853,2021-01-02 18:15:00
169,8101936.0,,,4761993.967,2687540.114,6259494.233,5156190.647,2021-01-02 18:30:00
170,,,,4762022.087,2687545.472,6259541.14,5156227.748,2021-01-02 18:45:00
171,8102185.0,,,4762049.808,2687551.364,6259580.979,5156268.719,2021-01-02 19:00:00
172,,,,4762080.583,2687556.485,6259626.572,5156303.591,2021-01-02 19:15:00
173,8102433.0,,,4762106.943,2687562.35,6259667.412,5156339.604,2021-01-02 19:30:00
174,,,,4762134.198,2687567.65,6259709.917,5156379.196,2021-01-02 19:45:00
175,8102680.5,,,4762162.012,2687572.966,6259755.701,5156413.925,2021-01-02 20:00:00
176,,,,4762193.012,2687578.181,6259797.182,5156450.788,2021-01-02 20:15:00
177,8102927.0,,,4762219.055,2687584.192,6259837.241,5156490.625,2021-01-02 20:30:00
178,,,,4762245.346,2687589.404,6259883.019,5156526.542,2021-01-02 20:45:00
179,8103176.5,,,4762276.376,2687594.713,6259924.127,5156562.478,2021-01-02 21:00:00
180,,,,4762304.716,2687600.693,6259965.206,5156598.431,2021-01-02 21:15:00
181,8103425.5,,,4762331.846,2687605.823,6260010.986,5156639.321,2021-01-02 21:30:00
182,,,,4762357.766,2687610.949,6260053.897,5156674.002,2021-01-02 21:45:00
183,8103672.0,,,4762383.384,2687616.952,6260096.66,5156713.654,2021-01-02 22:00:00
184,,,,4762414.742,2687622.229,6260137.309,5156749.606,2021-01-02 22:15:00
185,8103923.0,,,4762443.687,2687627.519,6260183.515,5156784.263,2021-01-02 22:30:00
186,,,,4762469.688,2687633.392,6260224.645,5156825.082,2021-01-02 22:45:00
187,8104168.5,,,4762498.469,2687638.688,6260266.032,5156859.688,2021-01-02 23:00:00
188,,,,4762525.244,2687643.81,6260313.358,5156899.27,2021-01-02 23:15:00
189,8104420.0,,,4762557.041,2687649.859,6260353.654,5156933.86,2021-01-02 23:30:00
190,,,,4762585.278,2687655.144,6260399.36,5156973.363,2021-01-02 23:45:00
191,8104667.0,,,4762611.024,2687660.247,6260439.563,5157009.156,2021-01-03 00:00:00
192,,,,4762637.487,2687666.216,6260480.641,5157044.932,2021-01-03 00:15:00
193,8104914.5,,,4762667.557,2687671.308,6260526.471,5157084.385,2021-01-03 00:30:00
194,,,,4762696.049,2687677.145,6260566.697,5157120.066,2021-01-03 00:45:00
195,8105164.0,,,4762723.274,2687682.219,6260613.477,5157155.731,2021-01-03 01:00:00
196,,,,4762749.426,2687688.016,6260653.62,5157190.306,2021-01-03 01:15:00
197,8105410.0,,,4762779.413,2687693.122,6260693.529,5157229.773,2021-01-03 01:30:00
198,,,,4762807.87,2687698.939,6260740.632,5157264.25,2021-01-03 01:45:00
199,8105659.5,,,4762834.655,2687704.058,6260780.769,5157304.924,2021-01-03 02:00:00
200,,,,4762860.894,2687709.324,6260826.362,5157339.483,2021-01-03 02:15:00
201,8105906.0,,,4762891.531,2687715.241,6260867.578,5157374.911,2021-01-03 02:30:00
202,,,,4762918.363,2687720.43,6260907.597,5157415.885,2021-01-03 02:45:00
203,8106153.5,,,4762945.055,2687725.7,6260955.431,5157451.545,2021-01-03 03:00:00
204,,,,4762975.168,2687731.603,6260996.145,5157485.997,2021-01-03 03:15:00
205,8106399.5,,,4763000.998,2687736.775,6261036.014,5157525.35,2021-01-03 03:30:00
206,,,,4763028.205,2687742.042,6261081.566,5157561.001,2021-01-03 03:45:00
207,8106646.5,,,4763055.025,2687747.976,6261122.902,5157600.308,2021-01-03 04:00:00
208,,,,4763086.07,2687753.086,6261162.79,5157634.728,2021-01-03 04:15:00
209,8106893.5,,,4763111.329,2687758.403,6261211.14,5157670.403,2021-01-03 04:30:00
210,,,,4763137.79,2687763.758,6261252.948,5157710.966,2021-01-03 04:45:00
211,8107140.0,,,4763168.902,2687769.01,6261293.657,5157746.594,2021-01-03 05:00:00
212,,,,4763195.952,2687774.828,6261339.295,5157782.016,2021-01-03 05:15:00
213,8107386.0,,,4763222.102,2687780.09,6261380.524,5157821.481,2021-01-03 05:30:00
214,,,,4763249.177,2687785.386,6261420.467,5157857.024,2021-01-03 05:45:00
215,8107634.0,,,4763281.124,2687791.238,6261467.195,5157891.556,2021-01-03 06:00:00
216,,,,4763307.047,2687796.336,6261508.249,5157928.059,2021-01-03 06:15:00
217,8107880.5,,,4763336.473,2687802.169,6261547.946,5157967.831,2021-01-03 06:30:00
218,,,,4763362.952,2687807.47,6261594.698,5158002.328,2021-01-03 06:45:00
219,8108126.0,,,4763389.29,2687813.342,6261637.21,5158037.905,2021-01-03 07:00:00
220,,,,4763420.53,2687818.681,6261676.874,5158077.431,2021-01-03 07:15:00
221,8108372.5,,,4763447.751,2687823.959,6261722.226,5158111.96,2021-01-03 07:30:00
222,,,,4763473.728,2687829.936,6261761.945,5158152.599,2021-01-03 07:45:00
223,8108618.5,,,4763504.035,2687835.083,6261802.826,5158188.382,2021-01-03 08:00:00
224,,,,4763532.218,2687840.452,6261848.564,5158222.953,2021-01-03 08:15:00
225,8108866.0,,,4763561.657,2687845.842,6261889.766,5158263.673,2021-01-03 08:30:00
226,,,,4763587.338,2687851.91,6261929.541,5158298.265,2021-01-03 08:45:00
227,8109112.0,,,4763617.797,2687857.298,6261974.991,5158333.988,2021-01-03 09:00:00
228,,,,4763645.254,2687862.664,6262015.759,5158373.524,2021-01-03 09:15:00
229,8109360.5,,,4763674.48,2687868.623,6262057.467,5158408.097,2021-01-03 09:30:00
230,,,,4763701.429,2687873.869,6262102.935,5158447.594,2021-01-03 09:45:00
231,8109606.5,,,4763731.32,2687879.267,6262142.745,5158482.165,2021-01-03 10:00:00
232,,,,4763759.717,2687885.425,6262188.247,5158522.961,2021-01-03 10:15:00
233,8109856.5,,,4763786.249,2687890.655,6262229.505,5158557.555,2021-01-03 10:30:00
234,,,,4763817.371,2687896.642,6262275.021,5158597.109,2021-01-03 10:45:00
235,8110107.0,,,4763843.728,2687902.096,6262316.273,5158632.875,2021-01-03 11:00:00
236,,,,4763874.598,2687907.357,6262356.106,5158667.538,2021-01-03 11:15:00
237,8110358.5,,,4763902.013,2687913.378,6262401.73,5158707.067,2021-01-03 11:30:00
238,,,,4763932.01,2687918.648,6262442.941,5158741.654,2021-01-03 11:45:00
239,8110610.5,,,4763959.719,2687924.854,6262484.187,5158778.588,2021-01-03 12:00:00
240,,,,4763987.262,2687930.332,6262529.857,5158815.663,2021-01-03 12:15:00
241,8110867.0,,,4764017.759,2687935.96,6262570.087,5158851.693,2021-01-03 12:30:00
242,,,,4764049.565,2687941.314,6262615.674,5158891.322,2021-01-03 12:45:00
243,8111118.0,,,4764075.91,2687947.537,6262655.734,5158926.861,2021-01-03 13:00:00
244,,,,4764108.171,2687953.033,6262696.832,5158962.749,2021-01-03 13:15:00
245,8111370.5,,,4764136.016,2687958.342,6262742.326,5159003.652,2021-01-03 13:30:00
246,,,,4764163.661,2687964.586,6262782.22,5159039.697,2021-01-03 13:45:00
247,8111621.5,,,4764192.401,2687970.075,6262829.13,5159075.556,2021-01-03 14:00:00
248,,,,4764223.906,2687975.484,6262868.982,5159111.028,2021-01-03 14:15:00
249,8111874.5,,,4764252.06,2687981.573,6262909.34,5159151.714,2021-01-03 14:30:00
250,,,,4764280.453,2687987.071,6262955.795,5159186.817,2021-01-03 14:45:00
251,8112123.0,,,4764311.408,2687992.36,6262996.691,5159223.839,2021-01-03 15:00:00
252,,,,4764338.203,2687998.422,6263038.314,5159263.492,2021-01-03 15:15:00
253,8112370.5,,,4764366.333,2688003.919,6263085.363,5159298.075,2021-01-03 15:30:00
254,,,,4764398.177,2688009.381,6263127.677,5159337.661,2021-01-03 15:45:00
255,8112619.0,,,4764424.796,2688015.54,6263167.854,5159373.499,2021-01-03 16:00:00
256,,,,4764452.717,2688020.873,6263213.422,5159408.132,2021-01-03 16:15:00
257,8112866.5,,,4764483.375,2688026.914,6263254.66,5159447.681,2021-01-03 16:30:00
258,,,,4764512.129,2688032.401,6263294.638,5159483.493,2021-01-03 16:45:00
259,8113114.5,,,4764541.42,2688037.67,6263341.587,5159520.309,2021-01-03 17:00:00
260,,,,4764568.273,2688043.869,6263381.42,5159555.202,2021-01-03 17:15:00
261,8113363.0,,,4764599.876,2688049.19,6263427.038,5159594.778,2021-01-03 17:30:00
262,,,,4764628.124,2688055.24,6263468.316,5159629.342,2021-01-03 17:45:00
263,8113615.0,,,4764658.816,2688060.535,6263508.211,5159669.879,2021-01-03 18:00:00
264,,,,4764686.244,2688066.008,6263551.168,5159705.911,2021-01-03 18:15:00
265,8113865.5,,,4764713.726,2688072.037,6263596.999,5159740.68,2021-01-03 18:30:00
266,,,,4764745.129,2688077.297,6263636.946,5159780.324,2021-01-03 18:45:00
267,8114115.5,,,4764774.35,2688083.284,6263678.182,5159814.927,2021-01-03 19:00:00
268,,,,4764800.969,2688088.696,6263723.8,5159854.563,2021-01-03 19:15:00
269,8114363.0,,,4764827.231,2688093.946,6263764.058,5159889.203,2021-01-03 19:30:00
270,,,,4764855.392,2688099.534,6263806.875,5159928.762,2021-01-03 19:45:00
271,8114614.0,,,4764882.676,2688105.508,6263854.133,5159963.399,2021-01-03 20:00:00
272,,,,4764915.255,2688110.739,6263894.751,5160000.399,2021-01-03 20:15:00
273,8114862.0,,,4764943.218,2688116.707,6263940.636,5160040.12,2021-01-03 20:30:00
274,,,,4764970.365,2688122.105,6263982.176,5160074.805,2021-01-03 20:45:00
275,8115111.5,,,4764997.615,2688127.418,6264022.606,5160114.38,2021-01-03 21:00:00
276,,,,4765031.045,2688133.449,6264068.742,5160149.775,2021-01-03 21:15:00
277,8115362.0,,,4765057.204,2688138.659,6264108.731,5160184.995,2021-01-03 21:30:00
278,,,,4765087.741,2688144.598,6264154.576,5160224.583,2021-01-03 21:45:00
279,8115610.5,,,4765113.902,2688149.803,6264194.753,5160259.201,2021-01-03 22:00:00
280,,,,4765140.133,2688155.749,6264240.978,5160300.068,2021-01-03 22:15:00
281,8115862.0,,,4765173.303,2688161.146,6264282.557,5160335.932,2021-01-03 22:30:00
282,,,,4765199.361,2688167.077,6264328.386,5160371.739,2021-01-03 22:45:00
283,8116109.5,,,4765229.905,2688172.295,6264369.764,5160411.242,2021-01-03 23:00:00
284,,,,4765256.175,2688177.619,6264412.412,5160445.781,2021-01-03 23:15:00
285,8116361.0,,,4765287.308,2688183.525,6264453.374,5160485.306,2021-01-03 23:30:00
286,,,,4765315.312,2688188.855,6264499.223,5160519.799,2021-01-03 23:45:00
287,8116608.5,,,4765342.474,2688194.189,6264540.63,5160555.511,2021-01-04 00:00:00
288,,,,4765368.528,2688200.073,6264582.087,5160594.997,2021-01-04 00:15:00
289,8116855.5,,,4765398.638,2688205.212,6264623.684,5160629.468,2021-01-04 00:30:00
290,,,,4765426.594,2688211.101,6264665.987,5160670.057,2021-01-04 00:45:00
291,8117105.0,,,4765452.894,2688216.281,6264712.573,5160704.472,2021-01-04 01:00:00
292,,,,4765483.474,2688221.584,6264752.46,5160743.968,2021-01-04 01:15:00
293,8117351.5,,,4765509.944,2688227.628,6264798.105,5160780.7,2021-01-04 01:30:00
294,,,,4765537.122,2688232.752,6264839.661,5160816.368,2021-01-04 01:45:00
295,8117601.5,,,4765566.009,2688238.615,6264885.474,5160850.818,2021-01-04 02:00:00
296,,,,4765594.513,2688243.781,6264926.9,5160887.72,2021-01-04 02:15:00
297,8117845.5,,,4765621.255,2688249.302,6264969.542,5160927.029,2021-01-04 02:30:00
298,,,,4765650.021,2688254.756,6265010.76,5160961.975,2021-01-04 02:45:00
299,8118095.0,,,4765680.074,2688260.164,6265056.643,5160998.296,2021-01-04 03:00:00
300,,,,4765707.506,2688266.074,6265098.226,5161033.887,2021-01-04 03:15:00
301,8118341.5,,,4765732.394,2688271.185,6265138.134,5161073.249,2021-01-04 03:30:00
302,,,,4765762.652,2688277.025,6265180.748,5161107.61,2021-01-04 03:45:00
303,8118589.0,,,4765789.281,2688282.253,6265226.294,5161146.933,2021-01-04 04:00:00
304,,,,4765819.741,2688287.568,6265266.284,5161182.43,2021-01-04 04:15:00
305,8118835.0,,,4765845.144,2688292.834,6265312.313,5161221.848,2021-01-04 04:30:00
306,,,,4765872.058,2688298.12,6265354.918,5161256.246,2021-01-04 04:45:00
