Timestamp;JB3_TEM8.JB3_TEM8_Gen_Room_Gen_A_Supply#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_Gen_Room_Gen_C_Supply#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_Gen_Room_Gen_D_Supply#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_Gen_Room_Gen_E_Supply#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_Generator_B_Supply#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_HVAC_System_A#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_HVAC_System_B#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_HVAC_System_C#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_HVAC_System_D#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_HVAC_System_E#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_Main_Incomer_HT_A#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_Main_Incomer_HT_B#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_Main_Incomer_HT_C#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_Main_Incomer_HT_D#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_Main_Incomer_HT_E#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_Mechanical_UPS_A#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_Mechanical_UPS_B#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_Mechanical_UPS_C#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_Mechanical_UPS_D#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_Mechanical_UPS_E#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_UPS_System_A#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_UPS_System_B#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_UPS_System_C#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_UPS_System_D#Real Energy Into the Load#kWh;JB3_TEM8.JB3_TEM8_UPS_System_E#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_Gen_Room_Gen_B_Supply#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_Gen_Room_Gen_E_Supply#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_Generator_A_Supply#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_Generator_C_Supply#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_Generator_D_Supply#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_HVAC_System_A#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_HVAC_System_B#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_HVAC_System_C#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_HVAC_System_D#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_HVAC_System_E#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_Main_Incomer_HT_A#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_Main_Incomer_HT_B#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_Main_Incomer_HT_C#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_Mechanical_UPS_A#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_Mechanical_UPS_B#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_Mechanical_UPS_C#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_Mechanical_UPS_D#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_Mechanical_UPS_E#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_Substation_D_HT#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_Substation_E_HT#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_UPS_System_A#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_UPS_System_B#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_UPS_System_C#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_UPS_System_D#Real Energy Into the Load#kWh;JB3_TEM9.JB3_TEM9_UPS_System_E#Real Energy Into the Load#kWh
2022/01/01 00:15;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111144,209;96464,856;124984,85;131528,848;128721,112;709199,9375;590199,4375;642958,1875;570735,1875;598562,5625;70876,5625;67416,60938;92448,19531;72565,41406;64934,62109;302242,0313;216645,3594;216788,7188;164251,1875;209283,3438;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146000,671;118897,66;95016,438;19012,045;130067,787;956300,0625;945696,875;936590,0625;124049,8516;162704,1719;118481,1328;112375,2891;131992,3594;1036387,313;943819,8125;468788,3125;398419,4375;465739,625;536527,75;412770,5938
2022/01/01 00:30;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111145,006;96474,113;124984,995;131536,15;128721,885;709219,5;590221,1875;642974,25;570753,9375;598572,8125;70877,26563;67418,67188;92449,5625;72567,36719;64935,25781;302254,5313;216649,2344;216797,7813;164254,8906;209287,5469;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146001,439;118899,004;95016,543;19012,048;130068,705;956340,3125;945730,5;936632;124053,8594;162710,2344;118485,4766;112378,7813;131994,6563;1036423;943844,25;468819,0313;398440,375;465771,6875;536554,75;412785,7813
2022/01/01 00:45;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111145,601;96483,641;124985,496;131543,589;128722,399;709239,125;590243,1875;642990,1875;570772,5625;598583,375;70877,96875;67420,74219;92450,91406;72569,32031;64935,89453;302267,0313;216653,0938;216806,8438;164258,5938;209291,75;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146001,992;118900,321;95016,647;19012,052;130069,409;956380,5;945764,5;936674;124057,875;162716,4375;118489,9766;112382,2813;131996,9375;1036460,188;943867,75;468849,8125;398461,3125;465803,6563;536581,3125;412801
2022/01/01 01:00;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111146,179;96492,138;124985,948;131550,725;128722,857;709258,8125;590264,1875;643006,125;570789,9375;598593,25;70878,67188;67422,8125;92452,25;72571,27344;64936,53125;302279,5625;216656,9531;216815,9219;164262,2969;209295,9531;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146002,489;118901,47;95016,752;19012,056;130070,058;956420,5625;945796,75;936714,625;124061,8906;162721,25;118493,1016;112387,1563;132000,5938;1036498,938;943892,625;468880,5313;398482,2188;465835,6563;536608,0625;412816,25
2022/01/01 01:15;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111146,922;96499,617;124986,679;131557,169;128723,71;709278,625;590284,125;643022,8125;570807,25;598603,5625;70879,375;67424,88281;92453,57813;72573,22656;64937,16797;302292,0938;216660,8281;216825;164265,9844;209300,1563;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146003,289;118903,216;95016,858;19012,061;130070,99;956461,125;945829,0625;936754,5625;124065,8984;162725,1406;118495,3281;112392,9219;132005,2031;1036537,75;943918,8125;468911,2813;398503,2188;465867,6563;536634,75;412831,5625
2022/01/01 01:30;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111147,626;96507,067;124987,019;131564,072;128724,491;709298,4375;590304,0625;643038,375;570825,5625;598614,4375;70880,07813;67426,94531;92454,91406;72575,17969;64937,80469;302304,625;216664,6875;216834,0781;164269,6719;209304,3594;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146004,017;118904,882;95016,963;19012,064;130071,862;956501,5;945860,625;936794,375;124069,9141;162729,0469;118497,5625;112398,5391;132009,6719;1036576,438;943945,875;468942,0313;398524,1563;465899,5938;536661,375;412846,8125
2022/01/01 01:45;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111148,467;96514,411;124987,078;131570,801;128725,271;709318,375;590323,9375;643053,875;570842,9375;598624,625;70880,78125;67429,01563;92456,25;72577,13281;64938,44141;302317,125;216668,5469;216843,1406;164273,375;209308,5625;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146004,82;118906,306;95017,067;19012,068;130072,812;956541,8125;945892,1875;936834,0625;124073,9219;162732,9375;118499,7813;112404,0859;132014,0781;1036614,625;943973,0625;468972,75;398544,9688;465931,5938;536687,9375;412862,0313
2022/01/01 02:00;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111149,046;96522,871;124987,538;131577,562;128725,78;709338;590344,875;643070,0625;570859,75;598634,5625;70881,48438;67431,08594;92457,57813;72579,08594;64939,07813;302329,6563;216672,4219;216852,2188;164277,0625;209312,7656;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146005,37;118907,523;95017,172;19012,072;130073,511;956581,625;945923,0625;936873,625;124077,9375;162736,8281;118502,0078;112409,8125;132018,6406;1036653,188;943999,6875;469003,4063;398565,8125;465963,5313;536714,4375;412877,1875
2022/01/01 02:15;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111149,59;96530,558;124988,069;131583,837;128726,346;709357,6875;590363,8125;643085,5;570877,5;598644,5625;70882,17969;67433,15625;92458,91406;72581,03906;64939,71484;302342,1875;216676,2813;216861,3125;164280,7656;209316,9688;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146005,955;118908,946;95017,276;19012,076;130074,242;956621,8125;945954,625;936913,4375;124081,9453;162740,7188;118504,2344;112415,5234;132023,2188;1036692,375;944025,5;469034,125;398586,7813;465995,5938;536741,0625;412892,4375
2022/01/01 02:30;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111150,538;96538,252;124988,786;131590,348;128727,239;709377,75;590382,9375;643101,9375;570894,8125;598654,9375;70882,88281;67435,22656;92460,24219;72582,99219;64940,35547;302354,7188;216680,1406;216870,3906;164284,4688;209321,1875;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146006,861;118910,773;95017,385;19012,08;130075,275;956662,3125;945986,5;936953,3125;124085,9609;162744,625;118506,4609;112421,1484;132027,6875;1036730,813;944051,5;469064,8438;398607,7188;466027,6563;536767,75;412907,6563
2022/01/01 02:45;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111151,234;96545,642;124989,319;131596,356;128727,847;709396,9375;590402,8125;643117,9375;570910,9375;598665;70883,58594;67437,29688;92461,57813;72584,94531;64940,99219;302367,2188;216684,0156;216879,4844;164288,1563;209325,3906;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146007,531;118912,279;95017,506;19012,084;130076,101;956702,5625;946018,8125;936993,1875;124089,9375;162748,5156;118508,6875;112426,7422;132032,125;1036770,375;944077,9375;469095,5938;398628,6563;466059,7188;536794,4375;412922,9375
2022/01/01 03:00;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111152,466;96552,948;124990,223;131602,735;128728,894;709415,9375;590422,625;643134,0625;570927,9375;598676,125;70884,28906;67439,36719;92462,90625;72586,89844;64941,62891;302379,75;216687,875;216888,5781;164291,8594;209329,5938;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146008,66;118914,357;95017,612;19012,089;130077,374;956744,5;946052,8125;937033,875;124095,2031;162753,6875;118510,9141;112431,0859;132035,3281;1036809,125;944104,25;469126,2813;398649,5625;466091,7188;536821,0625;412938,2188
2022/01/01 03:15;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111153,281;96559,072;124990,282;131608,423;128729,624;709434,5625;590440,875;643150;570945,25;598686,3125;70884,99219;67441,4375;92464,24219;72588,85156;64942,26563;302392,25;216691,7344;216897,6563;164295,5469;209333,7969;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146009,454;118915,84;95017,725;19012,092;130078,322;956787,125;946087,25;937075,1875;124101,2266;162759,6094;118513,1328;112434,5938;132037,625;1036845,563;944129,5;469157;398670,5313;466123,6563;536847,75;412953,5
2022/01/01 03:30;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111154,384;96565,653;124991,124;131614,201;128730,605;709454,625;590458,6875;643166,25;570961,3125;598696,8125;70885,69531;67443,50781;92465,57813;72590,80469;64942,90234;302404,7813;216695,6094;216906,7344;164299,2344;209338;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146010,498;118917,282;95017,829;19012,097;130079,323;956829,875;946120,625;937116,375;124107,3828;162765,6719;118515,3594;112438,0938;132039,9219;1036883,125;944153,5625;469187,6875;398691,375;466155,625;536874,4375;412968,8125
2022/01/01 03:45;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111155,788;96572,893;124992,456;131620,525;128731,925;709475,125;590478,4375;643182,875;570977,8125;598708,1875;70886,39844;67445,57813;92466,90625;72592,75781;64943,53906;302417,2813;216699,4688;216915,7969;164302,9219;209342,2031;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146011,882;118918,815;95017,933;19012,102;130080,495;956873,1875;946154,9375;937157,125;124113,6875;162771,9063;118517,5859;112441,5938;132042,2031;1036920,125;944177,625;469218,4063;398712,25;466187,5625;536901,0625;412984,0938
2022/01/01 04:00;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111157,537;96580,101;124994,042;131626,979;128733,511;709496,0625;590498,1875;643200,1875;570995,5;598719,1875;70887,10156;67447,64844;92468,24219;72594,71094;64944,17578;302429,8125;216703,3281;216924,9063;164306,6094;209346,4063;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146013,529;118920,147;95018,04;19012,106;130081,858;956916,5;946188,4375;937196,5625;124119,9922;162778,1406;118519,8125;112445,0781;132044,5;1036957,625;944202,125;469249,0938;398733;466219,4688;536927,5625;412999,3125
2022/01/01 04:15;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111159,231;96587,258;124995,684;131633,583;128735,161;709516,875;590517,5625;643217,3125;571013,3125;598730,3125;70887,80469;67449,71875;92469,57031;72596,66406;64944,8125;302442,3125;216707,1875;216934;164310,3125;209350,625;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146015,255;118921,752;95018,145;19012,111;130083,269;956960,1875;946223,125;937236,375;124126,1875;162784,2969;118522,0313;112448,5781;132046,7813;1036994,813;944227,875;469279,875;398753,9063;466251,4063;536954,3125;413014,6563
2022/01/01 04:30;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111161,064;96594,157;124997,349;131640,014;128736,834;709537,875;590535,875;643234,25;571030;598742,125;70888,50781;67451,78125;92470,89844;72598,61719;64945,45313;302454,8438;216711,0625;216943,1094;164314;209354,8281;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146016,995;118923,319;95018,249;19012,116;130084,695;957003,625;946257,6875;937276,1875;124132,3359;162790,4375;118524,2578;112452,0781;132049,0781;1037032,563;944252,625;469310,5938;398774,8125;466283,375;536980,875;413029,8438
2022/01/01 04:45;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111163,131;96600,782;124999,051;131646,032;128738,538;709559;590555,0625;643251,6875;571046,875;598753,25;70889,21094;67453,83594;92472,23438;72600,5625;64946,08984;302467,3438;216714,9219;216952,1719;164317,6875;209359,0313;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146018,748;118924,97;95018,354;19012,121;130086,144;957047,1875;946292,1875;937315,875;124138,4844;162796,6094;118526,4844;112455,5625;132051,3594;1037070,375;944276,875;469341,375;398795,6875;466315,2813;537007,4375;413045
2022/01/01 05:00;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111165,199;96607,269;125000,754;131651,943;128740,245;709580,1875;590574,0625;643268,9375;571064,25;598765;70889,91406;67455,88281;92473,5625;72602,51563;64946,72656;302479,8438;216718,7813;216961,25;164321,375;209363,2344;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146020,51;118926,606;95018,459;19012,125;130087,598;957089,3125;946324,5625;937356,9375;124143,2578;162801,4063;118530,0547;112459,0469;132054,9531;1037107,563;944303,625;469372,125;398816,5313;466347,1875;537034;413060,1563
2022/01/01 05:15;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111167,257;96613,664;125002,461;131657,652;128741,954;709601,375;590593;643285,8125;571080,1875;598776,125;70890,61719;67457,92969;92474,89844;72604,46875;64947,36328;302492,3438;216722,6563;216970,3125;164325,0625;209367,4375;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146022,276;118928,236;95018,565;19012,13;130089,051;957130,4375;946356;937398,875;124147,1172;162805,2969;118534,5391;112462,5313;132059,5313;1037144,875;944331,0625;469402,9375;398837,375;466379,2188;537060,5;413075,3125
2022/01/01 05:30;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111169,236;96619,578;125004,178;131663,392;128743,67;709622,4375;590611,4375;643303,3125;571096,3125;598787,5;70891,3125;67459,97656;92476,22656;72606,42188;64948;302504,8438;216726,5156;216979,3906;164328,75;209371,6406;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146024,049;118929,775;95018,67;19012,135;130090,508;957171,5;946387,8125;937440,6875;124150,9609;162809,2031;118538,9922;112466,0156;132064,0625;1037182,563;944357,4375;469433,6875;398858,1563;466411,1563;537087;413090,4375
2022/01/01 05:45;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111171,085;96625,473;125005,917;131668,828;128745,391;709643,375;590629,8125;643320,5625;571113,3125;598799,0625;70892,01563;67462,02344;92477,5625;72608,375;64948,63672;302517,3438;216730,375;216988,4219;164332,4219;209375,8438;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146025,818;118931,405;95018,775;19012,14;130091,963;957212,8125;946419,1875;937482,75;124154,7813;162813,0938;118543,4219;112469,5156;132068,5938;1037220,438;944384;469464,4688;398879,125;466443,125;537113,625;413105,7188
2022/01/01 06:00;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111172,834;96631,551;125007,614;131674,289;128747,074;709664,1875;590648,375;643337,75;571129,6875;598810,3125;70892,71875;67464,07813;92478,89063;72610,32031;64949,27344;302529,8125;216734,2344;216997,4844;164336,1094;209380,0469;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146027,58;118933,192;95018,879;19012,145;130093,4;957254,25;946451,75;937525;124158,6172;162817;118547,8516;112473,0156;132073,1406;1037258,438;944410,8125;469495,1563;398900,1563;466475,0625;537140,1875;413120,9688
2022/01/01 06:15;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111174,808;96637,903;125009,251;131679,73;128748,702;709685,25;590666,6875;643355,1875;571145,3125;598822,0625;70893,42188;67466,125;92480,22656;72612,26563;64949,91406;302542,3125;216738,1094;217006,5469;164339,7969;209384,25;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146029,274;118934,792;95018,983;19012,15;130094,795;957295,5625;946484,25;937567,1875;124162,4297;162820,9063;118552,2891;112476,5234;132077,6875;1037296,25;944438,6875;469525,9688;398921,1875;466507,125;537166,875;413136,2813
2022/01/01 06:30;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111176,74;96644,235;125010,889;131685,252;128750,327;709706,25;590684,4375;643372,125;571162;598833,125;70894,125;67468,17188;92481,55469;72614,21094;64950,55078;302554,8125;216741,9688;217015,6094;164343,4844;209388,4688;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146030,961;118936,637;95019,09;19012,154;130096,189;957336,5;946516,875;937609,25;124166,1797;162824,7969;118556,7422;112480,0234;132082,25;1037334,125;944466,4375;469556,6563;398942,125;466539,1563;537193,4375;413151,4375
2022/01/01 06:45;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111178,199;96650,711;125012,326;131690,743;128751,756;709726,75;590703,375;643389,0625;571178,6875;598843,9375;70894,82813;67470,22656;92482,88281;72616,15625;64951,1875;302567,2813;216745,8438;217024,6406;164347,1719;209392,6719;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146032,438;118938,43;95019,2;19012,159;130097,43;957377,25;946548,4375;937651,3125;124169,9297;162828,7031;118561,1875;112483,5234;132086,7813;1037371,938;944493,9375;469587,3438;398963,0313;466571,2188;537219,9375;413166,5313
2022/01/01 07:00;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111179,878;96657,591;125013,742;131696,817;128753,163;709747,5;590722,75;643406,25;571194,8125;598855,375;70895,53906;67472,27344;92484,21094;72618,10156;64951,82813;302579,7813;216749,7031;217033,7031;164350,8594;209396,875;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146033,903;118939,859;95019,305;19012,164;130098,655;957419,1875;946580,3125;937691,8125;124174,9766;162832,5938;118564,3203;112488,3125;132090,0625;1037410,813;944518,9375;469618,0625;398983,875;466603,1875;537246,5;413181,7188
2022/01/01 07:15;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111181,323;96665,549;125015,148;131703,824;128754,569;709767,9375;590743,125;643422,6875;571212,625;598866,25;70896,24219;67474,29688;92485,54688;72620,04688;64952,46484;302592,2813;216753,5625;217042,75;164354,5313;209401,0781;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146035,361;118941,546;95019,409;19012,169;130099,872;957462,25;946612,0625;937731,75;124180,9609;162836,5;118566,5469;112494,0313;132092,3594;1037451;944543,0625;469648,8125;399004,875;466635,2813;537273,1875;413197
2022/01/01 07:30;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111182,791;96674,79;125016,49;131712,137;128755,878;709788,4375;590764,75;643439,9375;571232,3125;598877,5;70896,94531;67476,29688;92486,875;72622;64953,10547;302604,75;216757,4375;217051,8125;164358,2188;209405,2813;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146036,747;118943,319;95019,517;19012,174;130101,035;957505;946644,5;937771,4375;124186,8516;162840,4063;118568,7734;112499,6953;132094,6563;1037490,813;944568,0625;469679,5;399025,75;466667,3125;537299,75;413212,1875
2022/01/01 07:45;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111184,191;96685,122;125017,788;131722,584;128757,143;709808,4375;590786,625;643456,125;571253,5625;598888,25;70897,64844;67478,28125;92488,20313;72623,9375;64953,74219;302617,2188;216761,2969;217060,8438;164361,9063;209409,4844;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146038,102;118944,938;95019,622;19012,179;130102,184;957547,8125;946675,9375;937811,75;124192,7813;162844,2969;118571;112505,3984;132096,9375;1037530,813;944593,25;469710,2188;399046,6875;466699,4063;537326,3125;413227,375
2022/01/01 08:00;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111185,038;96694,986;125018,61;131732,61;128757,968;709826,9375;590807,5625;643472,5625;571273,6875;598898,5;70898,35156;67480,24219;92489,53125;72625,88281;64954,38281;302629,7188;216765,1563;217069,9063;164365,5938;209413,6875;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146039,031;118946,509;95019,73;19012,184;130103,212;957590,125;946708,1875;937852,6875;124198,6953;162848,2031;118573,2344;112511,0781;132099,3125;1037570,75;944618,25;469740,9063;399067,5625;466731,4063;537352,9375;413242,5313
2022/01/01 08:15;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111185,636;96704,423;125018,942;131742,296;128758,556;709845,25;590828;643488,0625;571293,375;598908,4375;70899,05469;67482,21094;92490,85938;72627,8125;64955,01953;302642,2188;216769,0313;217078,9688;164369,2656;209417,8906;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146039,586;118947,847;95019,839;19012,187;130103,89;957631,875;946739,1875;937893,8125;124204,4375;162852,1094;118575,4609;112516,5938;132101,5938;1037609,375;944642,9375;469771,6563;399088,4688;466763,5;537379,5;413257,7188
2022/01/01 08:30;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111186,216;96713,998;125019,435;131751,999;128759,177;709863,5;590849,625;643503,8125;571313,0625;598919,0625;70899,76563;67484,17969;92492,19531;72629,73438;64955,66016;302654,6875;216772,8906;217088,0313;164372,9531;209422,1094;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146040,181;118949,362;95019,957;19012,192;130104,588;957673,875;946771;937934,9375;124210,2656;162856;118577,6875;112522,1875;132103,8906;1037648,688;944667;469802,375;399109,4063;466795,5938;537406,125;413272,9063
2022/01/01 08:45;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111186,96;96723,661;125020,044;131761,824;128760,005;709881,9375;590871,125;643519,625;571333,625;598929,3125;70900,46875;67486,15625;92493,52344;72631,66406;64956,30078;302667,1563;216776,75;217097,0625;164376,6406;209426,3125;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146040,852;118950,978;95020,103;19012,196;130105,39;957716;946802,875;937975,375;124216,125;162859,9063;118579,9219;112527,8203;132106,1875;1037688,563;944690,5;469833,1563;399130,3438;466827,7188;537432,8125;413288,0938
2022/01/01 09:00;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111187,894;96733,263;125020,579;131771,721;128761,107;709900,5;590891,75;643535,3125;571354,625;598939,75;70901,17188;67488,13281;92494,85156;72633,58594;64956,9375;302679,6563;216780,6094;217106,1094;164380,3281;209430,5156;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146041,59;118952,672;95020,21;19012,2;130106,28;957756,625;946835,875;938016,1875;124220,6641;162865,0781;118583,3828;112532,1719;132108,4688;1037725,5;944713,9375;469863,9063;399151,1875;466859,75;537459,375;413303,1875
2022/01/01 09:15;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111188,986;96742,435;125020,655;131781,94;128762,225;709919,25;590912,4375;643550,5;571374,8125;598950,25;70901,875;67490,11719;92496,17969;72635,51563;64957,57813;302692,125;216784,4844;217115,1719;164384;209434,7188;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146042,625;118954,568;95020,355;19012,204;130107,409;957796,8125;946870,125;938057,9375;124224,3594;162871,0469;118587,6406;112535,6641;132110,75;1037761,75;944737,6875;469894,6563;399172,0938;466891,8125;537485,875;413318,3438
2022/01/01 09:30;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111189,7;96752,933;125021,027;131791,847;128763,12;709938,4375;590935,125;643566,3125;571394,6875;598960,5;70902,57813;67492,03906;92497,50781;72637,44531;64958,21484;302704,625;216788,3438;217124,2344;164387,6875;209438,9375;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146043,37;118955,02;95020,488;19012,208;130108,277;957836,8125;946902,8125;938099,8125;124228,1016;162877;118591,8828;112539,1641;132113,0469;1037798,813;944761,25;469925,4063;399193,0313;466923,875;537512,5625;
2022/01/01 09:45;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111190,646;96772,339;125021,608;131804,259;128763,835;709958,25;590966,5625;643582,0625;571416,9375;598970,625;70903,28125;67493,90625;92498,84375;72639,32031;64958,85547;302717,0625;216792,2031;217133,2813;164391,3594;209443,1406;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146044,015;118955,106;95020,612;19012,212;130109,056;957876,8125;946935,875;938141,875;124231,8906;162883,2656;118596,4219;112542,6719;132115,3438;1037836,438;944784,6875;469956,1563;399214;466955,9063;537539,25;413348,1563
2022/01/01 10:00;46384,96094;46753,37109;56297,98047;49199,65234;49168,71484;111191,942;96790,484;125022,345;131838,071;128764,751;709978,4375;590995,8125;643598,125;571460,25;598981,5;70903,98438;67495,75;92500,17188;72641,09375;64959,49219;302729,5625;216796,0625;217142,3438;164395,0469;209447,3438;43633,77344;39634,55469;53914,67188;45501,29688;42484,22266;146044,83;118955,202;95020,715;19012,217;130109,973;957917;946969,125;938184;124235,7344;162889,5625;118601,0078;112546,1719;132117,6406;1037874,188;944808,25;469986,9375;399235,0313;466987,9063;537565,875;413363,3125
