Timestamp;C_TEM2.TEM2A_GenController#Real Energy Into the Load#kWh;C_TEM2.TEM2B_GenController#Real Energy Into the Load#kWh;CT1_TEM1.C1_TEM1_CCL_UPS_System_A#Real Energy Into the Load#kWh;CT1_TEM1.C1_TEM1_CCL_UPS_System_B#Real Energy Into the Load#kWh;CT1_TEM1.C1_TEM1_CCL_UPS_System_C#Real Energy Into the Load#kWh;CT1_TEM1.C1_TEM1_Generator_A_Supply#Real Energy Into the Load#kWh;CT1_TEM1.C1_TEM1_Generator_B_Supply#Real Energy Into the Load#kWh;CT1_TEM1.C1_TEM1_Generator_C_Supply#Real Energy Into the Load#kWh;CT1_TEM1.C1_TEM1_HVAC_System_A#Real Energy Into the Load#kWh;CT1_TEM1.C1_TEM1_HVAC_System_B#Real Energy Into the Load#kWh;CT1_TEM1.C1_TEM1_HVAC_System_C#Real Energy Into the Load#kWh;CT1_TEM1.C1_TEM1_Main_Incomer_HT#Real Energy Into the Load#kWh;CT1_TEM1_Old.C_DC_1_UPS_A_Output#Real Energy Into the Load#kWh;CT1_TEM1_Old.C_DC_1_UPS_B_Output#Real Energy Into the Load#kWh;CT1_TEM1_Old.C_TEM_1_MDB_Generator_8240#Real Energy Into the Load#kWh;CT1_TEM2.C_TEM_2_DB_UPS_A3#Real Energy Into the Load#kWh;CT1_TEM2.C_TEM_2_DB_UPS_B3#Real Energy Into the Load#kWh;CT1_TEM2.C_TEM_2_HVAC_A_Supply#Real Energy Into the Load#kWh;CT1_TEM2.C_TEM_2_HVAC_B_Supply#Real Energy Into the Load#kWh;CT1_TEM2.C_TEM_2_MLV_A#Real Energy Into the Load#kWh;CT1_TEM2.C_TEM_2_MLV_A_UPS#Real Energy Into the Load#kWh;CT1_TEM2.C_TEM_2_MLV_B#Real Energy Into the Load#kWh;CT1_TEM2.C_TEM_2_MLV_B_Supply#Real Energy Into the Load#kWh
2021/12/01 00:15;172824,7;148764,5;718606,6875;361951,5;826961,1875;20767,80664;20953,12305;23906,13867;523419,397;652527,526;355587,165;3549382,75;;;;3831705,265;2702950,112;3810509,138;2245418,913;22141907,96;;15832525,02;15556106,58
2021/12/01 00:30;172824,7;148764,5;718645,6875;361980,4063;827004,125;20767,80664;20953,12305;23906,13867;523448,073;652572,903;355614,694;3549602,5;;;;3831731,707;2702957,659;3810542,447;2245435,644;22142091,67;415860,451;15832634,33;15556218,22
2021/12/01 00:45;172824,7;148764,5;718684,625;362009,3125;827046,9375;20767,80664;20953,12305;23906,13867;523475,577;652616,199;355642,076;3549820,5;;;;3831757,332;2702965,029;3810576,76;2245451,22;22142271,79;;15832745,45;15556327,74
2021/12/01 01:00;172824,7;148764,5;718723,4375;362038,2188;827089,625;20767,80664;20953,12305;23906,13867;523503,915;652660,932;355669,275;3550038,75;;;;3831783,263;2702972,247;3810610,307;2245467,147;22142450,8;415863,506;15832852,5;15556435,86
2021/12/01 01:15;172824,7;148764,5;718762,25;362067,2188;827132,25;20767,80664;20953,12305;23906,13867;523530,699;652704,618;355695,085;3550253,5;;;;3831809,365;2702979,709;3810648,473;2245482,452;22142631,41;;15832963,66;15556545,3
2021/12/01 01:30;172824,7;148764,5;718801;362096,25;827174,6875;20767,80664;20953,12305;23906,13867;523557,963;652749,477;355721,383;3550470,5;;;;3831839,03;2702987,329;3810681,117;2245497,409;22142831,64;415866,6;15833074,63;15556656,39
2021/12/01 01:45;172824,7;148764,5;718839,75;362125,2813;827217;20767,80664;20953,12305;23906,13867;523584,661;652793,112;355747,429;3550684,75;;;;3831864,43;2702994,914;3810713,664;2245511,877;22143010,02;;15833184,78;15556780,44
2021/12/01 02:00;172824,7;148764,5;718878,4375;362154,3125;827259,3125;20767,80664;20953,12305;23906,13867;523610,521;652836,659;355774,009;3550898,5;;;;3831890,126;2703003,266;3810750,238;2245528,215;22143189,7;415869,779;15833294,36;15556883,73
2021/12/01 02:15;172824,7;148764,5;718917,125;362183,375;827301,5625;20767,80664;20953,12305;23906,13867;523637,873;652879,63;355801,153;3551113,75;;;;3831915,805;2703009,719;3810783,61;2245541,215;22143368,72;;15833409,09;15556993,12
2021/12/01 02:30;172824,7;148764,5;718955,75;362212,4063;827343,75;20767,80664;20953,12305;23906,13867;523665,391;652924,56;355828,526;3551331,5;;;;3831942,297;2703018,223;3810818,745;2245558,206;22143549,36;415872,948;15833517,6;15557103,89
2021/12/01 02:45;172824,7;148764,5;718994,375;362241,5;827385,8125;20767,80664;20953,12305;23906,13867;523693,184;652968,517;355855,987;3551548,75;;;;3831971,176;2703025,697;3810853,334;2245573,009;22143759,04;;15833628,62;15557211,06
2021/12/01 03:00;172824,7;148764,5;719032,9375;362270,5625;827427,875;20767,80664;20953,12305;23906,13867;523720,876;653013,189;355883,495;3551766;;;;3831997,599;2703033,113;3810888,848;2245587,69;22143946,39;415876,183;15833739,41;15557335,37
2021/12/01 03:15;172824,7;148764,5;719071,5625;362299,6875;827469,9375;20767,80664;20953,12305;23906,13867;523748,67;653055,893;355910,591;3551982;;;;3832024,259;2703040,345;3810924,279;2245602,53;22144126,54;;15833863,94;15557446,5
2021/12/01 03:30;172824,7;148764,5;719110,125;362328,75;827512;20767,80664;20953,12305;23906,13867;523775,768;653098,1;355937,841;3552196;;;;3832050,625;2703047,46;3810962,609;2245616,797;22144299,07;415879,36;15833974,31;15557556,22
2021/12/01 03:45;172824,7;148764,5;719148,625;362357,8125;827553,9375;20767,80664;20953,12305;23906,13867;523801,767;653142,484;355964,972;3552411,75;;;;3832076,426;2703055,922;3810996,449;2245632,092;22144502,88;;15834086,03;15557663,42
2021/12/01 04:00;172824,7;148764,5;719187,1875;362386,875;827595,9375;20767,80664;20953,12305;23906,13867;523828,855;653185,552;355992,633;3552626,25;;;;3832102,189;2703063,624;3811029,959;2245646,142;22144687,26;415882,451;15834196,95;15557771,7
2021/12/01 04:15;172824,7;148764,5;719225,8125;362416;827637,9375;20767,80664;20953,12305;23906,13867;523854,9;653229,238;356019,842;3552841,75;;;;3832127,04;2703070,752;3811062,331;2245661,161;22144871,56;;15834293,53;15557880,95
2021/12/01 04:30;172824,7;148764,5;719264,375;362445,0938;827679,9375;20767,80664;20953,12305;23906,13867;523881,373;653269,965;356047,18;3553054;;;;3832156,042;2703078,185;3811098,345;2245677,564;22145052,46;415885,635;15834403,13;15557991,45
2021/12/01 04:45;172824,7;148764,5;719303,125;362474,1563;827721,75;20767,80664;20953,12305;23906,13867;523908,707;653311,471;356074,352;3553267,25;;;;3832182,514;2703085,657;3811132,01;2245692,234;22145233,32;;15834529,59;15558100,67
2021/12/01 05:00;172824,7;148764,5;719342;362503,2188;827763,4375;20767,80664;20953,12305;23906,13867;523936,997;653353,412;356101,83;3553482;;;;3832208,336;2703092,898;3811164,115;2245706,418;22145410,52;415888,667;15834637,52;15558204,43
2021/12/01 05:15;172824,7;148764,5;719380,75;362532,3125;827805,5;20767,80664;20953,12305;23906,13867;523965,141;653395,911;356129,15;3553698,25;;;;3832233,902;2703100,105;3811197,186;2245720,662;22145592,55;;15834744,66;15558314,44
2021/12/01 05:30;172824,7;148764,5;719419,5;362561,3438;827847,625;20767,80664;20953,12305;23906,13867;523991,316;653436,45;356156,178;3553909,75;;;;3832259,971;2703108,585;3811228,721;2245734,638;22145770,21;415891,735;15834851,96;15558423,62
2021/12/01 05:45;172824,7;148764,5;719458,25;362590,3125;827889,875;20767,80664;20953,12305;23906,13867;524018,035;653477,951;356183,057;3554123,75;;;;3832286,078;2703116,034;3811265,336;2245748,879;22145948,03;;15834961,47;15558547,06
2021/12/01 06:00;172824,7;148764,5;719497,125;362619,25;827932,1875;20767,80664;20953,12305;23906,13867;524044,115;653518,599;356210,042;3554335,5;;;;3832311,932;2703123,567;3811298,023;2245762,961;22146130,42;415895,017;15835069,06;15558652,18
2021/12/01 06:15;172824,7;148764,5;719536,0625;362648,1563;827974,75;20767,80664;20953,12305;23906,13867;524072,063;653561,546;356237,403;3554551,5;;;;3832341,444;2703130,728;3811330,635;2245777,532;22146316,97;;15835178,95;15558762,47
2021/12/01 06:30;172824,7;148764,5;719575;362677,0625;828017,4375;20767,80664;20953,12305;23906,13867;524099,702;653603,485;356264,649;3554766,25;;;;3832367,841;2703138,146;3811364,068;2245792,436;22146523,02;415898,109;15835288,88;15558869,77
2021/12/01 06:45;172824,7;148764,5;719614;362705,9375;828060,1875;20767,80664;20953,12305;23906,13867;524127,339;653645,798;356291,702;3554982,25;;;;3832394,052;2703145,354;3811401,156;2245808,073;22146705,19;;15835414,34;15558977,31
2021/12/01 07:00;172824,7;148764,5;719653;362734,7813;828103,0625;20767,80664;20953,12305;23906,13867;524155,013;653686,467;356318,885;3555196,75;;;;3832419,683;2703153,625;3811436,909;2245825,713;22146880,2;415901,207;15835522,8;15559089,5
2021/12/01 07:15;172824,7;148764,5;719692,125;362763,6563;828146;20767,80664;20953,12305;23906,13867;524183,501;653730,853;356346,163;3555415,25;;;;3832444,247;2703160,676;3811478,053;2245841,617;22147059,37;;15835631,81;15559213,75
2021/12/01 07:30;172824,7;148764,5;719731,25;362792,5625;828189;20767,80664;20953,12305;23906,13867;524210,311;653774,414;356373,357;3555631,75;;;;3832469,623;2703167,852;3811514,362;2245857,899;22147268,96;415904,293;15835745;15559326,52
2021/12/01 07:45;172824,7;148764,5;719770,4375;362821,4688;828232,125;20767,80664;20953,12305;23906,13867;524237,749;653819,123;356401,026;3555850,25;;;;3832499,332;2703176,45;3811549,518;2245874,498;22147455,42;;15835855,76;15559439,11
2021/12/01 08:00;172824,7;148764,5;719809,6875;362850,4063;828275,3125;20767,80664;20953,12305;23906,13867;524264,202;653864,282;356428,59;3556069;;;;3832525,268;2703183,806;3811585,55;2245893,417;22147636,73;415907,425;15835965,75;15559549,77
2021/12/01 08:15;172824,7;148764,5;719849,0625;362879,4688;828318,5625;20767,80664;20953,12305;23906,13867;524294,279;653909,882;356456,107;3556292;;;;3832551,165;2703191,256;3811621,457;2245910,012;22147818,93;;15836095,65;15559664,07
2021/12/01 08:30;172824,7;148764,5;719888,4375;362908,5313;828361,8125;20767,80664;20953,12305;23906,13867;524323,596;653955,736;356483,28;3556513,75;;;;3832576,95;2703198,683;3811658,631;2245927,113;22148008,4;415910,72;15836209;15559773,94
2021/12/01 08:45;172824,7;148764,5;719927,8125;362937,5938;828405,1875;20767,80664;20953,12305;23906,13867;524352,662;654003,177;356510,878;3556738;;;;3832602,224;2703206,1;3811693,114;2245944,069;22148189,42;;15836321,25;15559883,01
2021/12/01 09:00;172824,7;148764,5;719967,25;362966,7188;828448,5625;20767,80664;20953,12305;23906,13867;524382,713;654049,596;356538,835;3556962;;;;3832628,206;2703213,633;3811734,612;2245961,447;22148398,15;415913,835;15836434,71;15560006,64
2021/12/01 09:15;172824,7;148764,5;720006,6875;362995,8438;828492;20767,80664;20953,12305;23906,13867;524412,041;654096,893;356567,149;3557186,75;;;;3832657,1;2703221,176;3811771,636;2245979,022;22148580,12;;15836549,16;15560125,15
2021/12/01 09:30;172824,7;148764,5;720046,1875;363025,0313;828535,4375;20767,80664;20953,12305;23906,13867;524442,271;654142,6;356594,906;3557411,25;;;;3832683,208;2703228,753;3811809,764;2245999,518;22148768,49;415916,951;15836658,86;15560237,57
2021/12/01 09:45;172824,7;148764,5;720085,6875;363054,1563;828578,875;20767,80664;20953,12305;23906,13867;524471,395;654188,579;356622,769;3557634,25;;;;3832709,587;2703236,319;3811848,327;2246017,542;22148959,99;;15836770,14;15560353,74
2021/12/01 10:00;172824,7;148764,5;720125,1875;363083,2813;828622,3125;20767,80664;20953,12305;23906,13867;524500,578;654234,298;356650,34;3557857;;;;3832736,012;2703243,917;3811886,74;2246035,616;22149150,13;415920,042;15836898,92;15560467,65
2021/12/01 10:15;172824,7;148764,5;720164,6875;363112,4688;828665,8125;20767,80664;20953,12305;23906,13867;524529,241;654281,363;356678,624;3558080,5;;;;3832762,46;2703251,359;3811924,515;2246054,032;22149339,55;;15837001,54;15560582,05
2021/12/01 10:30;172824,7;148764,5;720204,125;363141,625;828709,3125;20767,80664;20953,12305;23906,13867;524558,845;654328,753;356706,607;3558306;;;;3832788,447;2703258,939;3811960,955;2246072,141;22149529,33;415923,149;15837117,05;15560694,82
2021/12/01 10:45;172824,7;148764,5;720243,625;363170,7813;828752,8125;20767,80664;20953,12305;23906,13867;524589,552;654374,685;356734,678;3558530,75;;;;3832815,051;2703266,317;3811998,348;2246090,351;22149698,64;;15837233,21;15560809,7
2021/12/01 11:00;172824,7;148764,5;720283,0625;363199,9688;828796,3125;20767,80664;20953,12305;23906,13867;524620,194;654421,15;356762,431;3558756;;;;3832841,669;2703273,775;3812041,465;2246110,721;22149914,71;415926,259;15837367,26;15560927,88
2021/12/01 11:15;172824,7;148764,5;720322,5;363229,1563;828839,75;20767,80664;20953,12305;23906,13867;524651,551;654467,08;356790,411;3558981,25;;;;3832868,4;2703282,015;3812077,834;2246132,09;22150095,18;;15837466,6;15561040,56
2021/12/01 11:30;172824,7;148764,5;720361,875;363258,3125;828883,3125;20767,80664;20953,12305;23906,13867;524681,962;654514,311;356818,266;3559207;;;;3832894,539;2703289,934;3812116,652;2246151,038;22150282,74;415929,542;15837585,17;15561160,41
2021/12/01 11:45;172824,7;148764,5;720401,25;363287,4688;828926,8125;20767,80664;20953,12305;23906,13867;524712,032;654561,368;356846,72;3559432,5;;;;3832920,816;2703297,67;3812154,401;2246170,629;22150475,84;;15837716,49;15561278,36
2021/12/01 12:00;172824,7;148764,5;720440,625;363316,6563;828970,3125;20767,80664;20953,12305;23906,13867;524741,917;654608,508;356874,789;3559657,75;;;;3832949,016;2703306,795;3812193,51;2246194,853;22150669,45;415932,682;15837836,94;15561397,53
2021/12/01 12:15;172824,7;148764,5;720480;363345,8438;829013,8125;20767,80664;20953,12305;23906,13867;524772,237;654655,295;356903,088;3559883,75;;;;3832977,246;2703315,349;3812232,976;2246219,902;22150857,63;;15837959,94;15561518,83
2021/12/01 12:30;172824,7;148764,5;720519,375;363375,0313;829057,3125;20767,80664;20953,12305;23906,13867;524802,603;654701,858;356930,896;3560108,25;;;;3833004,397;2703323,085;3812267,472;2246241,497;22151042,07;415935,782;15838076,73;15561633,39
2021/12/01 12:45;172824,7;148764,5;720558,75;363404,2188;829100,8125;20767,80664;20953,12305;23906,13867;524833,065;654749,566;356959,189;3560335;;;;3833034,074;2703330,623;3812302,834;2246263,047;22151226,38;;15838193,22;15561766,23
2021/12/01 13:00;172824,7;148764,5;720598,1875;363433,4375;829144,375;20767,80664;20953,12305;23906,13867;524863,692;654795,597;356987,245;3560559,75;;;;3833059,716;2703338,763;3812343,521;2246281,084;22151410,68;415938,897;15838308,27;15561881,71
2021/12/01 13:15;172824,7;148764,5;720637,5625;363462,6563;829187,875;20767,80664;20953,12305;23906,13867;524893,988;654842,205;357015,532;3560785,25;;;;3833086,002;2703346,308;3812379,866;2246300,393;22151598,33;;15838423,6;15561994,21
2021/12/01 13:30;172824,7;148764,5;720676,9375;363491,8438;829231,4375;20767,80664;20953,12305;23906,13867;524924,958;654887,259;357043,63;3561010;;;;3833115,647;2703353,791;3812416,298;2246319,752;22151806,05;415941,952;15838540,62;15562110,32
2021/12/01 13:45;172824,7;148764,5;720716,1875;363521,0313;829275,125;20767,80664;20953,12305;23906,13867;524953,999;654933,597;357071,976;3561233,25;;;;3833142,568;2703361,606;3812453,675;2246338,331;22151985,76;;15838669,93;15562224,3
2021/12/01 14:00;172824,7;148764,5;720755,3125;363550,25;829318,9375;20767,80664;20953,12305;23906,13867;524984,028;654980,454;357100,4;3561458,75;;;;3833169,137;2703369,132;3812497,02;2246358,07;22152176,15;415945,246;15838783,88;15562336,79
2021/12/01 14:15;172824,7;148764,5;720794,625;363579,4688;829362,5625;20767,80664;20953,12305;23906,13867;525013,18;655026,994;357128,72;3561683,5;;;;3833194,469;2703377,87;3812534,567;2246379,865;22152359,17;;15838901,22;15562465,7
2021/12/01 14:30;172824,7;148764,5;720833,9375;363608,6875;829406,1875;20767,80664;20953,12305;23906,13867;525042,802;655072,352;357156,519;3561906,5;;;;3833224,009;2703385,575;3812570,61;2246398,485;22152571,82;415948,292;15839014,92;15562580,15
2021/12/01 14:45;172824,7;148764,5;720873,1875;363637,9063;829449,875;20767,80664;20953,12305;23906,13867;525073,124;655116,793;357184,813;3562129,25;;;;3833250,385;2703393,41;3812610,996;2246416,69;22152753,81;;15839128,04;15562695,81
2021/12/01 15:00;172824,7;148764,5;720912,5;363667,125;829493,5;20767,80664;20953,12305;23906,13867;525102,743;655163,708;357212,899;3562354,5;;;;3833276,484;2703402,061;3812646,016;2246435,503;22152936,37;415951,305;15839243,7;15562810,23
2021/12/01 15:15;172824,7;148764,5;720951,8125;363696,375;829537,125;20767,80664;20953,12305;23906,13867;525132,986;655208,644;357241,019;3562578,25;;;;3833302,47;2703410,159;3812684,018;2246454,664;22153126,1;;15839358,37;15562927,93
2021/12/01 15:30;172824,7;148764,5;720991,125;363725,5625;829580,8125;20767,80664;20953,12305;23906,13867;525160,919;655254,636;357268,582;3562800,5;;;;3833329,257;2703417,843;3812720,808;2246473,584;22153319,13;415954,638;15839490,69;15563044,02
2021/12/01 15:45;172824,7;148764,5;721030,4375;363754,8125;829624,4375;20767,80664;20953,12305;23906,13867;525188,869;655299,381;357296,629;3563021,5;;;;3833354,768;2703425,65;3812756,199;2246492,01;22153509,9;;15839592,22;15563160,28
2021/12/01 16:00;172824,7;148764,5;721069,75;363784,0313;829668,0625;20767,80664;20953,12305;23906,13867;525217,388;655343,874;357324,602;3563242,25;;;;3833380,808;2703433,249;3812791,997;2246510,858;22153687,07;415957,729;15839720,06;15563271,33
2021/12/01 16:15;172824,7;148764,5;721109,0625;363813,2188;829711,75;20767,80664;20953,12305;23906,13867;525246,09;655390,049;357352,876;3563465,75;;;;3833409,983;2703441,194;3812831,482;2246528,976;22153873,15;;15839834,37;15563385,33
2021/12/01 16:30;172824,7;148764,5;721148,3125;363842,3438;829755,375;20767,80664;20953,12305;23906,13867;525275,33;655435,336;357380,552;3563688,25;;;;3833435,907;2703448,519;3812867,782;2246549,463;22154049,95;415960,774;15839952,33;15563499,86
2021/12/01 16:45;172824,7;148764,5;721187,5625;363871,4688;829798,9375;20767,80664;20953,12305;23906,13867;525304,117;655479,737;357408,449;3563909,25;;;;3833462,379;2703456,239;3812902,381;2246567,264;22154234,2;;15840067,85;15563615,23
2021/12/01 17:00;172824,7;148764,5;721226,75;363900,625;829842,5;20767,80664;20953,12305;23906,13867;525333;655523,675;357436,14;3564129,5;;;;3833488,592;2703463,74;3812939,313;2246584,83;22154421,74;415963,807;15840182,01;15563730,79
2021/12/01 17:15;172824,7;148764,5;721265,9375;363929,7813;829886;20767,80664;20953,12305;23906,13867;525360,709;655568,964;357464,454;3564351;;;;3833514,439;2703471,432;3812976,405;2246603,21;22154632,62;;15840297,6;15563847,16
2021/12/01 17:30;172824,7;148764,5;721305,0625;363958,875;829929,4375;20767,80664;20953,12305;23906,13867;525387,757;655614,888;357492,049;3564571,5;;;;3833543,86;2703480,07;3813011,516;2246621,667;22154815,25;415967,076;15840411,53;15563962,78
2021/12/01 17:45;172824,7;148764,5;721344,25;363987,9688;829972,9375;20767,80664;20953,12305;23906,13867;525415,633;655658,856;357520,122;3564791,25;;;;3833569,951;2703487,703;3813050,004;2246642,026;22154998,46;;15840523,79;15564074,49
2021/12/01 18:00;172824,7;148764,5;721383,375;364017,0625;830016,375;20767,80664;20953,12305;23906,13867;525443,075;655702,747;357547,562;3565009,75;;;;3833595,863;2703495,344;3813085,037;2246658,736;22155178;415970,127;15840637,91;15564200,53
2021/12/01 18:15;172824,7;148764,5;721422,5;364046,125;830059,9375;20767,80664;20953,12305;23906,13867;525472,165;655747,162;357575,334;3565230,75;;;;3833621,6;2703502,722;3813118,631;2246675,732;22155357,23;;15840764,05;15564314,13
2021/12/01 18:30;172824,7;148764,5;721461,625;364075,1563;830103,4375;20767,80664;20953,12305;23906,13867;525500,244;655793,144;357602,826;3565451,75;;;;3833648,601;2703510,397;3813150,665;2246694,044;22155562,66;415973,16;15840880,32;15564428,96
2021/12/01 18:45;172824,7;148764,5;721500,75;364104,2188;830146,9375;20767,80664;20953,12305;23906,13867;525528,524;655837,403;357630,859;3565672;;;;3833675,032;2703517,764;3813185,656;2246712,276;22155742,6;;15840991,71;15564540,06
2021/12/01 19:00;172824,7;148764,5;721539,8125;364133,2813;830190,4375;20767,80664;20953,12305;23906,13867;525555,556;655881,574;357658,111;3565890,75;;;;3833701,281;2703525,053;3813224,09;2246730,427;22155930,38;415976,385;15841103,53;15564652,1
2021/12/01 19:15;172824,7;148764,5;721579;364162,375;830234;20767,80664;20953,12305;23906,13867;525581,959;655924,776;357685,68;3566107,75;;;;3833727,923;2703532,199;3813257,351;2246747,514;22156114,98;;15841213,79;15564766,77
2021/12/01 19:30;172824,7;148764,5;721618,1875;364191,4375;830277,5625;20767,80664;20953,12305;23906,13867;525610,005;655970,099;357713,194;3566328;;;;3833754,132;2703539,844;3813290,765;2246764,199;22156296,41;415979,54;15841341,81;15564883,84
2021/12/01 19:45;172824,7;148764,5;721657,5;364220,5;830321,1875;20767,80664;20953,12305;23906,13867;525636,208;656014,474;357741,106;3566546,25;;;;3833778,978;2703546,964;3813324,211;2246783,246;22156471,52;;15841449,69;15564993,46
2021/12/01 20:00;172824,7;148764,5;721696,75;364249,625;830364,8125;20767,80664;20953,12305;23906,13867;525663,664;656060,544;357768,451;3566767,75;;;;3833804,934;2703554,44;;;;415982,571;;15565121,07
2021/12/01 20:00;;;;;;;;;;;357759,443;;;;;;;3813358,39;2246800,114;22156650,59;;15841562,73;
2021/12/01 20:15;172824,7;148764,5;721736,1875;364278,7813;830408,4375;20767,80664;20953,12305;23906,13867;525692,371;656103,865;357796,011;3566987,25;;;;3833830,593;2703561,672;3813396,842;2246815,774;22156835,35;;15841674,03;15565234,66
2021/12/01 20:29;;;;;;;;;525719,619;;;;;;;;;;;;;;
2021/12/01 20:30;172824,7;148764,5;721775,5625;364307,9063;830452,125;20767,80664;20953,12305;23906,13867;525720,002;656148,103;357823,139;3567207;;;;3833859,789;2703569,283;3813430,773;2246832,272;22157015,97;415985,722;15841788,47;15565349,59
2021/12/01 20:45;172824,7;148764,5;721814,9375;364337,0625;830495,875;20767,80664;20953,12305;23906,13867;525748,25;656193,66;357849,56;3567426,75;;;;3833885,411;2703577,746;3813464,324;2246852,661;22157219,79;;15841899,88;15565461,01
2021/12/01 21:00;172824,7;148764,5;721854,3125;364366,1875;830539,5625;20767,80664;20953,12305;23906,13867;525774,88;656238,815;357875,832;3567645,5;;;;3833910,57;2703585,361;3813499,358;2246869,858;22157400,33;415988,951;15842028,61;15565572,88
2021/12/01 21:15;172824,7;148764,5;721893,8125;364395,375;830583,375;20767,80664;20953,12305;23906,13867;525800,962;656283,899;357901,97;3567864;;;;3833935,824;2703592,775;3813531,975;2246888,038;22157589,04;;15842143,09;15565689,02
2021/12/01 21:30;172824,7;148764,5;721933,25;364424,5;830627,1875;20767,80664;20953,12305;23906,13867;525828,438;656328,15;357928,941;3568082,25;;;;3833961,182;2703599,866;3813565,266;2246905,473;22157768,76;415992,12;15842258,72;15565798,61
2021/12/01 21:45;172824,7;148764,5;721972,6875;364453,6563;830670,9375;20767,80664;20953,12305;23906,13867;525856,079;656372,084;357956,596;3568301,75;;;;3833987,423;2703608,404;3813599,798;2246923,44;22157954,44;;15842372,22;15565910,33
2021/12/01 22:00;172824,7;148764,5;722012,125;364482,75;830714,6875;20767,80664;20953,12305;23906,13867;525884,18;656418,157;357983,928;3568523,75;;;;3834013,69;2703616,13;3813636,167;2246940,326;22158138,19;415995,211;15842487,65;15566024,32
2021/12/01 22:15;172824,7;148764,5;722051,5625;364511,875;830758,375;20767,80664;20953,12305;23906,13867;525911,706;656462,731;358011,644;3568743,75;;;;3834039,898;2703623,338;3813667,448;2246958,561;22158324,28;;15842601,8;15566152,08
2021/12/01 22:30;172824,7;148764,5;722091;364540,9688;830802,0625;20767,80664;20953,12305;23906,13867;525939,704;656506,963;358039,293;3568964,75;;;;3834066,046;2703630,733;3813700,477;2246976,574;22158508,29;415998,409;15842717,16;15566266,3
2021/12/01 22:45;172824,7;148764,5;722130,375;364570;830845,625;20767,80664;20953,12305;23906,13867;525966,664;656550,67;358066,756;3569182,25;;;;3834094,895;2703638,996;3813736,28;2246993,978;22158686,48;;15842827,72;15566381,23
2021/12/01 23:00;172824,7;148764,5;722169,625;364599,0313;830889,125;20767,80664;20953,12305;23906,13867;525993,019;656594,6;358094,062;3569400,25;;;;3834118,014;2703646,3;3813768,627;2247010,435;22158864,11;416001,424;15842937,96;15566491,26
2021/12/01 23:15;172824,7;148764,5;722208,875;364628;830932,625;20767,80664;20953,12305;23906,13867;526020,051;656640,36;358121,697;3569619,75;;;;3834148,117;2703653,68;3813800,812;2247029,362;22159049,1;;15843052,46;15566593,47
2021/12/01 23:30;172824,7;148764,5;722248,125;364656,9375;830975,9375;20767,80664;20953,12305;23906,13867;526047,668;656684,615;358149,074;3569838,75;;;;3834173,339;2703661,068;3813833,951;2247045,862;22159226,06;416004,76;15843178,94;15566719,05
2021/12/01 23:45;172824,7;148764,5;722287,1875;364685,8438;831019,25;20767,80664;20953,12305;23906,13867;526076,481;656728,548;358176,753;3570058,75;;;;3834199,121;2703668,514;3813867,186;2247062,336;22159410,97;;15843287,13;15566831,2
2021/12/02 00:00;172824,7;148764,5;722326,25;364714,7188;831062,375;20767,80664;20953,12305;23906,13867;526103,29;656772,113;358204,361;3570275,5;;;;3834225,043;2703677,027;3813899,448;2247082,266;22159592,29;416007,793;15843396,17;15566942,01
2021/12/02 00:15;172824,7;148764,5;722365,3125;364743,625;831105,5;20767,80664;20953,12305;23906,13867;526130,067;656817,663;358231,763;3570494,75;;;;3834250,534;2703684,479;3813935,762;2247098,28;22159796,34;;15843522,34;15567049,98
2021/12/02 00:30;172824,7;148764,5;722404,375;364772,5313;831148,5;20767,80664;20953,12305;23906,13867;526156,214;656861,969;358259,031;3570711;;;;3834279,775;2703692,098;3813968,845;2247114,4;22159955,48;416011,097;15843635,03;15567177,59
2021/12/02 00:45;172824,7;148764,5;722443,3125;364801,4063;831191,25;20767,80664;20953,12305;23906,13867;526182,522;656905,357;358286,329;3570927,25;;;;3834306,127;2703699,632;3814001,686;2247134,037;22160158,98;;15843749,7;15567290,6
2021/12/02 01:00;172824,7;148764,5;722482,1875;364830,375;831233,875;20767,80664;20953,12305;23906,13867;526209,959;656947,865;358313,84;3571142,5;;;;3834331,834;2703707,316;3814031,326;2247151,889;22160336,91;416014,161;15843863,93;15567404,85
2021/12/02 01:15;172824,7;148764,5;722521;364859,375;831276,375;20767,80664;20953,12305;23906,13867;526236,479;656992,596;358341,289;3571360;;;;3834357,818;2703714,714;3814067,55;2247169,67;22160524,29;;15843979,11;15567516,69
2021/12/02 01:30;172824,7;148764,5;722559,75;364888,375;831318,75;20767,80664;20953,12305;23906,13867;526264,317;657036,388;358368,455;3571577,25;;;;3834383,77;2703722,032;3814099,108;2247186,919;22160705,59;416017,348;15844092,44;15567628,85
2021/12/02 01:45;172824,7;148764,5;722598,5;364917,4375;831361,0625;20767,80664;20953,12305;23906,13867;526291,224;657081,503;358395,651;3571794;;;;3834408,769;2703730,508;3814131,591;2247204,51;22160882,34;;15844205,49;15567741,07
2021/12/02 02:00;172824,7;148764,5;722637,125;364946,5;831403,3125;20767,80664;20953,12305;23906,13867;526318,573;657124,531;358423,262;3572009,75;;;;3834434,787;2703737,9;3814162,479;2247221,957;22161063,39;416020,411;15844318,39;15567854,06
