Timestamp;JB1_TEM4.J_TEM_4_Generator_A_Supply#Real Energy Into the Load#kWh;JB1_TEM4.J_TEM_4_Generator_B_Supply#Real Energy Into the Load#kWh;JB1_TEM4.J_TEM_4_Main_Incomer_8420#Real Energy Into the Load#kWh;JB1_TEM4.J_TEM_4_Mechanical_UPS_A#Real Energy Into the Load#kWh;JB1_TEM4.J_TEM_4_Mechanical_UPS_B#Real Energy Into the Load#kWh;JB1_TEM4.J_TEM_4_MLV_A#Real Energy Into the Load#kWh;JB1_TEM4.J_TEM_4_MLV_B#Real Energy Into the Load#kWh;JB1_TEM4.J_TEM_4_UPS_System_A#Real Energy Into the Load#kWh;JB1_TEM4.J_TEM_4_UPS_System_B#Real Energy Into the Load#kWh;JB1_TEM4.JB1_TEM4_HVAC_System_A#Real Energy Into the Load#kWh;JB1_TEM4.JB1_TEM4_HVAC_System_B#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_GCL_UPS_System_B#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_GCL_UPS_System_C#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_Gen_A_Supply#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_Gen_B_Supply#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_Gen_C_Supply#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_HVAC_Ssystem_A#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_HVAC_System_B#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_HVAC_System_C#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_Main_Incomer_LSVP#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_MLV_A#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_MLV_B#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_MLV_C#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5A_UPS_System_A#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5B_UPS_System_B#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5C_UPS_System_C#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM5_GCL_UPS_System_A#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_Generator_A_Supply#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_Generator_B_Supply#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_Generator_C_Supply#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_HVAC_System_A#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_HVAC_System_B#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_HVAC_System_C#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_Main_Incomer_HT#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_Mechanical_UPS_A#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_Mechanical_UPS_B#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_Mechanical_UPS_C#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_MLV_A#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_MLV_B#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_MLV_C#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_UPS_System_A#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_UPS_System_B#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_UPS_System_C#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_CCL_UPS_A#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_CCL_UPS_B#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_CCL_UPS_C#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_GCL_UPS_A#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_GCL_UPS_B#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_GCL_UPS_C#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_Generator_A_Supply#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_Generator_B_Supply#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_Generator_C_Supply#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_HVAC_B#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_HVAC_C#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_Hvac_System_A#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_Main_Incomer_HT#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_MLV_A#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_MLV_B#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_MLV_C#Real Energy Into the Load#kWh
2021/12/14 01:45;48025,43;20280,719;23331168;2340268,419;2363898,797;14780918,08;13311505,51;9341027,255;8530217,655;1628719,518;1636877,612;1137700,768;672747,969;40262,16016;37763,36328;25466,05859;2372739,863;1005274,022;1622708,518;27689168;11173795,01;9961978,601;9299534,633;6077378,5;6577937,5;5561130;1222404,297;16588,01172;18749,74414;18525,13086;968076,328;773215,834;1015664,168;16242651;435300,279;453033,557;412593,477;5676024,16;5773936,024;5959805,202;3441129,75;3629756,75;3556672,25;3767193;2912899,75;2975184,75;409156,916;392006,41;385448,962;17656,54297;16106,11523;18673,60938;929078,887;905532,266;683964,285;12061109;5297355,253;4729468,765;5450185,282
2021/12/14 02:00;48025,43;20280,719;23331412;2340288,563;2363917,702;14781037,13;13311614,9;9341113,568;8530291,39;1628724,147;1636888,481;1137711,41;672755,945;40262,16016;37763,36328;25466,05859;2372760,579;1005292,262;1622711,155;27689512;11173918,07;9962101,024;9299630,895;6077462,5;6578025,5;5561210,5;1222416,998;16588,01172;18749,74414;18525,13086;968081,197;773221,103;1015669,577;16242851;435303,899;453037,751;412597,246;5676087,899;5774003,983;5959869,847;3441180,75;3629811;3556724,75;3767270,5;2912969,5;2975256,5;409163,9;392012,277;385453,84;17656,54297;16106,11523;18673,60938;929099,6;905533,691;683971,787;12061397;5297452,281;4729569,343;5450268,585
2021/12/14 02:15;48025,43;20280,719;23331656;2340308,695;2363936,547;14781156,19;13311725,22;9341200,162;8530365,407;1628728,521;1636899,969;1137722,035;672763,929;40262,16016;37763,36328;25466,05859;2372781,618;1005310,536;1622713,75;27689854;11174041,01;9962223,656;9299727,214;6077547;6578113,5;5561291;1222429,727;16588,01172;18749,74414;18525,13086;968086,459;773226,12;1015674,515;16243052;435307,508;453041,843;412600,977;5676152,211;5774071,561;5959935,325;3441231,75;3629865,25;3556777,25;3767348,25;2913039,25;2975328,75;409170,893;392018,115;385458,7;17656,54297;16106,11523;18673,60938;929118,981;905535,17;683979,227;12061684;5297549,746;4729669,343;5450352,317
2021/12/14 02:30;48025,43;20280,719;23331900;2340328,872;2363955,261;14781275,13;13311835,11;9341286,469;8530439,174;1628733,042;1636911,442;1137732,654;672771,903;40262,16016;37763,36328;25466,05859;2372803,026;1005328,97;1622716,186;27690196;11174164,29;9962346,166;9299823,157;6077631;6578201;5561371;1222442,489;16588,01172;18749,74414;18525,13086;968090,968;773231,006;1015679,709;16243252;435311,114;453045,657;412604,368;5676215,592;5774138,619;5960000,566;3441283;3629919,5;3556829,5;3767425,5;2913108,75;2975400,25;409177,962;392024,056;385463,666;17656,54297;16106,11523;18673,60938;929138,779;905537,97;683986,747;12061971;5297646,949;4729769,652;5450436,615
2021/12/14 02:45;48025,43;20280,719;23332146;2340349,371;2363974,027;14781396,16;13311945,15;9341372,787;8530512,995;1628739,239;1636923,05;1137743,283;672779,884;40262,16016;37763,36328;25466,05859;2372824,197;1005347,316;1622718,68;27690540;11174287,98;9962469,176;9299919,199;6077715;6578288,5;5561451;1222455,19;16588,01172;18749,74414;18525,13086;968097,048;773237,249;1015685,496;16243455;435314,723;453049,379;412607,681;5676280,573;5774206,981;5960066,384;3441334;3629973,5;3556882;3767502,75;2913178,5;2975472;409184,92;392029,889;385468,505;17656,54297;16106,11523;18673,60938;929158,76;905541,146;683994,312;12062260;5297744,128;4729870,048;5450521,806
2021/12/14 03:00;48025,43;20280,719;23332392;2340369,383;2363992,916;14781516,29;13312054,77;9341459,137;8530586,761;1628745,204;1636934,077;1137753,912;672787,863;40262,16016;37763,36328;25466,05859;2372845,264;1005365,621;1622721,169;27690880;11174410,48;9962591,319;9300014,962;6077798,5;6578375,5;5561530,5;1222467,937;16588,01172;18749,74414;18525,13086;968101,637;773242,048;1015690,378;16243654;435318,333;453053,117;412611,008;5676343,875;5774273,518;5960131,081;3441385;3630027,75;3556934,25;3767579,75;2913247,75;2975543,5;409192,008;392035,834;385473,482;17656,54297;16106,11523;18673,60938;929179,089;905543,257;684001,577;12062546;5297841,066;4729970,864;5450605,694
2021/12/14 03:15;48025,43;20280,719;23332636;2340389,231;2364011,715;14781635,14;13312164,89;9341545,6;8530660,614;1628749,979;1636945,503;1137764,535;672795,835;40262,16016;37763,36328;25466,05859;2372866,097;1005384,191;1622723,657;27691222;11174533,45;9962714,115;9300110,82;6077882,5;6578463;5561610,5;1222480,696;16588,01172;18749,74414;18525,13086;968107,047;773247,709;1015695,705;16243855;435321,964;453056,931;412614,4;5676408,119;5774341,396;5960196,422;3441436;3630081,75;3556986,5;3767657,25;2913317,5;2975615,25;409199,095;392041,799;385478,467;17656,54297;16106,11523;18673,60938;929198,823;905544,558;684009,055;12062833;5297938,393;4730071,306;5450688,622
2021/12/14 03:30;48025,43;20280,719;23332882;2340409,369;2364030,454;14781756,13;13312274,66;9341631,882;8530734,363;1628756,673;1636956,851;1137775,17;672803,81;40262,16016;37763,36328;25466,05859;2372887,054;1005402,386;1622726,399;27691562;11174656,29;9962836,412;9300206,686;6077966;6578550,5;5561690;1222493,396;16588,01172;18749,74414;18525,13086;968111,047;773251,974;1015699,945;16244052;435325,63;453060,455;412617,964;5676470,969;5774407,56;5960260,74;3441486,75;3630136;3557038,75;3767734,25;2913387;2975687;409206,297;392047,765;385483,168;17656,54297;16106,11523;18673,60938;929218,524;905546,307;684016,567;12063119;5298035,826;4730171,706;5450772,309
2021/12/14 03:45;48025,43;20280,719;23333128;2340429,474;2364049,152;14781875,69;13312385,1;9341718,213;8530808,142;1628761,999;1636968,821;1137785,74;672811,793;40262,16016;37763,36328;25466,05859;2372908,047;1005420,947;1622728,897;27691906;11174779,31;9962958,54;9300302,179;6078050;6578638;5561770,5;1222506,153;16588,01172;18749,74414;18525,13086;968115,26;773256,324;1015704,243;16244249;435329,295;453063,924;412621,555;5676533,872;5774473,602;5960325,154;3441537,75;3630190;3557091,25;3767812;2913457;2975759;409214,029;392054,156;385488,009;17656,54297;16106,11523;18673,60938;929238,233;905547,347;684023,77;12063407;5298133,353;4730272,317;5450854,788
2021/12/14 04:00;48025,43;20280,719;23333372;2340449,457;2364067,798;14781994,86;13312495,25;9341804,336;8530881,804;1628767,137;1636980,708;1137796,37;672819,764;40262,16016;37763,36328;25466,05859;2372929,254;1005439,102;1622731,278;27692248;11174902,66;9963081,056;9300397,815;6078134;6578725,5;5561850;1222518,82;16588,01172;18749,74414;18525,13086;968118,594;773259,856;1015707,936;16244444;435332,962;453067,332;412625,144;5676596,017;5774539,02;5960388,954;3441588,5;3630244;3557143,5;3767889,25;2913526,5;2975830,75;409221,794;392060,578;385492,867;17656,54297;16106,11523;18673,60938;929257,962;905550,817;684030,871;12063697;5298230,696;4730372,823;5450940,062
2021/12/14 04:15;48025,43;20280,719;23333618;2340469,616;2364086,45;14782115,34;13312605,45;9341890,973;8530955,66;1628772,899;1636992,416;1137806,894;672827,739;40262,16016;37763,36328;25466,05859;2372950,36;1005460,677;1622733,726;27692594;11175026,02;9963206,564;9300493,483;6078218;6578813,5;5561930,5;1222531,48;16588,01172;18749,74414;18525,13086;968122,541;773263,952;1015711,375;16244640;435336,629;453070,751;412628,762;5676658,691;5774604,931;5960452,579;3441639,5;3630298,25;3557196;3767966,75;2913596,25;2975902,5;409229,468;392066,92;385497,659;17656,54297;16106,11523;18673,60938;929277,518;905553,647;684038,007;12063986;5298328,178;4730473,357;5451024,921
2021/12/14 04:30;48025,43;20280,719;23333862;2340489,657;2364105,063;14782234,8;13312715,5;9341977,098;8531029,347;1628778,156;1637004,228;1137817,441;672835,707;40262,16016;37763,36328;25466,05859;2372970,116;1005479,105;1622736,264;27692934;11175146,61;9963328,85;9300589,178;6078301,5;6578900,5;5562010;1222544,129;16588,01172;18749,74414;18525,13086;968126,024;773267,619;1015715,436;16244836;435340,213;453074,345;412632,45;5676720,773;5774670,548;5960516,866;3441690,25;3630352,5;3557248,25;3768044,25;2913666;2975974,25;409237,518;392073,495;385502,611;17656,54297;16106,11523;18673,60938;929297,043;905555,782;684045,109;12064274;5298425,992;4730574,019;5451108,502
2021/12/14 04:45;48025,43;20280,719;23334108;2340509,737;2364123,679;14782354,46;13312825,88;9342063,446;8531103,17;1628783,36;1637016,276;1137827,988;672843,662;40262,16016;37763,36328;25466,05859;2372989,76;1005497,229;1622738,938;27693274;11175268,08;9963451,169;9300685,042;6078385;6578987,5;5562089,5;1222556,79;16588,01172;18749,74414;18525,13086;968130,63;773272,561;1015719,426;16245034;435343,778;453078,057;412636,229;5676783,867;5774737,625;5960581,219;3441741;3630406,5;3557300,5;3768121,25;2913735,5;2976045,75;409245,419;392079,795;385507,282;17656,54297;16106,11523;18673,60938;929317,148;905556,485;684052,531;12064561;5298523,86;4730674,932;5451191,022
2021/12/14 05:00;48025,43;20280,719;23334352;2340529,654;2364142,186;14782474,43;13312935,67;9342149,626;8531176,78;1628789,283;1637027,896;1137838,538;672851,628;40262,16016;37763,36328;25466,05859;2373009,276;1005515,537;1622741,387;27693614;11175389,61;9963572,792;9300780,45;6078469;6579075;5562169;1222569,467;16588,01172;18749,74414;18525,13086;968135,75;773277,78;1015724,837;16245235;435347,358;453081,819;412640,068;5676847,465;5774804,871;5960646,812;3441791,75;3630460,75;3557352,75;3768198,5;2913805;2976117,5;409252,849;392085,718;385511,558;17656,54297;16106,11523;18673,60938;929336,382;905558,152;684059,974;12064846;5298621,188;4730774,461;5451273,654
2021/12/14 05:15;48025,43;20280,719;23334600;2340549,642;2364160,789;14782595,37;13313046,31;9342236,116;8531250,592;1628795,72;1637040,126;1137849,092;672859,588;40262,16016;37763,36328;25466,05859;2373029,182;1005533,9;1622743,856;27693954;11175511,33;9963695,521;9300876,107;6078552,5;6579162,5;5562249;1222582,138;16588,01172;18749,74414;18525,13086;968142,47;773284,761;1015731,402;16245439;435350,923;453085,557;412643,876;5676912,771;5774873,741;5960713,12;3441842,5;3630515;3557405;3768275,75;2913874,5;2976189;409260,167;392091,538;385515,736;17656,54297;16106,11523;18673,60938;929356,745;905559,5;684067,519;12065131;5298718,654;4730874,183;5451355,616
2021/12/14 05:30;48025,43;20280,719;23334846;2340569,723;2364179,359;14782716,23;13313156,41;9342322,395;8531324,355;1628802,47;1637052,005;1137859,651;672867,544;40262,16016;37763,36328;25466,05859;2373048,999;1005552,041;1622746,326;27694292;11175632,18;9963817,185;9300971,656;6078636;6579249,5;5562328,5;1222594,798;16588,01172;18749,74414;18525,13086;968150,179;773292,344;1015742,822;16245650;435354,467;453089,213;412647,517;5676979,166;5774943,605;5960783,986;3441893,5;3630569,25;3557457,25;3768353,25;2913944;2976260,75;409267,536;392097,323;385519,877;17656,54297;16106,11523;18673,60938;929377,524;905560,598;684075,041;12065416;5298815,093;4730975,309;5451437,806
2021/12/14 05:45;48025,43;20280,719;23335090;2340589,998;2364197,855;14782835,64;13313265,1;9342408,724;8531398,088;1628807,462;1637062,667;1137870,198;672875,509;40262,16016;37763,36328;25466,05859;2373068,818;1005570,506;1622748,817;27694634;11175754,24;9963940,122;9301067,409;6078720;6579337,5;5562408,5;1222607,474;16588,01172;18749,74414;18525,13086;968156,594;773313,154;1015753,806;16245872;435357,97;453092,893;412651,182;5677043,154;5775026,401;5960855,268;3441944,5;3630623,75;3557510;3768431;2914013,75;2976332,5;409275,619;392103,669;385524,433;17656,54297;16106,11523;18673,60938;929398,006;905562,986;684082,803;12065705;5298913,379;4731076,788;5451520,904
2021/12/14 06:00;48025,43;20280,719;23335336;2340610,411;2364216,346;14782957,08;13313374,71;9342495,079;8531471,777;1628814,103;1637074,07;1137880,769;672883,468;40262,16016;37763,36328;25466,05859;2373088,58;1005588,719;1622751,239;27694972;11175876,28;9964062,117;9301161,978;6078804;6579425;5562488,5;1222620,148;16588,01172;18749,74414;18525,13086;968163,376;773323,882;1015768,396;16246088;435361,502;453096,596;412654,875;5677107,534;5775099,173;5960930,289;3441995,75;3630678,25;3557562,5;3768508,5;2914083,25;2976404;409284,045;392110,263;385529,235;17656,54297;16106,11523;18673,60938;929419,56;905566,885;684090,572;12065997;5299012,327;4731178,487;5451606,332
2021/12/14 06:15;48025,43;20280,719;23335584;2340630,657;2364234,781;14783079,02;13313484,83;9342581,528;8531545,746;1628821,186;1637085,819;1137891,404;672891,416;40262,16016;37763,36328;25466,05859;2373108,434;1005607,083;1622753,824;27695314;11175998,66;9964185,523;9301257,017;6078888;6579513;5562569;1222632,863;16588,01172;18749,74414;18525,13086;968170,299;773340,777;1015779,402;16246309;435365,011;453100,284;412658,561;5677173,405;5775178,353;5961002,097;3442047,25;3630733;3557615,25;3768586,25;2914153,5;2976475,75;409292,727;392117,049;385534,21;17656,54297;16106,11523;18673,60938;929441,792;905569,173;684098,339;12066290;5299111,984;4731282,556;5451689,974
2021/12/14 06:30;48025,43;20280,719;23335830;2340650,808;2364253,293;14783201,23;13313594,52;9342668,092;8531619,692;1628828,881;1637097,111;1137902,081;672899,38;40262,16016;37763,36328;25466,05859;2373129,031;1005625,519;1622756,334;27695658;11176121,95;9964309,04;9301353,363;6078972,5;6579601;5562649,5;1222645,678;16588,01172;18749,74414;18525,13086;968176,63;773351,948;1015795,124;16246529;435368,499;453104,22;412662,075;5677239,113;5775252,239;5961078,4;3442099;3630787,75;3557668;3768664;2914223,5;2976547,25;409301,089;392123,682;385539,252;17656,54297;16106,11523;18673,60938;929465,883;905571,362;684106,085;12066585;5299210,94;4731388,275;5451774,462
2021/12/14 06:45;48025,43;20280,719;23336078;2340671,016;2364271,778;14783322,47;13313704,38;9342754,628;8531693,691;1628835,335;1637108,53;1137912,78;672907,345;40262,16016;37763,36328;25466,05859;2373150,246;1005644,168;1622758,702;27696002;11176245,23;9964431,558;9301449,244;6079056,5;6579689;5562729,5;1222658,451;16588,01172;18749,74414;18525,13086;968183,638;773369,171;1015808,503;16246754;435371,951;453108,377;412665,491;5677305,63;5775332,741;5961152,425;3442150,75;3630842,75;3557721;3768742;2914293,5;2976619,25;409308,632;392129,816;385544,216;17656,54297;16106,11523;18673,60938;929489,851;905572,557;684113,816;12066876;5299308,105;4731492,016;5451857,792
2021/12/14 07:00;48025,43;20280,719;23336326;2340691,306;2364290,31;14783445,73;13313814,82;9342841,239;8531767,799;1628843,691;1637120,336;1137923,491;672915,302;40262,16016;37763,36328;25466,05859;2373173,116;1005663,132;1622761,205;27696346;11176369,7;9964555,872;9301545,483;6079140,5;6579777;5562810;1222671,277;16588,01172;18749,74414;18525,13086;968191,374;773384,743;1015823,01;16246980;435375,439;453112,655;412668,939;5677373,002;5775411,517;5961227,605;3442202,75;3630897,5;3557774;3768819,75;2914363,25;2976690,75;409316,15;392135,893;385549,15;17656,54297;16106,11523;18673,60938;929516,302;905574,549;684128,324;12067177;5299412,975;4731599,564;5451941,536
2021/12/14 07:15;48025,43;20280,719;23336576;2340711,705;2364308,928;14783570,43;13313924,77;9342928,113;8531842,108;1628852,851;1637131,406;1137934,187;672923,278;40262,16016;37763,36328;25466,05859;2373197,117;1005682,805;1622763,592;27696694;11176497,24;9964680,405;9301641,802;6079225;6579865,5;5562890,5;1222684,115;16588,01172;18749,74414;18525,13086;968196,039;773400,027;1015837,35;16247203;435379,285;453117,278;412672,208;5677437,933;5775490,889;5961302,433;3442255;3630953;3557827,25;3768897,75;2914433,5;2976762,75;409323,863;392142,105;385554,215;17656,54297;16106,11523;18673,60938;929544,647;905575,853;684147,17;12067486;5299523,09;4731709,335;5452024,592
2021/12/14 07:30;48025,43;20280,719;23336826;2340732;2364327,696;14783694,08;13314034,46;9343015,048;8531916,383;1628861,378;1637142,034;1137944,947;672931,228;40262,16016;37763,36328;25466,05859;2373222,065;1005704,02;1622766,111;27697048;11176624,97;9964807,529;9301738,21;6079310;6579954;5562971;1222696,971;16588,01172;18749,74414;18525,13086;968207,31;773421,629;1015839,204;16247426;435383,881;453122,491;412675,234;5677510,322;5775576,83;5961363,589;3442307,25;3631008,25;3557880,5;3768976;2914503,75;2976835;409331,498;392148,308;385559,277;17656,54297;16106,11523;18673,60938;929573,39;905579,684;684171,948;12067804;5299639,007;4731818,455;5452110,969
2021/12/14 07:45;48025,43;20280,719;23337076;2340752,3;2364346,436;14783819,25;13314144,08;9343102,119;8531990,84;1628871,003;1637152,734;1137955,728;672939,195;40262,16016;37763,36328;25466,05859;2373247,136;1005726,657;1622768,597;27697402;11176752,71;9964935,872;9301834,807;6079395,5;6580043;5563052;1222709,868;16588,01172;18749,74414;18525,13086;968226,745;773437,864;1015841,073;16247654;435388,6;453127,59;412678,279;5677590,844;5775657,733;5961426,146;3442359,75;3631063,75;3557934,25;3769054,75;2914574,5;2976907,25;409338,755;392154,286;385564,218;17656,54297;16106,11523;18673,60938;929604,429;905582,397;684192,925;12068120;5299750,997;4731930,935;5452195,178
2021/12/14 08:00;48025,43;20280,719;23337330;2340772,827;2364365,24;14783945,65;13314255,12;9343189,148;8532065,422;1628881,756;1637164,407;1137966,519;672947,159;40262,16016;37763,36328;25466,05859;2373272,624;1005752,808;1622771,122;27697762;11176882,32;9965068,377;9301931,838;6079480,5;6580132,5;5563133;1222722,782;16588,01172;18749,74414;18525,13086;968246,45;773454,82;1015843,011;16247883;435393,313;453132,666;412681,29;5677671,015;5775739,21;5961489,012;3442412,75;3631119,5;3557988;3769133,25;2914645;2976979,5;409346,058;392160,359;385569,198;17656,54297;16106,11523;18673,60938;929633,905;905584,432;684223,865;12068444;5299873,048;4732041,561;5452279,652
2021/12/14 08:15;48025,43;20280,719;23337586;2340792,856;2364384,011;14784073,22;13314368,67;9343276,456;8532140,291;1628893,943;1637178,076;1137977,39;672955,12;40262,16016;37763,36328;25466,05859;2373308,562;1005783,11;1622773,658;27698138;11177022,56;9965206,283;9302028,281;6079566,5;6580222,5;5563215;1222735,791;16588,01172;18749,74414;18525,13086;968267,16;773472,09;1015844,869;16248115;435398,188;453137,749;412684,314;5677752,702;5775821,352;5961552,2;3442466;3631175,5;3558042;3769212;2914716;2977052,25;409353,488;392166,545;385574,296;17656,54297;16106,11523;18673,60938;929660,797;905585,479;684249,915;12068760;5299990,677;4732149,799;5452363,094
2021/12/14 08:30;48025,43;20280,719;23337848;2340812,181;2364402,828;14784203,36;13314482,72;9343363,714;8532215,271;1628909,425;1637192,341;1137988,16;672963,084;40262,16016;37763,36328;25466,05859;2373344,065;1005804,862;1622776,141;27698502;11177161,37;9965334,498;9302124,495;6079652,5;6580312,5;5563296,5;1222748,757;16588,01172;18749,74414;18525,13086;968287,803;773488,242;1015846,861;16248345;435403,046;453142,831;412687,361;5677835,592;5775902,61;5961614,372;3442519,5;3631231,5;3558096;3769290,75;2914786,75;2977125;409360,935;392172,789;385579,45;17656,54297;16106,11523;18673,60938;929694,634;905587,216;684261,491;12069070;5300093,818;4732265,782;5452447,72
2021/12/14 08:45;48025,43;20280,719;23338108;2340831,457;2364421,534;14784334,44;13314597,24;9343451,117;8532290,195;1628925,392;1637207,096;1137999,016;672971,05;40262,16016;37763,36328;25466,05859;2373380,364;1005835,009;1622778,719;27698878;11177302,44;9965472,436;9302222,077;6079738;6580402,5;5563378;1222761,709;16588,01172;18749,74414;18525,13086;968309,109;773504,681;1015848,963;16248578;435408,002;453147,897;412690,415;5677919,651;5775984,235;5961677,634;3442573;3631287,75;3558150;3769369,75;2914857,75;2977197,5;409368,854;392179,446;385585,126;17656,54297;16106,11523;18673,60938;929725,986;905588,46;684277,826;12069380;5300201,121;4732378,651;5452532,084
2021/12/14 09:00;48025,43;20280,719;23338370;2340850,629;2364439,94;14784465,39;13314711,59;9343538,443;8532364,916;1628941,715;1637222,024;1138009,772;672979,024;40262,16016;37763,36328;25466,05859;2373416,45;1005855,181;1622781,305;27699244;11177442,45;9965599,468;9302319,822;6079824;6580492,5;5563460;1222774,652;16588,01172;18749,74414;18525,13086;968329,932;773521,001;1015850,903;16248811;435412,843;453152,854;412693,415;5678003,172;5776065,649;5961740,953;3442626,5;3631344;3558204,25;3769448,75;2914928,5;2977270;409376,575;392185,922;385590,632;17656,54297;16106,11523;18673,60938;929760,621;905589,687;684294,152;12069696;5300308,737;4732495,728;5452616,168
2021/12/14 09:15;48025,43;20280,719;23338638;2340870,248;2364458,473;14784598,96;13314829,44;9343625,969;8532439,958;1628959,679;1637240,12;1138020,607;672986,992;40262,16016;37763,36328;25466,05859;2373453,215;1005889,147;1622784,02;27699626;11177583,73;9965741,289;9302417,923;6079910;6580583;5563541,5;1222787,626;16588,01172;18749,74414;18525,13086;968351,375;773537,671;1015852,81;16249044;435417,727;453157,883;412696,451;5678087,472;5776147,387;5961804,007;3442680,25;3631400,5;3558258,25;3769527,75;2914999,75;2977342,75;409383,975;392192,119;385595,846;17656,54297;16106,11523;18673,60938;929795,773;905592,525;684310,772;12070013;5300417,295;4732612,326;5452702,173
2021/12/14 09:30;48025,43;20280,719;23338906;2340889,664;2364476,854;14784732,34;13314946,27;9343713,436;8532514,909;1628977,817;1637257,529;1138031,447;672994,953;40262,16016;37763,36328;25466,05859;2373490,658;1005914,413;1622786,585;27699998;11177725,61;9965873,828;9302514,456;6079996;6580673;5563623,5;1222800,675;16588,01172;18749,74414;18525,13086;968372,891;773553,852;1015854,785;16249275;435422,628;453163,067;412699,464;5678170,527;5776228,883;5961866,334;3442734;3631456,75;3558312,5;3769606,75;2915071;2977415,5;409391,365;392198,561;385600,853;17656,54297;16106,11523;18673,60938;929832,852;905596,707;684327,614;12070334;5300526,039;4732731,961;5452788,598
2021/12/14 09:45;48025,43;20280,719;23339176;2340908,8;2364495,17;14784866,67;13315064,85;9343800,777;8532589,809;1628996,982;1637276,734;1138042,231;673002,918;40262,16016;37763,36328;25466,05859;2373528,808;1005943,245;1622789,232;27700374;11177867,42;9966010,031;9302611,199;6080082,5;6580763,5;5563705;1222813,567;16588,01172;18749,74414;18525,13086;968394,547;773573,592;1015856,678;16249512;435427,435;453168,981;412702,969;5678253,57;5776314,732;5961930,156;3442787,5;3631513;3558366,5;3769686;2915142,5;2977488,75;409399,018;392206,348;385605,331;17656,54297;16106,11523;18673,60938;929869,493;905599,09;684344,614;12070654;5300633,996;4732852,048;5452873,399
2021/12/14 10:00;48025,43;20280,719;23339448;2340927,992;2364513,431;14785001,39;13315185,3;9343888,231;8532664,714;1629016,513;1637297,567;1138053,149;673010,886;40262,16016;37763,36328;25466,05859;2373567,356;1005972,171;1622791,828;27700752;11178010,86;9966146,676;9302708,994;6080168,5;6580854;5563787;1222826,613;16588,01172;18749,74414;18525,13086;968423,486;773589,666;1015858,666;16249755;435432,43;453175,146;412706,778;5678344,85;5776397,148;5961994,345;3442841,25;3631569,25;3558420,75;3769765,25;2915213,75;2977561,5;409406,666;392214,085;385609,783;17656,54297;16106,11523;18673,60938;929906,716;905601,683;684362,662;12070975;5300743,349;4732972,632;5452957,566
