Timestamp;JB1_TEM4.J_TEM_4_Generator_A_Supply#Real Energy Into the Load#kWh;JB1_TEM4.J_TEM_4_Generator_B_Supply#Real Energy Into the Load#kWh;JB1_TEM4.J_TEM_4_Main_Incomer_8420#Real Energy Into the Load#kWh;JB1_TEM4.J_TEM_4_Mechanical_UPS_A#Real Energy Into the Load#kWh;JB1_TEM4.J_TEM_4_Mechanical_UPS_B#Real Energy Into the Load#kWh;JB1_TEM4.J_TEM_4_MLV_A#Real Energy Into the Load#kWh;JB1_TEM4.J_TEM_4_MLV_B#Real Energy Into the Load#kWh;JB1_TEM4.J_TEM_4_UPS_System_A#Real Energy Into the Load#kWh;JB1_TEM4.J_TEM_4_UPS_System_B#Real Energy Into the Load#kWh;JB1_TEM4.JB1_TEM4_HVAC_System_A#Real Energy Into the Load#kWh;JB1_TEM4.JB1_TEM4_HVAC_System_B#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_GCL_UPS_System_B#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_GCL_UPS_System_C#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_Gen_A_Supply#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_Gen_B_Supply#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_Gen_C_Supply#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_HVAC_Ssystem_A#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_HVAC_System_B#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_HVAC_System_C#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_Main_Incomer_LSVP#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_MLV_A#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_MLV_B#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5_MLV_C#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5A_UPS_System_A#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5B_UPS_System_B#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM_5C_UPS_System_C#Real Energy Into the Load#kWh;JB1_TEM5.J_TEM5_GCL_UPS_System_A#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_Generator_A_Supply#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_Generator_B_Supply#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_Generator_C_Supply#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_HVAC_System_A#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_HVAC_System_B#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_HVAC_System_C#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_Main_Incomer_HT#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_Mechanical_UPS_A#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_Mechanical_UPS_B#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_Mechanical_UPS_C#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_MLV_A#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_MLV_B#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_MLV_C#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_UPS_System_A#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_UPS_System_B#Real Energy Into the Load#kWh;JB1_TEM6.J_TEM_6_UPS_System_C#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_CCL_UPS_A#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_CCL_UPS_B#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_CCL_UPS_C#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_GCL_UPS_A#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_GCL_UPS_B#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_GCL_UPS_C#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_Generator_A_Supply#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_Generator_B_Supply#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_Generator_C_Supply#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_HVAC_B#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_HVAC_C#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_Hvac_System_A#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_Main_Incomer_HT#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_MLV_A#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_MLV_B#Real Energy Into the Load#kWh;JB1_TEM7.J_TEM_7_MLV_C#Real Energy Into the Load#kWh
2021/12/01 00:15;47778,617;18103,585;23008510;2318949,091;2340768,849;14621454,18;13165323,69;9232372,643;8436877,211;1609075,627;1615564,771;1125000,59;661304,447;39268,20313;36357,82031;24459,70898;2351009,543;978930,246;1593072,994;27236130;11024122,03;9804545,334;9151251,444;5971288,5;6467117,5;5460121,5;1207223,039;16003,59473;17900,82227;17682,35156;953870,893;752101,582;1001043,433;15955569;429759,915;447127,153;407618,243;5585960,48;5672047,99;5867669,787;3375618,5;3559861,75;3489032,5;3669127,75;2824641,5;2885017;401966,384;382743,894;377552,168;16815,4082;15065,52734;17806,59375;896177,052;883283,637;672484,283;11670346;5174490,335;4593270,589;5323712,734
2021/12/01 00:30;47778,617;18103,585;23008774;2318967,382;2340787,346;14621585,74;13165440,03;9232458,88;8436951,503;1609093,172;1615583,305;1125009,614;661314,076;39268,20313;36357,82031;24459,70898;2351041,168;978932,572;1593107,846;27236500;11024255,77;9804650,067;9151381,951;5971372,5;6467205,5;5460202;1207235,892;16003,59473;17900,82227;17682,35156;953888,178;752119,713;1001045,301;15955796;429765,682;447131,96;407621,527;5586039,19;5672130,137;5867732,092;3375670;3559916,75;3489086,25;3669205,75;2824711,5;2885088,5;401974,193;382751,999;377556,84;16815,4082;15065,52734;17806,59375;896210,825;883285,811;672500,643;11670661;5174597,241;4593387,68;5323796,711
2021/12/01 00:45;47778,617;18103,585;23009036;2318985,832;2340806,022;14621716,93;13165555,68;9232545,104;8437025,683;1609109,296;1615601,227;1125018,694;661323,7;39268,20313;36357,82031;24459,70898;2351072,466;978935,406;1593139,021;27236866;11024388,91;9804754,91;9151508,618;5971457;6467293;5460282;1207248,741;16003,59473;17900,82227;17682,35156;953904,077;752137,72;1001047,757;15956024;429771,406;447136,774;407624,826;5586116,528;5672212,39;5867795,912;3375721;3559971,75;3489139,75;3669283,25;2824781,5;2885160;401981,91;382760,004;377561,36;16815,4082;15065,52734;17806,59375;896243,663;883287,956;672516,906;11670971;5174704,204;4593502,762;5323879,37
2021/12/01 01:00;47778,617;18103,585;23009294;2319004,539;2340824,747;14621847,28;13165671,87;9232631,343;8437099,798;1609124,943;1615615,147;1125027,878;661333,037;39268,20313;36357,82031;24459,70898;2351103,356;978939,051;1593160,766;27237222;11024521,69;9804860,69;9151625,416;5971541;6467381;5460362,5;1207261,291;16003,59473;17900,82227;17682,35156;953919,701;752155,145;1001049,509;15956249;429776,797;447141,466;407627,96;5586193,12;5672293,664;5867858,974;3375772,25;3560026,75;3489193,5;3669360,75;2824851,5;2885231,25;401989,109;382767,473;377565,306;16815,4082;15065,52734;17806,59375;896275,449;883290,069;672532,995;11671281;5174810,486;4593617,072;5323962,411
2021/12/01 01:15;47778,617;18103,585;23009552;2319023,148;2340843,311;14621979,25;13165788,64;9232717,469;8437174,053;1609139,366;1615630,456;1125036,839;661342,654;39268,20313;36357,82031;24459,70898;2351133,368;978941,841;1593182,879;27237578;11024654,53;9804965,728;9151742,692;5971625,5;6467468,5;5460442,5;1207274,064;16003,59473;17900,82227;17682,35156;953933,024;752167,626;1001054,9;15956467;429781,31;447145,247;407631,544;5586266,491;5672368,967;5867924,794;3375823,25;3560081,5;3489247;3669438,25;2824921,25;2885303;401996,091;382774,718;377569,069;16815,4082;15065,52734;17806,59375;896302,413;883292,088;672549,002;11671586;5174916,452;4593726,442;5324044,738
2021/12/01 01:30;47778,617;18103,585;23009802;2319041,755;2340862,27;14622110,31;13165905,51;9232803,699;8437248,107;1609151,862;1615640,756;1125045,836;661352,205;39268,20313;36357,82031;24459,70898;2351158,458;978944,509;1593205,038;27237930;11024782,22;9805070,326;9151860,27;5971710;6467556,5;5460523;1207286,776;16003,59473;17900,82227;17682,35156;953941,18;752181,253;1001071,403;15956695;429785,619;447148,875;407635,148;5586334,526;5672445,584;5868002,877;3375874,5;3560136,25;3489300,75;3669515,75;2824991,25;2885374,5;402003,119;382781,993;377572,896;16815,4082;15065,52734;17806,59375;896325,611;883294,122;672565,026;11671887;5175022,259;4593831,97;5324127,483
2021/12/01 01:45;47778,617;18103,585;23010052;2319060,172;2340881,027;14622242,03;13166022,94;9232889,82;8437322,029;1609165,282;1615650,986;1125054,962;661361,746;39268,20313;36357,82031;24459,70898;2351179,949;978947,082;1593225,315;27238276;11024905,23;9805174,991;9151975,921;5971794,5;6467644,5;5460603,5;1207299,588;16003,59473;17900,82227;17682,35156;953948,18;752198,951;1001085,416;15956922;429789,988;447152,491;407638,776;5586401,308;5672525,852;5868078,487;3375925,5;3560191;3489354,25;3669593,25;2825061;2885446;402010,184;382789,322;377576,837;16815,4082;15065,52734;17806,59375;896347,06;883296,17;672580,973;11672184;5175127,997;4593934,448;5324209,629
2021/12/01 02:00;47778,617;18103,585;23010302;2319078,572;2340899,72;14622374,12;13166141,26;9232975,804;8437395,875;1609179,227;1615660,752;1125064,093;661371,278;39268,20313;36357,82031;24459,70898;2351203,536;978949,6;1593245,838;27238620;11025030,16;9805279,219;9152091,505;5971878;6467732;5460683,5;1207312,415;16003,59473;17900,82227;17682,35156;953956,475;752217,373;1001093,372;15957143;429794,614;447156,2;407642,483;5586468,649;5672606,694;5868146,802;3375976,25;3560245,75;3489407,5;3669670,5;2825130,25;2885517,25;402017,355;382796,778;377580,935;16815,4082;15065,52734;17806,59375;896369,836;883298,111;672598,06;11672482;5175233,551;4594039,138;5324292,128
2021/12/01 02:15;47778,617;18103,585;23010554;2319096,959;2340919;14622504,31;13166260,37;9233062,175;8437469,965;1609193,509;1615671,887;1125073,249;661380,834;39268,20313;36357,82031;24459,70898;2351228,459;978952,293;1593268,132;27238972;11025158,33;9805384,796;9152209,056;5971962,5;6467819,5;5460764;1207325,268;16003,59473;17900,82227;17682,35156;953964,275;752236,924;1001101,509;15957365;429799,181;447159,896;407646,124;5586535,181;5672688,829;5868216,312;3376027;3560300,25;3489460,75;3669747,75;2825200;2885588,75;402024,903;382804,597;377585,354;16815,4082;15065,52734;17806,59375;896394,309;883299,93;672614,402;11672783;5175339,744;4594145,838;5324374,938
2021/12/01 02:30;47778,617;18103,585;23010804;2319115,363;2340937,983;14622634,54;13166378,12;9233148,256;8437543,833;1609206,049;1615683,574;1125082,417;661390,435;39268,20313;36357,82031;24459,70898;2351265,333;978954,994;1593298,521;27239342;11025298,19;9805489,547;9152333,509;5972047;6467907;5460844,5;1207338,199;16003,59473;17900,82227;17682,35156;953969,227;752261,417;1001110,504;15957591;429804,041;447163,88;407649,665;5586599,506;5672776,184;5868286,636;3376077,75;3560355;3489514;3669825,25;2825269,5;2885660;402032,227;382812,203;377589,627;16815,4082;15065,52734;17806,59375;896420,521;883301,461;672636,281;11673091;5175451,658;4594253,825;5324457,088
2021/12/01 02:45;47778,617;18103,585;23011054;2319133,906;2340957,11;14622763,02;13166495,26;9233234,306;8437617,725;1609218,973;1615694,719;1125091,516;661400,053;39268,20313;36357,82031;24459,70898;2351298,092;978957,847;1593328,433;27239708;11025433,45;9805595,043;9152457,856;5972131;6467995;5460925;1207351,061;16003,59473;17900,82227;17682,35156;953981,377;752284,954;1001112,475;15957819;429809,666;447168,653;407652,965;5586672,513;5672863,361;5868349,803;3376128,5;3560409,5;3489567,5;3669902,25;2825339;2885731,25;402039,569;382819,843;377593,961;16815,4082;15065,52734;17806,59375;896452,177;883303,275;672659,098;11673407;5175564,594;4594367,83;5324539,598
2021/12/01 03:00;47778,617;18103,585;23011306;2319152,587;2340976,132;14622891,5;13166608,19;9233320,289;8437691,603;1609231,533;1615707,021;1125100,596;661409,658;39268,20313;36357,82031;24459,70898;2351330,273;978960,535;1593358,25;27240072;11025567,05;9805699,587;9152583,05;5972215,5;6468083;5461005,5;1207363,905;16003,59473;17900,82227;17682,35156;954000,522;752300,227;1001114,522;15958045;429815,098;447173,175;407656,145;5586752,28;5672941,804;5868412,923;3376179,5;3560464,25;3489621;3669979,5;2825408,5;2885802,75;402047,087;382827,652;377598,487;16815,4082;15065,52734;17806,59375;896483,428;883305,12;672677,594;11673717;5175672,225;4594480,393;5324622,036
2021/12/01 03:15;47778,617;18103,585;23011556;2319170,919;2340995,106;14623018,76;13166723,23;9233406,483;8437765,499;1609244,064;1615718,794;1125109,65;661419,265;39268,20313;36357,82031;24459,70898;2351362,08;978963,274;1593382,213;27240432;11025701,21;9805804,972;9152702,474;5972299,5;6468170;5461085,5;1207376,736;16003,59473;17900,82227;17682,35156;954020,41;752316,803;1001116,759;15958272;429820,56;447177,744;407659,368;5586832,848;5673021,801;5868476,333;3376230;3560518,75;3489674,25;3670057;2825477,75;2885874;402054,434;382835,312;377602,895;16815,4082;15065,52734;17806,59375;896515,451;883307,052;672693,648;11674025;5175777,111;4594594,84;5324704,792
2021/12/01 03:30;47778,617;18103,585;23011808;2319189,252;2341014,222;14623143,56;13166832,26;9233492,505;8437839,36;1609256,721;1615731,248;1125118,713;661428,869;39268,20313;36357,82031;24459,70898;2351394,271;978966,016;1593408,886;27240792;11025836,03;9805909,352;9152823,426;5972383,5;6468257,5;5461166;1207389,575;16003,59473;17900,82227;17682,35156;954039,238;752332,888;1001118,935;15958497;429826,003;447182,288;407662,568;5586911,441;5673101,172;5868539,328;3376280,75;3560573,5;3489727,5;3670134,25;2825547,25;2885945,25;402061,794;382842,968;377607,231;16815,4082;15065,52734;17806,59375;896546,701;883309,886;672710,327;11674334;5175883,766;4594707,429;5324788,256
2021/12/01 03:45;47778,617;18103,585;23012064;2319207,386;2341033,727;14623269,06;13166941,75;9233578,499;8437913,298;1609270,957;1615745,121;1125127,794;661438,469;39268,20313;36357,82031;24459,70898;2351426,438;978968,761;1593436,675;27241156;11025970,82;9806014,37;9152945,391;5972467,5;6468345,5;5461246,5;1207402,523;16003,59473;17900,82227;17682,35156;954059,218;752348,578;1001120,719;15958722;429831,507;447186,875;407665,871;5586990,784;5673180,202;5868601,288;3376331,75;3560628,25;3489781,25;3670211,5;2825616,75;2886016,75;402069,535;382850,988;377611,807;16815,4082;15065,52734;17806,59375;896578,682;883312,82;672727,338;11674646;5175991,177;4594821,712;5324871,983
2021/12/01 04:00;47778,617;18103,585;23012324;2319225,475;2341053,077;14623395,19;13167049,61;9233664,524;8437987,142;1609286,84;1615761,361;1125136,885;661448,075;39268,20313;36357,82031;24459,70898;2351458,592;978971,166;1593461,63;27241518;11026105,4;9806118,687;9153065,666;5972552;6468433;5461326,5;1207415,349;16003,59473;17900,82227;17682,35156;954079,533;752364,4;1001123,155;15958951;429837,207;447191,644;407670,033;5587071,107;5673259,531;5868665,689;3376382,5;3560682,75;3489834,5;3670288,75;2825686;2886088,25;402076,92;382858,443;377615,736;16815,4082;15065,52734;17806,59375;896610,541;883314,988;672743,416;11674954;5176096,555;4594934,975;5324954,264
2021/12/01 04:15;47778,617;18103,585;23012580;2319243,686;2341072,008;14623521,83;13167159,29;9233750,755;8438061,19;1609302,184;1615777,816;1125145,983;661457,683;39268,20313;36357,82031;24459,70898;2351490,627;978973,906;1593493,383;27241882;11026239,8;9806223,773;9153192,877;5972636;6468520,5;5461407;1207428,347;16003,59473;17900,82227;17682,35156;954099,574;752381,109;1001125,235;15959180;429842,999;447196,492;407674,374;5587152,238;5673340,139;5868730,054;3376433;3560737,75;3489887,5;3670365,75;2825755,25;2886159,25;402084,164;382865,779;377619,566;16815,4082;15065,52734;17806,59375;896642,183;883316,735;672759,501;11675258;5176201,264;4595048,079;5325036,318
2021/12/01 04:30;47778,617;18103,585;23012842;2319261,989;2341090,934;14623646,59;13167269,66;9233836,862;8438135,235;1609318,819;1615795,142;1125155,088;661467,312;39268,20313;36357,82031;24459,70898;2351523,382;978976,633;1593523,653;27242248;11026374,16;9806328,733;9153318,722;5972720;6468608;5461487,5;1207441,197;16003,59473;17900,82227;17682,35156;954120,34;752397,35;1001127,209;15959409;429848,747;447201,345;407678,703;5587233,815;5673420,097;5868793,842;3376483,75;3560792,5;3489941;3670443;2825824,5;2886230,75;402091,309;382873,04;377623,331;16815,4082;15065,52734;17806,59375;896674,246;883318,439;672775,676;11675566;5176306,772;4595161,757;5325118,151
2021/12/01 04:45;47778,617;18103,585;23013106;2319280,464;2341109,936;14623771,88;13167379,39;9233922,912;8438209,12;1609337,132;1615812,411;1125164,148;661476,918;39268,20313;36357,82031;24459,70898;2351555,785;978979,359;1593553,959;27242614;11026508,95;9806432,774;9153444,06;5972804;6468695,5;5461567,5;1207454,186;16003,59473;17900,82227;17682,35156;954141,144;752413,421;1001129,565;15959639;429854,547;447206,205;407683,016;5587315,519;5673500,088;5868857,554;3376534,5;3560847,25;3489994,5;3670520,25;2825894;2886302,25;402098,573;382880,301;377627,1;16815,4082;15065,52734;17806,59375;896706,167;883321,377;672791,861;11675875;5176412,923;4595274,471;5325201,75
2021/12/01 05:00;47778,617;18103,585;23013368;2319298,809;2341128,947;14623896,44;13167490,13;9234009,144;8438283,022;1609355,49;1615829,078;1125173,209;661486,544;39268,20313;36357,82031;24459,70898;2351588,616;978982,038;1593584,296;27242980;11026644,01;9806537,166;9153569,526;5972888;6468783;5461647,5;1207467,014;16003,59473;17900,82227;17682,35156;954161,855;752429,49;1001131,779;15959868;429860,118;447210,875;407686,27;5587397,022;5673579,457;5868920,73;3376585,25;3560902;3490047,75;3670597,5;2825963,5;2886373,5;402106,219;382887,263;377631,017;16815,4082;15065,52734;17806,59375;896738,148;883323,457;672808,065;11676184;5176519,416;4595388,129;5325284,31
2021/12/01 05:15;47778,617;18103,585;23013630;2319317,228;2341147,995;14624021,59;13167600,44;9234095,334;8438357,023;1609372,642;1615845,349;1125182,244;661496,155;39268,20313;36357,82031;24459,70898;2351621,343;978984,87;1593614,618;27243346;11026779,23;9806641,858;9153695,067;5972971,5;6468870;5461727,5;1207479,909;16003,59473;17900,82227;17682,35156;954183,192;752446,62;1001133,582;15960097;429865,776;447215,506;407689,491;5587479,22;5673660,45;5868983,561;3376635,75;3560957;3490101;3670674,75;2826033;2886444,5;402113,925;382894,295;377634,977;16815,4082;15065,52734;17806,59375;896770,566;883325,138;672825,209;11676491;5176625,948;4595501,294;5325366,47
2021/12/01 05:30;47778,617;18103,585;23013892;2319335,628;2341166,84;14624146,49;13167711,38;9234181,299;8438430,897;1609391,885;1615861,563;1125191,274;661505,769;39268,20313;36357,82031;24459,70898;2351653,073;978987,214;1593638,054;27243702;11026912,81;9806745,721;9153813,647;5973055,5;6468957;5461807,5;1207492,741;16003,59473;17900,82227;17682,35156;954201,058;752463,808;1001136,212;15960325;429871,387;447220,181;407692,747;5587558,062;5673741,719;5869047,425;3376686,75;3561012;3490154,25;3670752;2826102,25;2886515,75;402121,595;382901,337;377638,939;16815,4082;15065,52734;17806,59375;896802,727;883327,972;672842,151;11676800;5176732,127;4595615,056;5325449,638
2021/12/01 05:45;47778,617;18103,585;23014152;2319353,941;2341185,822;14624273,13;13167823,5;9234267,482;8438504,905;1609409,286;1615875,147;1125200,331;661515,393;39268,20313;36357,82031;24459,70898;2351683,979;978990,155;1593663,513;27244060;11027045,37;9806851,015;9153933,416;5973139,5;6469044,5;5461887,5;1207505,608;16003,59473;17900,82227;17682,35156;954219,382;752480,792;1001138,329;15960552;429877,063;447224,869;407696,04;5587637,579;5673822,819;5869109,862;3376737,75;3561067;3490207,75;3670829;2826172;2886586,75;402129,269;382908,386;377642,914;16815,4082;15065,52734;17806,59375;896834,473;883330,54;672858,223;11677108;5176838,705;4595728,164;5325531,901
2021/12/01 06:00;47778,617;18103,585;23014406;2319372,335;2341204,492;14624401,33;13167937,86;9234353,596;8438578,779;1609424,837;1615886,913;1125209,433;661525,003;39268,20313;36357,82031;24459,70898;2351714,766;978992,691;1593686,853;27244414;11027178,2;9806955,105;9154050,652;5973223;6469131,5;5461967,5;1207518,557;16003,59473;17900,82227;17682,35156;954237,25;752498,347;1001140,248;15960778;429882,668;447229,558;407699,914;5587715,441;5673904,406;5869173,239;3376788,75;3561122;3490261;3670906,25;2826241,25;2886658;402136,334;382915,493;377646,73;16815,4082;15065,52734;17806,59375;896866,406;883332,51;672874,339;11677415;5176944,546;4595841,044;5325614,125
2021/12/01 06:15;47778,617;18103,585;23014662;2319390,998;2341223,03;14624529,35;13168052,84;9234439,931;8438652,957;1609440,501;1615899,302;1125218,545;661534,643;39268,20313;36357,82031;24459,70898;2351745,671;978995,421;1593713,192;27244778;11027312,4;9807060,664;9154171,955;5973308;6469220,5;5462048,5;1207531,444;16003,59473;17900,82227;17682,35156;954256,012;752516,174;1001142,739;15961010;429888,477;447234,391;407704,047;5587794,745;5673986,925;5869238,111;3376840,5;3561177,5;3490315;3670983,5;2826311,75;2886730;402143,59;382922,809;377650,747;16815,4082;15065,52734;17806,59375;896898,356;883333,925;672890,46;11677725;5177051,247;4595955,581;5325695,869
2021/12/01 06:30;47778,617;18103,585;23014918;2319409,56;2341241,607;14624658,75;13168168,41;9234526,247;8438727,095;1609456,309;1615911,451;1125227,683;661544,255;39268,20313;36357,82031;24459,70898;2351776,567;978998,011;1593744,885;27245144;11027446,54;9807165,958;9154299,353;5973392,5;6469308,5;5462129;1207544,444;16003,59473;17900,82227;17682,35156;954274,598;752534,03;1001144,73;15961240;429894,108;447239,216;407708,179;5587874,288;5674069,286;5869302,523;3376892;3561233;3490368,75;3671061,25;2826381,5;2886801,25;402151,017;382930,288;377654,913;16815,4082;15065,52734;17806,59375;896930,553;883336,727;672906,553;11678033;5177156,662;4596069,138;5325779,015
2021/12/01 06:45;47778,617;18103,585;23015172;2319428,555;2341260,22;14624789,7;13168284,38;9234612,573;8438801,285;1609471,408;1615923,895;1125236,815;661553,895;39268,20313;36357,82031;24459,70898;2351807,623;979000,792;1593774,859;27245510;11027580,85;9807271,586;9154425,086;5973477;6469396,5;5462209,5;1207557,366;16003,59473;17900,82227;17682,35156;954292,917;752552,121;1001146,823;15961471;429899,885;447244,039;407712,293;5587954,555;5674152,048;5869366,577;3376943,75;3561288,5;3490422,5;3671138,75;2826451,25;2886872,5;402158,437;382937,738;377659,06;16815,4082;15065,52734;17806,59375;896962,765;883339,487;672922,691;11678343;5177262,36;4596183,869;5325862,515
2021/12/01 07:00;47778,617;18103,585;23015428;2319447,786;2341278,886;14624921,51;13168398,65;9234699,05;8438875,483;1609487,781;1615935,915;1125245,932;661563,521;39268,20313;36357,82031;24459,70898;2351839,101;979003,541;1593804,964;27245874;11027714,69;9807377,056;9154550,876;5973561;6469484;5462289,5;1207570,434;16003,59473;17900,82227;17682,35156;954311,426;752571,135;1001149,313;15961702;429905,573;447248,818;407715,715;5588035,349;5674236,085;5869430,12;3376995,5;3561344,25;3490476,25;3671216;2826520,75;2886943,75;402165,73;382944,602;377662,746;16815,4082;15065,52734;17806,59375;896994,705;883341,66;672939,641;11678650;5177369,983;4596297,448;5325944,448
2021/12/01 07:15;47778,617;18103,585;23015692;2319467,09;2341297,055;14625052,13;13168513,04;9234785,696;8438949,871;1609504,588;1615952,254;1125255,048;661573,17;39268,20313;36357,82031;24459,70898;2351871,076;979005,979;1593835,205;27246244;11027849,52;9807482,806;9154676,98;5973646,5;6469573;5462371;1207583,293;16003,59473;17900,82227;17682,35156;954328,72;752589,419;1001151,174;15961935;429911,162;447253,454;407718,898;5588114,906;5674319,022;5869493,707;3377048,25;3561400,25;3490530,75;3671293,5;2826591,5;2887016;402173,136;382951,556;377666,52;16815,4082;15065,52734;17806,59375;897027,404;883343,837;672957,069;11678964;5177478,317;4596411,683;5326027,33
2021/12/01 07:30;47778,617;18103,585;23015954;2319486,36;2341315,11;14625185;13168627,81;9234872,163;8439024,326;1609522,577;1615968,478;1125264,13;661582,809;39268,20313;36357,82031;24459,70898;2351903,321;979008,738;1593865,404;27246614;11027985,85;9807588,488;9154802,964;5973731,5;6469662;5462452;1207596,371;16003,59473;17900,82227;17682,35156;954347,448;752608,032;1001153,637;15962168;429916,942;447258,181;407722,213;5588196,216;5674402,505;5869558,251;3377100,5;3561456,25;3490584,75;3671371,25;2826661,75;2887087,75;402180,563;382958,547;377670,318;16815,4082;15065,52734;17806,59375;897060,823;883346,024;672973,489;11679276;5177585,756;4596527,492;5326110,037
2021/12/01 07:45;47778,617;18103,585;23016218;2319505,304;2341333,472;14625316,03;13168739,31;9234958,924;8439098,853;1609540,954;1615985,193;1125273,225;661592,441;39268,20313;36357,82031;24459,70898;2351935,975;979011,39;1593896,018;27246982;11028122,14;9807695,179;9154928,548;5973816,5;6469750,5;5462532,5;1207609,209;16003,59473;17900,82227;17682,35156;954366,193;752627,885;1001155,675;15962401;429922,581;447262,923;407725,508;5588276,466;5674487,378;5869622,221;3377152,75;3561512,25;3490639;3671449,5;2826732;2887159,5;402188,007;382965,538;377674,133;16815,4082;15065,52734;17806,59375;897094,867;883348,218;672990,055;11679587;5177692,403;4596643,26;5326192,75
2021/12/01 08:00;47778,617;18103,585;23016482;2319523,99;2341351,913;14625444,47;13168849,76;9235045,777;8439173,505;1609558,84;1616002,936;1125282,403;661602,082;39268,20313;36357,82031;24459,70898;2351969,058;979014,202;1593926,656;27247352;11028259,49;9807802,037;9155054,377;5973902;6469840;5462613,5;1207622,207;16003,59473;17900,82227;17682,35156;954384,831;752647,116;1001158,172;15962633;429928,025;447267,673;407729,092;5588356,566;5674571,735;5869686,007;3377205,5;3561568,5;3490693,25;3671527,25;2826802,25;2887231,25;402195,418;382973,001;377678,273;16815,4082;15065,52734;17806,59375;897129,417;883350,043;673006,713;11679899;5177798,974;4596760,422;5326275,626
2021/12/01 08:15;47778,617;18103,585;23016752;2319542,323;2341370,891;14625573,08;13168961,24;9235132,942;8439248,4;1609577,058;1616020,829;1125291,537;661611,718;39268,20313;36357,82031;24459,70898;2352002,383;979016,971;1593957,688;27247730;11028397,83;9807910,515;9155181,605;5973989;6469931,5;5462696,5;1207635,145;16003,59473;17900,82227;17682,35156;954404,516;752666,434;1001160,158;15962870;429933,406;447272,541;407732,825;5588438,215;5674656,662;5869751,017;3377259,25;3561625,25;3490748,5;3671605,5;2826873,25;2887304,25;402203,26;382980,91;377682,813;16815,4082;15065,52734;17806,59375;897164,61;883351,945;673023,399;11680219;5177907,759;4596879,553;5326359,087
2021/12/01 08:30;47778,617;18103,585;23017020;2319560,709;2341390,139;14625701,51;13169072,48;9235220,139;8439323,37;1609595,647;1616040,316;1125300,65;661621,343;39268,20313;36357,82031;24459,70898;2352035,877;979019,766;1593988,562;27248106;11028536,37;9808018,644;9155309,506;5974075,5;6470022;5462778,5;1207648,091;16003,59473;17900,82227;17682,35156;954424,104;752686,343;1001162,447;15963109;429938,768;447277,374;407736,572;5588521,068;5674742,142;5869816,556;3377313;3561682;3490803,75;3671684,5;2826944,25;2887376,5;402210,968;382988,673;377687,21;16815,4082;15065,52734;17806,59375;897199,792;883355,507;673041,14;11680539;5178017,652;4596997,299;5326444,144
