Description:,"Celsius-based cooling degree days with base temperatures at and around 16 C"
Source:,"www.degreedays.net"
Accuracy:,"Estimates were made to account for missing data: the ""% Estimated"" column shows how much each figure was affected (0% is best, 100% is worst)"
Station:,"Cape Town, Cape Town International Airport, ZA (18.60E,33.96S)"
Station ID:,FACT
,(Column titles show the base temperature in Celsius)
Date,CDD 13,CDD 13.5,CDD 14,CDD 14.5,CDD 15,CDD 15.5,CDD 16,CDD 16.5,CDD 17,CDD 17.5,CDD 18,CDD 18.5,CDD 19,% Estimated
2022-03-03,7.2,6.7,6.2,5.7,5.2,4.7,4.2,3.7,3.2,2.7,2.2,1.8,1.5,0
2022-03-04,7.4,6.9,6.4,5.9,5.4,4.9,4.4,3.9,3.4,3,2.7,2.3,2,0
2022-03-05,9.7,9.2,8.7,8.2,7.7,7.2,6.7,6.2,5.7,5.2,4.7,4.3,3.8,0
2022-03-06,9.4,8.9,8.4,7.9,7.4,6.9,6.4,5.9,5.4,4.9,4.4,4,3.6,0
2022-03-07,8.2,7.7,7.2,6.7,6.2,5.7,5.2,4.7,4.2,3.7,3.2,2.7,2.2,0
2022-03-08,9.8,9.3,8.8,8.3,7.8,7.3,6.8,6.3,5.8,5.3,4.8,4.3,3.8,0
2022-03-09,8.7,8.2,7.7,7.2,6.7,6.2,5.7,5.2,4.7,4.3,3.9,3.5,3.1,0
2022-03-10,8.1,7.6,7.1,6.6,6.1,5.6,5.1,4.6,4.1,3.6,3.1,2.7,2.2,0
2022-03-11,9.6,9.1,8.6,8.1,7.6,7.1,6.6,6.2,5.8,5.4,4.9,4.6,4.3,0
2022-03-12,7.5,7,6.5,6,5.5,5,4.5,4,3.5,3,2.6,2.2,1.9,0
2022-03-13,3.8,3.3,2.8,2.3,1.8,1.3,0.9,0.6,0.2,0.1,0.1,0,0,0
2022-03-14,3.4,2.9,2.5,2.1,1.7,1.4,1.1,0.9,0.7,0.5,0.4,0.2,0.1,0
2022-03-15,5.6,5.1,4.6,4.2,3.7,3.3,2.9,2.6,2.2,1.9,1.6,1.4,1.2,0
2022-03-16,7.8,7.3,6.8,6.3,5.8,5.3,4.8,4.3,3.8,3.3,2.9,2.5,2.2,0
