"Time stamp","Value","Events","Comment","User"
"2021/01/12 15:00:00","8 596 359,97","","",""
"2021/01/12 14:30:00","8 596 169,82","","",""
"2021/01/12 14:00:00","8 595 979,69","","",""
"2021/01/12 13:30:00","8 595 789,34","","",""
"2021/01/12 13:00:00","8 595 598,86","","",""
"2021/01/12 12:30:00","8 595 408,74","","",""
"2021/01/12 12:00:00","8 595 218,63","","",""
"2021/01/12 11:30:00","8 595 028,38","","",""
"2021/01/12 11:00:00","8 594 837,78","","",""
"2021/01/12 10:30:00","8 594 647,27","","",""
"2021/01/12 10:00:00","8 594 457,17","","",""
"2021/01/12 09:30:00","8 594 266,67","","",""
"2021/01/12 09:00:00","8 594 076,56","","",""
"2021/01/12 08:30:00","8 593 886,61","","",""
"2021/01/12 08:00:00","8 593 696,43","","",""
"2021/01/12 07:30:00","8 593 506,80","","",""
"2021/01/12 07:00:00","8 593 317,42","","",""
"2021/01/12 06:30:00","8 593 128,84","","",""
"2021/01/12 06:00:00","8 592 940,09","","",""
"2021/01/12 05:30:00","8 592 751,42","","",""
"2021/01/12 05:00:00","8 592 563,25","","",""
"2021/01/12 04:30:00","8 592 374,48","","",""
"2021/01/12 04:00:00","8 592 186,29","","",""
"2021/01/12 03:30:00","8 591 997,57","","",""
"2021/01/12 03:00:00","8 591 808,65","","",""
"2021/01/12 02:30:00","8 591 619,83","","",""
"2021/01/12 02:00:00","8 591 430,71","","",""
"2021/01/12 01:30:00","8 591 242,06","","",""
"2021/01/12 01:00:00","8 591 052,63","","",""
"2021/01/12 00:30:00","8 590 863,60","","",""
"2021/01/12 00:00:00","8 590 674,44","","",""
"2021/01/11 23:30:00","8 590 484,61","","",""
"2021/01/11 23:00:00","8 590 294,95","","",""
"2021/01/11 22:30:00","8 590 105,22","","",""
"2021/01/11 22:00:00","8 589 915,22","","",""
"2021/01/11 21:30:00","8 589 725,28","","",""
"2021/01/11 21:00:00","8 589 534,94","","",""
"2021/01/11 20:30:00","8 589 344,94","","",""
"2021/01/11 20:00:00","8 589 154,97","","",""
"2021/01/11 19:30:00","8 588 964,96","","",""
"2021/01/11 19:00:00","8 588 774,78","","",""
"2021/01/11 18:30:00","8 588 585,15","","",""
"2021/01/11 18:00:00","8 588 395,10","","",""
"2021/01/11 17:30:00","8 588 205,27","","",""
"2021/01/11 17:00:00","8 588 015,32","","",""
"2021/01/11 16:30:00","8 587 825,30","","",""
"2021/01/11 16:00:00","8 587 634,67","","",""
"2021/01/11 15:30:00","8 587 444,29","","",""
"2021/01/11 15:00:00","8 587 254,06","","",""
"2021/01/11 14:30:00","8 587 063,50","","",""
"2021/01/11 14:00:00","8 586 873,21","","",""
"2021/01/11 13:30:00","8 586 682,94","","",""
"2021/01/11 13:00:00","8 586 492,56","","",""
"2021/01/11 12:30:00","8 586 302,49","","",""
"2021/01/11 12:00:00","8 586 112,11","","",""
"2021/01/11 11:30:00","8 585 922,21","","",""
"2021/01/11 11:00:00","8 585 732,14","","",""
"2021/01/11 10:30:00","8 585 542,45","","",""
"2021/01/11 10:00:00","8 585 352,13","","",""
"2021/01/11 09:30:00","8 585 162,05","","",""
"2021/01/11 09:00:00","8 584 971,89","","",""
"2021/01/11 08:30:00","8 584 782,09","","",""
"2021/01/11 08:00:00","8 584 592,39","","",""
"2021/01/11 07:30:00","8 584 403,43","","",""
"2021/01/11 07:00:00","8 584 214,67","","",""
"2021/01/11 06:30:00","8 584 026,46","","",""
"2021/01/11 06:00:00","8 583 837,92","","",""
"2021/01/11 05:30:00","8 583 649,96","","",""
"2021/01/11 05:00:00","8 583 461,85","","",""
"2021/01/11 04:30:00","8 583 273,84","","",""
"2021/01/11 04:00:00","8 583 085,13","","",""
"2021/01/11 03:30:00","8 582 896,70","","",""
"2021/01/11 03:00:00","8 582 708,68","","",""
"2021/01/11 02:30:00","8 582 520,06","","",""
"2021/01/11 02:00:00","8 582 331,61","","",""
"2021/01/11 01:30:00","8 582 142,85","","",""
"2021/01/11 01:00:00","8 581 954,11","","",""
"2021/01/11 00:30:00","8 581 765,75","","",""
"2021/01/11 00:00:00","8 581 576,32","","",""
"2021/01/10 23:30:00","8 581 387,05","","",""
"2021/01/10 23:00:00","8 581 198,23","","",""
"2021/01/10 22:30:00","8 581 008,62","","",""
"2021/01/10 22:00:00","8 580 819,07","","",""
"2021/01/10 21:30:00","8 580 629,15","","",""
"2021/01/10 21:00:00","8 580 439,49","","",""
"2021/01/10 20:30:00","8 580 250,15","","",""
"2021/01/10 20:00:00","8 580 059,73","","",""
"2021/01/10 19:30:00","8 579 870,30","","",""
"2021/01/10 19:00:00","8 579 680,08","","",""
"2021/01/10 18:30:00","8 579 490,30","","",""
"2021/01/10 18:00:00","8 579 300,30","","",""
"2021/01/10 17:30:00","8 579 110,87","","",""
"2021/01/10 17:00:00","8 578 921,37","","",""
"2021/01/10 16:30:00","8 578 731,56","","",""
"2021/01/10 16:00:00","8 578 542,09","","",""
"2021/01/10 15:30:00","8 578 352,72","","",""
"2021/01/10 15:00:00","8 578 163,30","","",""
"2021/01/10 14:30:00","8 577 973,92","","",""
"2021/01/10 14:00:00","8 577 784,52","","",""
"2021/01/10 13:30:00","8 577 595,04","","",""
"2021/01/10 13:00:00","8 577 406,16","","",""
"2021/01/10 12:30:00","8 577 216,42","","",""
"2021/01/10 12:00:00","8 577 027,11","","",""
"2021/01/10 11:30:00","8 576 837,64","","",""
"2021/01/10 11:00:00","8 576 648,35","","",""
"2021/01/10 10:30:00","8 576 458,82","","",""
"2021/01/10 10:00:00","8 576 269,82","","",""
"2021/01/10 09:30:00","8 576 080,25","","",""
"2021/01/10 09:00:00","8 575 891,12","","",""
"2021/01/10 08:30:00","8 575 701,79","","",""
"2021/01/10 08:00:00","8 575 512,88","","",""
"2021/01/10 07:30:00","8 575 323,99","","",""
"2021/01/10 07:00:00","8 575 135,23","","",""
"2021/01/10 06:30:00","8 574 946,94","","",""
"2021/01/10 06:00:00","8 574 758,52","","",""
"2021/01/10 05:30:00","8 574 570,85","","",""
"2021/01/10 05:00:00","8 574 382,25","","",""
"2021/01/10 04:30:00","8 574 194,43","","",""
"2021/01/10 04:00:00","8 574 005,55","","",""
"2021/01/10 03:30:00","8 573 817,31","","",""
"2021/01/10 03:00:00","8 573 628,33","","",""
"2021/01/10 02:30:00","8 573 439,89","","",""
"2021/01/10 02:00:00","8 573 250,62","","",""
"2021/01/10 01:30:00","8 573 061,85","","",""
"2021/01/10 01:00:00","8 572 872,70","","",""
"2021/01/10 00:30:00","8 572 683,37","","",""
"2021/01/10 00:00:00","8 572 493,70","","",""
"2021/01/09 23:30:00","8 572 304,55","","",""
"2021/01/09 23:00:00","8 572 114,91","","",""
"2021/01/09 22:30:00","8 571 925,19","","",""
"2021/01/09 22:00:00","8 571 735,15","","",""
"2021/01/09 21:30:00","8 571 545,42","","",""
"2021/01/09 21:00:00","8 571 355,84","","",""
"2021/01/09 20:30:00","8 571 165,79","","",""
"2021/01/09 20:00:00","8 570 976,27","","",""
"2021/01/09 19:30:00","8 570 786,80","","",""
"2021/01/09 19:00:00","8 570 597,49","","",""
"2021/01/09 18:30:00","8 570 407,72","","",""
"2021/01/09 18:00:00","8 570 218,60","","",""
"2021/01/09 17:30:00","8 570 029,05","","",""
"2021/01/09 17:00:00","8 569 839,94","","",""
"2021/01/09 16:30:00","8 569 650,41","","",""
"2021/01/09 16:00:00","8 569 460,90","","",""
"2021/01/09 15:30:00","8 569 271,48","","",""
"2021/01/09 15:00:00","8 569 082,21","","",""
"2021/01/09 14:30:00","8 568 893,04","","",""
"2021/01/09 14:00:00","8 568 703,27","","",""
"2021/01/09 13:30:00","8 568 514,05","","",""
"2021/01/09 13:00:00","8 568 324,63","","",""
"2021/01/09 12:30:00","8 568 135,19","","",""
"2021/01/09 12:00:00","8 567 945,66","","",""
"2021/01/09 11:30:00","8 567 756,56","","",""
"2021/01/09 11:00:00","8 567 567,08","","",""
"2021/01/09 10:30:00","8 567 377,49","","",""
"2021/01/09 10:00:00","8 567 188,04","","",""
"2021/01/09 09:30:00","8 566 998,60","","",""
"2021/01/09 09:00:00","8 566 809,35","","",""
"2021/01/09 08:30:00","8 566 620,03","","",""
"2021/01/09 08:00:00","8 566 430,65","","",""
"2021/01/09 07:30:00","8 566 241,55","","",""
"2021/01/09 07:00:00","8 566 052,75","","",""
"2021/01/09 06:30:00","8 565 864,00","","",""
"2021/01/09 06:00:00","8 565 675,21","","",""
"2021/01/09 05:30:00","8 565 486,87","","",""
"2021/01/09 05:00:00","8 565 298,21","","",""
"2021/01/09 04:30:00","8 565 109,68","","",""
"2021/01/09 04:00:00","8 564 920,88","","",""
"2021/01/09 03:30:00","8 564 732,45","","",""
"2021/01/09 03:00:00","8 564 543,10","","",""
"2021/01/09 02:30:00","8 564 354,14","","",""
"2021/01/09 02:00:00","8 564 165,05","","",""
"2021/01/09 01:30:00","8 563 975,91","","",""
"2021/01/09 01:00:00","8 563 786,58","","",""
"2021/01/09 00:30:00","8 563 597,50","","",""
"2021/01/09 00:00:00","8 563 408,04","","",""
"2021/01/08 23:30:00","8 563 218,39","","",""
"2021/01/08 23:00:00","8 563 028,39","","",""
"2021/01/08 22:30:00","8 562 838,85","","",""
"2021/01/08 22:00:00","8 562 648,51","","",""
"2021/01/08 21:30:00","8 562 458,51","","",""
"2021/01/08 21:00:00","8 562 268,66","","",""
"2021/01/08 20:30:00","8 562 078,23","","",""
"2021/01/08 20:00:00","8 561 888,01","","",""
"2021/01/08 19:30:00","8 561 697,99","","",""
"2021/01/08 19:00:00","8 561 507,84","","",""
"2021/01/08 18:30:00","8 561 317,72","","",""
"2021/01/08 18:00:00","8 561 127,74","","",""
"2021/01/08 17:30:00","8 560 937,98","","",""
"2021/01/08 17:00:00","8 560 748,15","","",""
"2021/01/08 16:30:00","8 560 557,97","","",""
"2021/01/08 16:00:00","8 560 368,36","","",""
"2021/01/08 15:30:00","8 560 177,91","","",""
"2021/01/08 15:00:00","8 559 988,05","","",""
"2021/01/08 14:30:00","8 559 797,66","","",""
"2021/01/08 14:00:00","8 559 607,62","","",""
"2021/01/08 13:30:00","8 559 417,51","","",""
"2021/01/08 13:00:00","8 559 227,03","","",""
"2021/01/08 12:30:00","8 559 037,40","","",""
"2021/01/08 12:00:00","8 558 846,86","","",""
"2021/01/08 11:30:00","8 558 656,78","","",""
"2021/01/08 11:00:00","8 558 466,94","","",""
"2021/01/08 10:30:00","8 558 276,48","","",""
"2021/01/08 10:00:00","8 558 086,60","","",""
"2021/01/08 09:30:00","8 557 896,36","","",""
"2021/01/08 09:00:00","8 557 706,04","","",""
"2021/01/08 08:30:00","8 557 516,03","","",""
"2021/01/08 08:00:00","8 557 326,24","","",""
"2021/01/08 07:30:00","8 557 136,83","","",""
"2021/01/08 07:00:00","8 556 947,98","","",""
"2021/01/08 06:30:00","8 556 759,21","","",""
"2021/01/08 06:00:00","8 556 570,93","","",""
"2021/01/08 05:30:00","8 556 382,67","","",""
"2021/01/08 05:00:00","8 556 194,33","","",""
"2021/01/08 04:30:00","8 556 006,08","","",""
"2021/01/08 04:00:00","8 555 817,60","","",""
"2021/01/08 03:30:00","8 555 628,75","","",""
"2021/01/08 03:00:00","8 555 439,86","","",""
"2021/01/08 02:30:00","8 555 251,22","","",""
"2021/01/08 02:00:00","8 555 062,22","","",""
"2021/01/08 01:30:00","8 554 873,65","","",""
"2021/01/08 01:00:00","8 554 685,22","","",""
"2021/01/08 00:30:00","8 554 496,39","","",""
"2021/01/08 00:00:00","8 554 307,11","","",""
"2021/01/07 23:30:00","8 554 118,01","","",""
"2021/01/07 23:00:00","8 553 928,87","","",""
"2021/01/07 22:30:00","8 553 739,06","","",""
"2021/01/07 22:00:00","8 553 549,46","","",""
"2021/01/07 21:30:00","8 553 359,88","","",""
"2021/01/07 21:00:00","8 553 170,30","","",""
"2021/01/07 20:30:00","8 552 980,36","","",""
"2021/01/07 20:00:00","8 552 790,80","","",""
"2021/01/07 19:30:00","8 552 600,55","","",""
"2021/01/07 19:00:00","8 552 411,08","","",""
"2021/01/07 18:30:00","8 552 221,14","","",""
"2021/01/07 18:00:00","8 552 031,21","","",""
"2021/01/07 17:30:00","8 551 841,79","","",""
"2021/01/07 17:00:00","8 551 651,76","","",""
"2021/01/07 16:30:00","8 551 461,95","","",""
"2021/01/07 16:00:00","8 551 272,06","","",""
"2021/01/07 15:30:00","8 551 081,89","","",""
"2021/01/07 15:00:00","8 550 892,15","","",""
"2021/01/07 14:30:00","8 550 702,03","","",""
"2021/01/07 14:00:00","8 550 512,17","","",""
"2021/01/07 13:30:00","8 550 322,77","","",""
"2021/01/07 13:00:00","8 550 132,95","","",""
"2021/01/07 12:30:00","8 549 942,88","","",""
"2021/01/07 12:00:00","8 549 753,34","","",""
"2021/01/07 11:30:00","8 549 563,25","","",""
"2021/01/07 11:00:00","8 549 373,44","","",""
"2021/01/07 10:30:00","8 549 183,97","","",""
"2021/01/07 10:00:00","8 548 994,19","","",""
"2021/01/07 09:30:00","8 548 804,72","","",""
"2021/01/07 09:00:00","8 548 615,00","","",""
"2021/01/07 08:30:00","8 548 425,62","","",""
"2021/01/07 08:00:00","8 548 235,97","","",""
"2021/01/07 07:30:00","8 548 047,54","","",""
"2021/01/07 07:00:00","8 547 858,82","","",""
"2021/01/07 06:30:00","8 547 670,54","","",""
"2021/01/07 06:00:00","8 547 482,68","","",""
"2021/01/07 05:30:00","8 547 294,74","","",""
"2021/01/07 05:00:00","8 547 106,57","","",""
"2021/01/07 04:30:00","8 546 918,42","","",""
"2021/01/07 04:00:00","8 546 730,09","","",""
"2021/01/07 03:30:00","8 546 542,28","","",""
"2021/01/07 03:00:00","8 546 353,50","","",""
"2021/01/07 02:30:00","8 546 165,35","","",""
"2021/01/07 02:00:00","8 545 976,50","","",""
"2021/01/07 01:30:00","8 545 788,59","","",""
"2021/01/07 01:00:00","8 545 599,72","","",""
"2021/01/07 00:30:00","8 545 410,82","","",""
"2021/01/07 00:00:00","8 545 221,65","","",""
"2021/01/06 23:30:00","8 545 032,21","","",""
"2021/01/06 23:00:00","8 544 842,44","","",""
"2021/01/06 22:30:00","8 544 652,68","","",""
"2021/01/06 22:00:00","8 544 462,47","","",""
"2021/01/06 21:30:00","8 544 272,68","","",""
"2021/01/06 21:00:00","8 544 083,16","","",""
"2021/01/06 20:30:00","8 543 893,42","","",""
"2021/01/06 20:00:00","8 543 703,37","","",""
"2021/01/06 19:30:00","8 543 513,66","","",""
"2021/01/06 19:00:00","8 543 323,75","","",""
"2021/01/06 18:30:00","8 543 134,25","","",""
"2021/01/06 18:00:00","8 542 944,46","","",""
"2021/01/06 17:30:00","8 542 755,16","","",""
"2021/01/06 17:00:00","8 542 565,38","","",""
"2021/01/06 16:30:01","8 542 375,92","","",""
"2021/01/06 16:00:00","8 542 186,32","","",""
"2021/01/06 15:30:00","8 541 996,06","","",""
"2021/01/06 15:00:00","8 541 806,28","","",""
"2021/01/06 14:30:00","8 541 616,66","","",""
"2021/01/06 14:00:00","8 541 426,60","","",""
"2021/01/06 13:30:00","8 541 236,78","","",""
"2021/01/06 13:00:00","8 541 046,40","","",""
"2021/01/06 12:30:00","8 540 856,55","","",""
"2021/01/06 12:00:00","8 540 666,51","","",""
"2021/01/06 11:30:00","8 540 476,98","","",""
"2021/01/06 11:00:00","8 540 286,96","","",""
"2021/01/06 10:30:00","8 540 096,95","","",""
"2021/01/06 10:00:00","8 539 906,91","","",""
"2021/01/06 09:30:00","8 539 717,21","","",""
"2021/01/06 09:00:00","8 539 527,49","","",""
"2021/01/06 08:30:00","8 539 337,96","","",""
"2021/01/06 08:00:00","8 539 148,48","","",""
"2021/01/06 07:30:00","8 538 959,59","","",""
"2021/01/06 07:00:00","8 538 770,61","","",""
"2021/01/06 06:30:00","8 538 581,66","","",""
"2021/01/06 06:00:00","8 538 393,29","","",""
"2021/01/06 05:30:00","8 538 204,95","","",""
"2021/01/06 05:00:00","8 538 016,75","","",""
"2021/01/06 04:30:00","8 537 828,13","","",""
"2021/01/06 04:00:00","8 537 639,89","","",""
"2021/01/06 03:30:00","8 537 451,13","","",""
"2021/01/06 03:00:00","8 537 262,47","","",""
"2021/01/06 02:30:00","8 537 073,53","","",""
"2021/01/06 02:00:00","8 536 884,46","","",""
"2021/01/06 01:30:00","8 536 696,32","","",""
"2021/01/06 01:00:00","8 536 506,95","","",""
"2021/01/06 00:30:00","8 536 318,07","","",""
"2021/01/06 00:00:00","8 536 129,20","","",""
"2021/01/05 23:30:00","8 535 939,90","","",""
"2021/01/05 23:00:00","8 535 750,95","","",""
"2021/01/05 22:30:00","8 535 561,35","","",""
"2021/01/05 22:00:00","8 535 371,06","","",""
"2021/01/05 21:30:00","8 535 181,34","","",""
"2021/01/05 21:00:00","8 534 991,44","","",""
"2021/01/05 20:30:00","8 534 801,67","","",""
"2021/01/05 20:00:00","8 534 611,69","","",""
"2021/01/05 19:30:00","8 534 421,64","","",""
"2021/01/05 19:00:00","8 534 232,14","","",""
"2021/01/05 18:30:00","8 534 042,53","","",""
"2021/01/05 18:00:00","8 533 852,32","","",""
"2021/01/05 17:30:00","8 533 662,77","","",""
"2021/01/05 17:00:00","8 533 473,39","","",""
"2021/01/05 16:30:00","8 533 283,72","","",""
"2021/01/05 16:00:00","8 533 093,88","","",""
"2021/01/05 15:30:00","8 532 904,09","","",""
"2021/01/05 15:00:00","8 532 714,22","","",""
"2021/01/05 14:30:00","8 532 524,19","","",""
"2021/01/05 14:00:00","8 532 333,80","","",""
"2021/01/05 13:30:00","8 532 144,08","","",""
"2021/01/05 13:00:00","8 531 953,75","","",""
"2021/01/05 12:30:00","8 531 763,81","","",""
"2021/01/05 12:00:00","8 531 573,88","","",""
"2021/01/05 11:30:00","8 531 383,63","","",""
"2021/01/05 11:00:00","8 531 193,85","","",""
"2021/01/05 10:30:00","8 531 003,66","","",""
"2021/01/05 10:00:00","8 530 814,22","","",""
"2021/01/05 09:30:00","8 530 624,05","","",""
"2021/01/05 09:00:00","8 530 434,17","","",""
"2021/01/05 08:30:00","8 530 244,39","","",""
"2021/01/05 08:00:00","8 530 054,84","","",""
"2021/01/05 07:30:00","8 529 865,66","","",""
"2021/01/05 07:00:00","8 529 676,76","","",""
"2021/01/05 06:30:00","8 529 488,26","","",""
"2021/01/05 06:00:00","8 529 299,68","","",""
"2021/01/05 05:30:00","8 529 111,45","","",""
"2021/01/05 05:00:00","8 528 923,11","","",""
"2021/01/05 04:30:00","8 528 734,72","","",""
"2021/01/05 04:00:00","8 528 546,23","","",""
"2021/01/05 03:30:00","8 528 357,89","","",""
"2021/01/05 03:00:00","8 528 168,85","","",""
"2021/01/05 02:30:00","8 527 980,08","","",""
"2021/01/05 02:00:00","8 527 791,02","","",""
"2021/01/05 01:30:00","8 527 602,58","","",""
"2021/01/05 01:00:00","8 527 413,32","","",""
"2021/01/05 00:30:00","8 527 224,62","","",""
"2021/01/05 00:00:00","8 527 034,93","","",""
"2021/01/04 23:30:00","8 526 845,91","","",""
"2021/01/04 23:00:00","8 526 656,67","","",""
"2021/01/04 22:30:00","8 526 466,72","","",""
"2021/01/04 22:00:00","8 526 276,69","","",""
"2021/01/04 21:30:00","8 526 086,94","","",""
"2021/01/04 21:00:00","8 525 896,66","","",""
"2021/01/04 20:30:00","8 525 707,15","","",""
"2021/01/04 20:00:00","8 525 516,88","","",""
"2021/01/04 19:30:00","8 525 327,15","","",""
"2021/01/04 19:00:00","8 525 137,67","","",""
"2021/01/04 18:30:00","8 524 948,05","","",""
"2021/01/04 18:00:00","8 524 758,06","","",""
"2021/01/04 17:30:00","8 524 568,47","","",""
"2021/01/04 17:00:00","8 524 378,88","","",""
"2021/01/04 16:30:00","8 524 188,78","","",""
"2021/01/04 16:00:00","8 523 999,22","","",""
"2021/01/04 15:30:00","8 523 808,98","","",""
"2021/01/04 15:00:00","8 523 619,45","","",""
"2021/01/04 14:30:00","8 523 429,14","","",""
"2021/01/04 14:00:00","8 523 238,98","","",""
"2021/01/04 13:30:00","8 523 049,24","","",""
"2021/01/04 13:00:00","8 522 859,20","","",""
"2021/01/04 12:30:00","8 522 669,56","","",""
"2021/01/04 12:00:00","8 522 479,25","","",""
"2021/01/04 11:30:00","8 522 289,50","","",""
"2021/01/04 11:00:00","8 522 099,39","","",""
"2021/01/04 10:30:00","8 521 909,89","","",""
"2021/01/04 10:00:00","8 521 719,52","","",""
"2021/01/04 09:30:00","8 521 530,19","","",""
"2021/01/04 09:00:00","8 521 340,37","","",""
"2021/01/04 08:30:00","8 521 150,88","","",""
"2021/01/04 08:00:00","8 520 961,68","","",""
"2021/01/04 07:30:00","8 520 772,45","","",""
"2021/01/04 07:00:00","8 520 583,72","","",""
"2021/01/04 06:30:00","8 520 395,32","","",""
"2021/01/04 06:00:00","8 520 207,52","","",""
"2021/01/04 05:30:00","8 520 019,21","","",""
"2021/01/04 05:00:00","8 519 831,46","","",""
"2021/01/04 04:30:00","8 519 643,00","","",""
"2021/01/04 04:00:00","8 519 455,26","","",""
"2021/01/04 03:30:00","8 519 266,73","","",""
"2021/01/04 03:00:00","8 519 078,26","","",""
"2021/01/04 02:30:00","8 518 890,16","","",""
"2021/01/04 02:00:00","8 518 701,63","","",""
"2021/01/04 01:30:00","8 518 513,59","","",""
"2021/01/04 01:00:00","8 518 324,73","","",""
"2021/01/04 00:30:00","8 518 136,20","","",""
"2021/01/04 00:00:00","8 517 947,07","","",""
"2021/01/03 23:30:00","8 517 758,26","","",""
"2021/01/03 23:00:00","8 517 568,87","","",""
"2021/01/03 22:30:00","8 517 379,49","","",""
"2021/01/03 22:00:00","8 517 189,91","","",""
"2021/01/03 21:30:00","8 517 000,16","","",""
"2021/01/03 21:00:00","8 516 810,55","","",""
"2021/01/03 20:30:00","8 516 621,19","","",""
"2021/01/03 20:00:00","8 516 431,48","","",""
"2021/01/03 19:30:00","8 516 242,10","","",""
"2021/01/03 19:00:00","8 516 052,42","","",""
"2021/01/03 18:30:00","8 515 862,84","","",""
"2021/01/03 18:00:00","8 515 673,42","","",""
"2021/01/03 17:30:00","8 515 484,23","","",""
"2021/01/03 17:00:00","8 515 294,90","","",""
"2021/01/03 16:30:00","8 515 105,87","","",""
"2021/01/03 16:00:00","8 514 916,32","","",""
"2021/01/03 15:30:00","8 514 727,71","","",""
"2021/01/03 15:00:00","8 514 538,22","","",""
"2021/01/03 14:30:00","8 514 349,24","","",""
"2021/01/03 14:00:00","8 514 159,98","","",""
"2021/01/03 13:30:00","8 513 970,69","","",""
"2021/01/03 13:00:00","8 513 781,52","","",""
"2021/01/03 12:30:00","8 513 592,34","","",""
"2021/01/03 12:00:00","8 513 403,05","","",""
"2021/01/03 11:30:00","8 513 213,70","","",""
"2021/01/03 11:00:00","8 513 024,41","","",""
"2021/01/03 10:30:00","8 512 835,53","","",""
"2021/01/03 10:00:00","8 512 646,33","","",""
"2021/01/03 09:30:00","8 512 457,31","","",""
"2021/01/03 09:00:00","8 512 268,33","","",""
"2021/01/03 08:30:00","8 512 078,95","","",""
"2021/01/03 08:00:00","8 511 890,21","","",""
"2021/01/03 07:30:00","8 511 701,73","","",""
"2021/01/03 07:00:00","8 511 513,11","","",""
"2021/01/03 06:30:00","8 511 324,66","","",""
"2021/01/03 06:00:00","8 511 136,01","","",""
"2021/01/03 05:30:00","8 510 947,58","","",""
"2021/01/03 05:00:00","8 510 759,52","","",""
"2021/01/03 04:30:00","8 510 571,00","","",""
"2021/01/03 04:00:00","8 510 382,49","","",""
"2021/01/03 03:30:00","8 510 193,91","","",""
"2021/01/03 03:00:00","8 510 005,16","","",""
"2021/01/03 02:30:00","8 509 816,25","","",""
"2021/01/03 02:00:00","8 509 627,37","","",""
"2021/01/03 01:30:00","8 509 438,19","","",""
"2021/01/03 01:00:01","8 509 249,12","","",""
"2021/01/03 00:30:00","8 509 059,84","","",""
"2021/01/03 00:00:00","8 508 870,15","","",""
"2021/01/02 23:30:00","8 508 680,88","","",""
"2021/01/02 23:00:00","8 508 490,87","","",""
"2021/01/02 22:30:00","8 508 301,31","","",""
"2021/01/02 22:00:00","8 508 111,41","","",""
"2021/01/02 21:30:00","8 507 921,68","","",""
"2021/01/02 21:00:00","8 507 732,03","","",""
"2021/01/02 20:30:00","8 507 542,17","","",""
"2021/01/02 20:00:00","8 507 352,14","","",""
"2021/01/02 19:30:00","8 507 162,92","","",""
"2021/01/02 19:00:00","8 506 973,30","","",""
"2021/01/02 18:30:00","8 506 783,96","","",""
"2021/01/02 18:00:00","8 506 595,07","","",""
"2021/01/02 17:30:00","8 506 406,09","","",""
"2021/01/02 17:00:00","8 506 216,90","","",""
"2021/01/02 16:30:00","8 506 027,60","","",""
"2021/01/02 16:00:00","8 505 838,77","","",""
"2021/01/02 15:30:00","8 505 649,53","","",""
"2021/01/02 15:00:00","8 505 460,71","","",""
"2021/01/02 14:30:00","8 505 271,28","","",""
"2021/01/02 14:00:00","8 505 081,91","","",""
"2021/01/02 13:30:00","8 504 892,75","","",""
"2021/01/02 13:00:00","8 504 703,52","","",""
"2021/01/02 12:30:00","8 504 514,10","","",""
"2021/01/02 12:00:00","8 504 324,62","","",""
"2021/01/02 11:30:00","8 504 135,29","","",""
"2021/01/02 11:00:00","8 503 946,25","","",""
"2021/01/02 10:30:00","8 503 756,54","","",""
"2021/01/02 10:00:00","8 503 567,41","","",""
"2021/01/02 09:30:00","8 503 378,25","","",""
"2021/01/02 09:00:00","8 503 188,74","","",""
"2021/01/02 08:30:00","8 502 999,73","","",""
"2021/01/02 08:00:00","8 502 810,41","","",""
"2021/01/02 07:30:00","8 502 621,41","","",""
"2021/01/02 07:00:00","8 502 432,68","","",""
"2021/01/02 06:30:00","8 502 243,84","","",""
"2021/01/02 06:00:00","8 502 055,32","","",""
"2021/01/02 05:30:00","8 501 866,84","","",""
"2021/01/02 05:00:00","8 501 678,26","","",""
"2021/01/02 04:30:00","8 501 489,80","","",""
"2021/01/02 04:00:00","8 501 301,30","","",""
"2021/01/02 03:30:00","8 501 112,54","","",""
"2021/01/02 03:00:00","8 500 924,20","","",""
"2021/01/02 02:30:00","8 500 735,73","","",""
"2021/01/02 02:00:00","8 500 546,47","","",""
"2021/01/02 01:30:00","8 500 357,66","","",""
"2021/01/02 01:00:00","8 500 168,76","","",""
"2021/01/02 00:30:00","8 499 980,16","","",""
"2021/01/02 00:00:00","8 499 790,66","","",""
"2021/01/01 23:30:00","8 499 601,30","","",""
"2021/01/01 23:00:00","8 499 412,06","","",""
"2021/01/01 22:30:00","8 499 222,77","","",""
"2021/01/01 22:00:00","8 499 032,80","","",""
"2021/01/01 21:30:00","8 498 843,93","","",""
"2021/01/01 21:00:00","8 498 654,45","","",""
"2021/01/01 20:30:00","8 498 464,92","","",""
"2021/01/01 20:00:00","8 498 275,43","","",""
"2021/01/01 19:30:00","8 498 086,08","","",""
"2021/01/01 19:00:00","8 497 896,57","","",""
"2021/01/01 18:30:00","8 497 707,57","","",""
"2021/01/01 18:00:00","8 497 517,93","","",""
"2021/01/01 17:30:00","8 497 328,73","","",""
"2021/01/01 17:00:00","8 497 139,59","","",""
"2021/01/01 16:30:00","8 496 950,51","","",""
"2021/01/01 16:00:00","8 496 761,52","","",""
"2021/01/01 15:30:00","8 496 573,02","","",""
"2021/01/01 15:00:00","8 496 384,29","","",""
"2021/01/01 14:30:00","8 496 195,38","","",""
"2021/01/01 14:00:00","8 496 006,61","","",""
"2021/01/01 13:30:00","8 495 817,40","","",""
"2021/01/01 13:00:00","8 495 628,68","","",""
"2021/01/01 12:30:00","8 495 440,23","","",""
"2021/01/01 12:00:00","8 495 251,14","","",""
"2021/01/01 11:30:00","8 495 062,28","","",""
"2021/01/01 11:00:00","8 494 873,72","","",""
