"Time stamp","Value","Events","Comment","User"
"2022/02/07 05:00:00","12 425 145,44","","",""
"2022/02/07 04:30:00","12 424 930,65","","",""
"2022/02/07 04:00:00","12 424 714,90","","",""
"2022/02/07 03:30:00","12 424 499,62","","",""
"2022/02/07 03:00:00","12 424 284,27","","",""
"2022/02/07 02:30:00","12 424 069,83","","",""
"2022/02/07 02:00:00","12 423 853,47","","",""
"2022/02/07 01:30:00","12 423 638,48","","",""
"2022/02/07 01:00:00","12 423 421,92","","",""
"2022/02/07 00:30:00","12 423 205,89","","",""
"2022/02/07 00:00:00","12 422 989,67","","",""
"2022/02/06 23:30:00","12 422 774,17","","",""
"2022/02/06 23:00:00","12 422 557,34","","",""
"2022/02/06 22:30:00","12 422 340,99","","",""
"2022/02/06 22:00:00","12 422 123,94","","",""
"2022/02/06 21:30:00","12 421 907,34","","",""
"2022/02/06 21:00:00","12 421 690,07","","",""
"2022/02/06 20:30:00","12 421 473,24","","",""
"2022/02/06 20:00:00","12 421 256,38","","",""
"2022/02/06 19:30:00","12 421 039,46","","",""
"2022/02/06 19:00:00","12 420 822,14","","",""
"2022/02/06 18:30:00","12 420 605,21","","",""
"2022/02/06 18:00:00","12 420 388,84","","",""
"2022/02/06 17:30:00","12 420 171,91","","",""
"2022/02/06 17:00:00","12 419 955,10","","",""
"2022/02/06 16:30:00","12 419 738,97","","",""
"2022/02/06 16:00:00","12 419 522,28","","",""
"2022/02/06 15:30:00","12 419 306,72","","",""
"2022/02/06 15:00:00","12 419 090,28","","",""
"2022/02/06 14:30:00","12 418 872,85","","",""
"2022/02/06 14:00:00","12 418 656,29","","",""
"2022/02/06 13:30:00","12 418 440,59","","",""
"2022/02/06 13:00:00","12 418 223,36","","",""
"2022/02/06 12:30:00","12 418 006,31","","",""
"2022/02/06 12:00:00","12 417 789,69","","",""
"2022/02/06 11:30:00","12 417 573,24","","",""
"2022/02/06 11:00:00","12 417 355,85","","",""
"2022/02/06 10:30:00","12 417 139,79","","",""
"2022/02/06 10:00:00","12 416 922,72","","",""
"2022/02/06 09:30:00","12 416 706,33","","",""
"2022/02/06 09:00:00","12 416 489,92","","",""
"2022/02/06 08:30:00","12 416 273,34","","",""
"2022/02/06 08:00:00","12 416 057,02","","",""
"2022/02/06 07:30:00","12 415 841,21","","",""
"2022/02/06 07:00:00","12 415 625,50","","",""
"2022/02/06 06:30:00","12 415 410,65","","",""
"2022/02/06 06:00:00","12 415 194,99","","",""
"2022/02/06 05:30:00","12 414 979,67","","",""
"2022/02/06 05:00:00","12 414 764,93","","",""
"2022/02/06 04:30:00","12 414 550,17","","",""
"2022/02/06 04:00:00","12 414 334,78","","",""
"2022/02/06 03:30:00","12 414 119,77","","",""
"2022/02/06 03:00:00","12 413 905,02","","",""
"2022/02/06 02:30:00","12 413 688,35","","",""
"2022/02/06 02:00:00","12 413 472,67","","",""
"2022/02/06 01:30:00","12 413 257,41","","",""
"2022/02/06 01:00:00","12 413 040,99","","",""
"2022/02/06 00:30:00","12 412 824,91","","",""
"2022/02/06 00:00:00","12 412 609,11","","",""
"2022/02/05 23:30:00","12 412 393,12","","",""
"2022/02/05 23:00:00","12 412 177,51","","",""
"2022/02/05 22:30:00","12 411 960,99","","",""
"2022/02/05 22:00:00","12 411 743,50","","",""
"2022/02/05 21:30:00","12 411 527,34","","",""
"2022/02/05 21:00:00","12 411 309,89","","",""
"2022/02/05 20:30:00","12 411 092,82","","",""
"2022/02/05 20:00:00","12 410 875,28","","",""
"2022/02/05 19:30:00","12 410 658,55","","",""
"2022/02/05 19:00:00","12 410 441,25","","",""
"2022/02/05 18:30:00","12 410 224,85","","",""
"2022/02/05 18:00:00","12 410 008,25","","",""
"2022/02/05 17:30:00","12 409 791,31","","",""
"2022/02/05 17:00:00","12 409 575,17","","",""
"2022/02/05 16:30:00","12 409 358,77","","",""
"2022/02/05 16:00:00","12 409 141,82","","",""
"2022/02/05 15:30:00","12 408 925,34","","",""
"2022/02/05 15:00:00","12 408 708,96","","",""
"2022/02/05 14:30:00","12 408 492,48","","",""
"2022/02/05 14:00:00","12 408 275,40","","",""
"2022/02/05 13:30:00","12 408 058,42","","",""
"2022/02/05 13:00:00","12 407 843,09","","",""
"2022/02/05 12:30:00","12 407 625,06","","",""
"2022/02/05 12:00:00","12 407 408,05","","",""
"2022/02/05 11:30:00","12 407 191,40","","",""
"2022/02/05 11:00:00","12 406 974,45","","",""
"2022/02/05 10:30:00","12 406 757,60","","",""
"2022/02/05 10:00:00","12 406 541,20","","",""
"2022/02/05 09:30:00","12 406 325,12","","",""
"2022/02/05 09:00:00","12 406 108,76","","",""
"2022/02/05 08:30:00","12 405 893,11","","",""
"2022/02/05 08:00:00","12 405 676,77","","",""
"2022/02/05 07:30:00","12 405 461,07","","",""
"2022/02/05 07:00:00","12 405 244,96","","",""
"2022/02/05 06:30:00","12 405 029,68","","",""
"2022/02/05 06:00:00","12 404 814,39","","",""
"2022/02/05 05:30:00","12 404 599,36","","",""
"2022/02/05 05:00:00","12 404 383,78","","",""
"2022/02/05 04:30:00","12 404 169,05","","",""
"2022/02/05 04:00:00","12 403 953,30","","",""
"2022/02/05 03:30:00","12 403 738,12","","",""
"2022/02/05 03:00:00","12 403 522,71","","",""
"2022/02/05 02:30:00","12 403 307,12","","",""
"2022/02/05 02:00:00","12 403 091,55","","",""
"2022/02/05 01:30:00","12 402 876,43","","",""
"2022/02/05 01:00:00","12 402 661,41","","",""
"2022/02/05 00:30:00","12 402 445,28","","",""
"2022/02/05 00:00:00","12 402 228,92","","",""
"2022/02/04 23:30:00","12 402 012,82","","",""
"2022/02/04 23:00:00","12 401 796,05","","",""
"2022/02/04 22:30:00","12 401 579,25","","",""
"2022/02/04 22:00:00","12 401 362,91","","",""
"2022/02/04 21:30:00","12 401 146,87","","",""
"2022/02/04 21:00:00","12 400 929,46","","",""
"2022/02/04 20:30:00","12 400 712,19","","",""
"2022/02/04 20:00:00","12 400 495,85","","",""
"2022/02/04 19:30:00","12 400 279,45","","",""
"2022/02/04 19:00:00","12 400 062,84","","",""
"2022/02/04 18:30:00","12 399 846,35","","",""
"2022/02/04 18:00:00","12 399 629,12","","",""
"2022/02/04 17:30:00","12 399 412,55","","",""
"2022/02/04 17:00:00","12 399 195,99","","",""
"2022/02/04 16:30:00","12 398 979,29","","",""
"2022/02/04 16:00:00","12 398 762,25","","",""
"2022/02/04 15:30:00","12 398 545,69","","",""
"2022/02/04 15:00:00","12 398 328,62","","",""
"2022/02/04 14:30:00","12 398 111,63","","",""
"2022/02/04 14:00:00","12 397 895,06","","",""
"2022/02/04 13:30:00","12 397 678,00","","",""
"2022/02/04 13:00:00","12 397 461,77","","",""
"2022/02/04 12:30:00","12 397 245,23","","",""
"2022/02/04 12:00:00","12 397 028,00","","",""
"2022/02/04 11:30:00","12 396 810,85","","",""
"2022/02/04 11:00:00","12 396 594,65","","",""
"2022/02/04 10:30:00","12 396 377,18","","",""
"2022/02/04 10:00:00","12 396 160,91","","",""
"2022/02/04 09:30:00","12 395 944,24","","",""
"2022/02/04 09:00:00","12 395 728,79","","",""
"2022/02/04 08:30:00","12 395 512,10","","",""
"2022/02/04 08:00:00","12 395 295,91","","",""
"2022/02/04 07:30:00","12 395 079,95","","",""
"2022/02/04 07:00:00","12 394 865,09","","",""
"2022/02/04 06:30:00","12 394 649,91","","",""
"2022/02/04 06:00:00","12 394 435,18","","",""
"2022/02/04 05:30:00","12 394 220,94","","",""
"2022/02/04 05:00:00","12 394 006,61","","",""
"2022/02/04 04:30:00","12 393 792,15","","",""
"2022/02/04 04:00:00","12 393 577,95","","",""
"2022/02/04 03:30:00","12 393 363,29","","",""
"2022/02/04 03:00:00","12 393 149,08","","",""
"2022/02/04 02:30:00","12 392 934,43","","",""
"2022/02/04 02:00:00","12 392 719,53","","",""
"2022/02/04 01:30:00","12 392 505,32","","",""
"2022/02/04 01:00:00","12 392 290,27","","",""
"2022/02/04 00:30:00","12 392 076,35","","",""
"2022/02/04 00:00:00","12 391 860,32","","",""
"2022/02/03 23:30:00","12 391 645,33","","",""
"2022/02/03 23:00:00","12 391 430,03","","",""
"2022/02/03 22:30:00","12 391 215,00","","",""
"2022/02/03 22:00:00","12 390 998,60","","",""
"2022/02/03 21:30:00","12 390 782,93","","",""
"2022/02/03 21:00:00","12 390 566,39","","",""
"2022/02/03 20:30:00","12 390 350,48","","",""
"2022/02/03 20:00:00","12 390 134,43","","",""
"2022/02/03 19:30:00","12 389 918,04","","",""
"2022/02/03 19:00:00","12 389 701,47","","",""
"2022/02/03 18:30:00","12 389 485,57","","",""
"2022/02/03 18:00:00","12 389 269,20","","",""
"2022/02/03 17:30:00","12 389 053,18","","",""
"2022/02/03 17:00:00","12 388 836,43","","",""
"2022/02/03 16:30:00","12 388 620,33","","",""
"2022/02/03 16:00:00","12 388 403,69","","",""
"2022/02/03 15:30:00","12 388 187,55","","",""
"2022/02/03 15:00:00","12 387 971,09","","",""
"2022/02/03 14:30:00","12 387 755,36","","",""
"2022/02/03 14:00:00","12 387 538,36","","",""
"2022/02/03 13:30:00","12 387 322,62","","",""
"2022/02/03 13:00:00","12 387 106,68","","",""
"2022/02/03 12:30:00","12 386 889,73","","",""
"2022/02/03 12:00:00","12 386 673,23","","",""
"2022/02/03 11:30:00","12 386 456,97","","",""
"2022/02/03 11:00:00","12 386 241,60","","",""
"2022/02/03 10:30:00","12 386 024,41","","",""
"2022/02/03 10:00:00","12 385 807,84","","",""
"2022/02/03 09:30:00","12 385 592,03","","",""
"2022/02/03 09:00:00","12 385 375,84","","",""
"2022/02/03 08:30:00","12 385 159,92","","",""
"2022/02/03 08:00:00","12 384 943,50","","",""
"2022/02/03 07:30:00","12 384 728,10","","",""
"2022/02/03 07:00:00","12 384 513,00","","",""
"2022/02/03 06:30:00","12 384 298,61","","",""
"2022/02/03 06:00:00","12 384 084,33","","",""
"2022/02/03 05:30:00","12 383 869,88","","",""
"2022/02/03 05:00:00","12 383 655,43","","",""
"2022/02/03 04:30:00","12 383 441,53","","",""
"2022/02/03 04:00:00","12 383 226,77","","",""
"2022/02/03 03:30:00","12 383 012,29","","",""
"2022/02/03 03:00:00","12 382 797,98","","",""
"2022/02/03 02:30:00","12 382 584,06","","",""
"2022/02/03 02:00:00","12 382 369,34","","",""
"2022/02/03 01:30:00","12 382 154,71","","",""
"2022/02/03 01:00:00","12 381 939,88","","",""
"2022/02/03 00:30:00","12 381 725,25","","",""
"2022/02/03 00:00:00","12 381 509,96","","",""
"2022/02/02 23:30:00","12 381 295,09","","",""
"2022/02/02 23:00:00","12 381 079,90","","",""
"2022/02/02 22:30:00","12 380 863,93","","",""
"2022/02/02 22:00:00","12 380 647,68","","",""
"2022/02/02 21:30:00","12 380 432,13","","",""
"2022/02/02 21:00:00","12 380 216,48","","",""
"2022/02/02 20:30:00","12 380 000,78","","",""
"2022/02/02 20:00:00","12 379 784,89","","",""
"2022/02/02 19:30:00","12 379 567,82","","",""
"2022/02/02 19:00:00","12 379 352,46","","",""
"2022/02/02 18:30:00","12 379 136,79","","",""
"2022/02/02 18:00:00","12 378 920,68","","",""
"2022/02/02 17:30:00","12 378 704,75","","",""
"2022/02/02 17:00:00","12 378 489,01","","",""
"2022/02/02 16:30:00","12 378 273,17","","",""
"2022/02/02 16:00:00","12 378 056,72","","",""
"2022/02/02 15:30:00","12 377 840,59","","",""
"2022/02/02 15:00:00","12 377 625,56","","",""
"2022/02/02 14:30:00","12 377 409,31","","",""
"2022/02/02 14:00:00","12 377 193,66","","",""
"2022/02/02 13:30:00","12 376 977,92","","",""
"2022/02/02 13:00:00","12 376 762,08","","",""
"2022/02/02 12:30:00","12 376 546,50","","",""
"2022/02/02 12:00:00","12 376 330,64","","",""
"2022/02/02 11:30:00","12 376 114,95","","",""
"2022/02/02 11:00:00","12 375 899,39","","",""
"2022/02/02 10:30:00","12 375 683,71","","",""
"2022/02/02 10:00:00","12 375 468,16","","",""
"2022/02/02 09:30:00","12 375 252,55","","",""
"2022/02/02 09:00:00","12 375 036,88","","",""
"2022/02/02 08:30:00","12 374 821,02","","",""
"2022/02/02 08:00:00","12 374 605,58","","",""
"2022/02/02 07:30:00","12 374 391,54","","",""
"2022/02/02 07:00:00","12 374 176,91","","",""
"2022/02/02 06:30:00","12 373 962,05","","",""
"2022/02/02 06:00:00","12 373 747,88","","",""
"2022/02/02 05:30:00","12 373 534,51","","",""
"2022/02/02 05:00:00","12 373 320,30","","",""
"2022/02/02 04:30:00","12 373 106,74","","",""
"2022/02/02 04:00:00","12 372 893,62","","",""
"2022/02/02 03:30:00","12 372 678,82","","",""
"2022/02/02 03:00:00","12 372 464,66","","",""
"2022/02/02 02:30:00","12 372 251,26","","",""
"2022/02/02 02:00:00","12 372 037,31","","",""
"2022/02/02 01:30:00","12 371 822,82","","",""
"2022/02/02 01:00:00","12 371 608,61","","",""
"2022/02/02 00:30:00","12 371 394,01","","",""
"2022/02/02 00:00:00","12 371 179,02","","",""
"2022/02/01 23:30:00","12 370 964,34","","",""
"2022/02/01 23:00:00","12 370 748,64","","",""
"2022/02/01 22:30:00","12 370 532,85","","",""
"2022/02/01 22:00:00","12 370 316,88","","",""
"2022/02/01 21:30:00","12 370 101,85","","",""
"2022/02/01 21:00:00","12 369 885,07","","",""
"2022/02/01 20:30:00","12 369 668,87","","",""
"2022/02/01 20:00:00","12 369 453,24","","",""
"2022/02/01 19:30:00","12 369 236,75","","",""
"2022/02/01 19:00:00","12 369 021,20","","",""
"2022/02/01 18:30:00","12 368 804,65","","",""
"2022/02/01 18:00:00","12 368 588,61","","",""
"2022/02/01 17:30:00","12 368 372,81","","",""
"2022/02/01 17:00:00","12 368 156,52","","",""
"2022/02/01 16:30:00","12 367 940,74","","",""
"2022/02/01 16:00:00","12 367 725,45","","",""
"2022/02/01 15:30:00","12 367 508,39","","",""
"2022/02/01 15:00:00","12 367 292,65","","",""
"2022/02/01 14:30:00","12 367 077,39","","",""
"2022/02/01 14:00:00","12 366 860,70","","",""
"2022/02/01 13:30:00","12 366 645,42","","",""
"2022/02/01 13:00:00","12 366 428,94","","",""
"2022/02/01 12:30:00","12 366 212,87","","",""
"2022/02/01 12:00:00","12 365 995,97","","",""
"2022/02/01 11:30:00","12 365 780,40","","",""
"2022/02/01 11:00:00","12 365 563,69","","",""
"2022/02/01 10:30:00","12 365 347,20","","",""
"2022/02/01 10:00:00","12 365 131,35","","",""
"2022/02/01 09:30:00","12 364 914,85","","",""
"2022/02/01 09:00:00","12 364 698,90","","",""
"2022/02/01 08:30:00","12 364 482,82","","",""
"2022/02/01 08:00:00","12 364 266,94","","",""
"2022/02/01 07:30:00","12 364 052,34","","",""
"2022/02/01 07:00:00","12 363 837,16","","",""
"2022/02/01 06:30:00","12 363 623,12","","",""
"2022/02/01 06:00:00","12 363 408,88","","",""
"2022/02/01 05:30:00","12 363 194,85","","",""
"2022/02/01 05:00:00","12 362 980,31","","",""
"2022/02/01 04:30:00","12 362 766,90","","",""
"2022/02/01 04:00:00","12 362 552,30","","",""
"2022/02/01 03:30:00","12 362 338,53","","",""
"2022/02/01 03:00:00","12 362 124,62","","",""
"2022/02/01 02:30:00","12 361 910,39","","",""
"2022/02/01 02:00:00","12 361 695,70","","",""
"2022/02/01 01:30:00","12 361 481,88","","",""
"2022/02/01 01:00:00","12 361 267,01","","",""
"2022/02/01 00:30:00","12 361 053,03","","",""
"2022/02/01 00:00:00","12 360 837,86","","",""
"2022/01/31 23:30:00","12 360 622,82","","",""
"2022/01/31 23:00:00","12 360 407,77","","",""
"2022/01/31 22:30:00","12 360 192,09","","",""
"2022/01/31 22:00:00","12 359 976,39","","",""
"2022/01/31 21:30:00","12 359 760,76","","",""
"2022/01/31 21:00:00","12 359 545,05","","",""
"2022/01/31 20:30:00","12 359 328,64","","",""
"2022/01/31 20:00:00","12 359 113,32","","",""
"2022/01/31 19:30:00","12 358 897,20","","",""
"2022/01/31 19:00:00","12 358 681,45","","",""
"2022/01/31 18:30:00","12 358 466,09","","",""
"2022/01/31 18:00:00","12 358 251,10","","",""
"2022/01/31 17:30:00","12 358 035,66","","",""
"2022/01/31 17:00:00","12 357 820,09","","",""
"2022/01/31 16:30:00","12 357 604,13","","",""
"2022/01/31 16:00:00","12 357 388,71","","",""
"2022/01/31 15:30:00","12 357 172,86","","",""
"2022/01/31 15:00:00","12 356 956,92","","",""
"2022/01/31 14:30:00","12 356 741,52","","",""
"2022/01/31 14:00:00","12 356 525,08","","",""
"2022/01/31 13:30:00","12 356 310,27","","",""
"2022/01/31 13:00:00","12 356 093,91","","",""
"2022/01/31 12:30:00","12 355 878,16","","",""
"2022/01/31 12:00:00","12 355 661,94","","",""
"2022/01/31 11:30:00","12 355 445,77","","",""
"2022/01/31 11:00:00","12 355 230,29","","",""
"2022/01/31 10:30:00","12 355 014,68","","",""
"2022/01/31 10:00:00","12 354 798,78","","",""
"2022/01/31 09:30:00","12 354 583,64","","",""
"2022/01/31 09:00:00","12 354 368,08","","",""
"2022/01/31 08:30:00","12 354 152,69","","",""
"2022/01/31 08:00:00","12 353 937,95","","",""
"2022/01/31 07:30:00","12 353 723,47","","",""
"2022/01/31 07:00:00","12 353 509,31","","",""
"2022/01/31 06:30:00","12 353 295,09","","",""
"2022/01/31 06:00:00","12 353 081,28","","",""
"2022/01/31 05:30:00","12 352 868,03","","",""
"2022/01/31 05:00:00","12 352 654,09","","",""
"2022/01/31 04:30:00","12 352 440,47","","",""
"2022/01/31 04:00:00","12 352 226,65","","",""
"2022/01/31 03:30:00","12 352 013,20","","",""
"2022/01/31 03:00:00","12 351 798,82","","",""
"2022/01/31 02:30:00","12 351 585,08","","",""
"2022/01/31 02:00:00","12 351 370,99","","",""
"2022/01/31 01:30:00","12 351 157,18","","",""
"2022/01/31 01:00:00","12 350 943,38","","",""
"2022/01/31 00:30:00","12 350 728,91","","",""
"2022/01/31 00:00:00","12 350 514,63","","",""
"2022/01/30 23:30:00","12 350 301,03","","",""
"2022/01/30 23:00:00","12 350 086,37","","",""
"2022/01/30 22:30:00","12 349 871,33","","",""
"2022/01/30 22:00:00","12 349 656,64","","",""
"2022/01/30 21:30:00","12 349 440,80","","",""
"2022/01/30 21:00:00","12 349 226,13","","",""
"2022/01/30 20:30:00","12 349 010,37","","",""
"2022/01/30 20:00:00","12 348 795,34","","",""
"2022/01/30 19:30:00","12 348 579,86","","",""
"2022/01/30 19:00:00","12 348 364,83","","",""
"2022/01/30 18:30:00","12 348 148,98","","",""
"2022/01/30 18:00:00","12 347 933,96","","",""
"2022/01/30 17:30:00","12 347 718,80","","",""
"2022/01/30 17:00:00","12 347 503,34","","",""
"2022/01/30 16:30:00","12 347 288,07","","",""
"2022/01/30 16:00:00","12 347 073,14","","",""
"2022/01/30 15:30:00","12 346 857,57","","",""
"2022/01/30 15:00:00","12 346 642,33","","",""
"2022/01/30 14:30:00","12 346 427,54","","",""
"2022/01/30 14:00:00","12 346 212,42","","",""
"2022/01/30 13:30:00","12 345 996,72","","",""
"2022/01/30 13:00:00","12 345 782,00","","",""
"2022/01/30 12:30:00","12 345 566,72","","",""
"2022/01/30 12:00:00","12 345 352,17","","",""
"2022/01/30 11:30:00","12 345 136,97","","",""
"2022/01/30 11:00:00","12 344 922,68","","",""
"2022/01/30 10:30:00","12 344 707,62","","",""
"2022/01/30 10:00:00","12 344 492,70","","",""
"2022/01/30 09:30:00","12 344 278,25","","",""
"2022/01/30 09:00:00","12 344 063,78","","",""
"2022/01/30 08:30:00","12 343 849,00","","",""
"2022/01/30 08:00:00","12 343 635,50","","",""
"2022/01/30 07:30:00","12 343 420,30","","",""
"2022/01/30 07:00:00","12 343 206,32","","",""
"2022/01/30 06:30:00","12 342 992,54","","",""
"2022/01/30 06:00:00","12 342 778,18","","",""
"2022/01/30 05:30:00","12 342 564,51","","",""
"2022/01/30 05:00:00","12 342 351,25","","",""
"2022/01/30 04:30:00","12 342 137,14","","",""
"2022/01/30 04:00:00","12 341 923,02","","",""
"2022/01/30 03:30:00","12 341 709,33","","",""
"2022/01/30 03:00:00","12 341 494,99","","",""
"2022/01/30 02:30:00","12 341 280,71","","",""
"2022/01/30 02:00:00","12 341 066,50","","",""
"2022/01/30 01:30:00","12 340 853,03","","",""
"2022/01/30 01:00:00","12 340 638,15","","",""
"2022/01/30 00:30:00","12 340 423,42","","",""
"2022/01/30 00:00:00","12 340 208,64","","",""
"2022/01/29 23:30:00","12 339 994,24","","",""
"2022/01/29 23:00:00","12 339 778,73","","",""
"2022/01/29 22:30:00","12 339 563,89","","",""
"2022/01/29 22:00:00","12 339 348,76","","",""
"2022/01/29 21:30:00","12 339 133,16","","",""
"2022/01/29 21:00:00","12 338 917,49","","",""
"2022/01/29 20:30:00","12 338 702,62","","",""
"2022/01/29 20:00:00","12 338 487,04","","",""
"2022/01/29 19:30:00","12 338 272,83","","",""
"2022/01/29 19:00:00","12 338 056,72","","",""
"2022/01/29 18:30:00","12 337 841,65","","",""
"2022/01/29 18:00:00","12 337 626,97","","",""
"2022/01/29 17:30:00","12 337 411,88","","",""
"2022/01/29 17:00:00","12 337 197,19","","",""
"2022/01/29 16:30:00","12 336 982,30","","",""
"2022/01/29 16:00:00","12 336 767,29","","",""
"2022/01/29 15:30:00","12 336 552,50","","",""
"2022/01/29 15:00:00","12 336 337,65","","",""
"2022/01/29 14:30:00","12 336 122,87","","",""
"2022/01/29 14:00:00","12 335 908,32","","",""
"2022/01/29 13:30:00","12 335 693,08","","",""
"2022/01/29 13:00:00","12 335 478,30","","",""
"2022/01/29 12:30:00","12 335 263,42","","",""
"2022/01/29 12:00:00","12 335 048,41","","",""
"2022/01/29 11:30:00","12 334 833,63","","",""
"2022/01/29 11:00:00","12 334 619,06","","",""
"2022/01/29 10:30:00","12 334 404,25","","",""
"2022/01/29 10:00:00","12 334 189,87","","",""
"2022/01/29 09:30:00","12 333 974,65","","",""
"2022/01/29 09:00:00","12 333 759,75","","",""
"2022/01/29 08:30:00","12 333 546,42","","",""
"2022/01/29 08:00:00","12 333 330,78","","",""
"2022/01/29 07:30:00","12 333 116,33","","",""
"2022/01/29 07:00:00","12 332 901,37","","",""
"2022/01/29 06:30:00","12 332 687,50","","",""
"2022/01/29 06:00:00","12 332 473,38","","",""
"2022/01/29 05:30:00","12 332 259,20","","",""
"2022/01/29 05:00:00","12 332 045,21","","",""
"2022/01/29 04:30:00","12 331 831,45","","",""
"2022/01/29 04:00:00","12 331 617,73","","",""
"2022/01/29 03:30:00","12 331 403,67","","",""
"2022/01/29 03:00:00","12 331 189,62","","",""
"2022/01/29 02:30:00","12 330 975,55","","",""
"2022/01/29 02:00:00","12 330 761,05","","",""
"2022/01/29 01:30:00","12 330 546,86","","",""
"2022/01/29 01:00:00","12 330 332,34","","",""
"2022/01/29 00:30:00","12 330 117,09","","",""
"2022/01/29 00:00:00","12 329 901,96","","",""
"2022/01/28 23:30:00","12 329 686,77","","",""
"2022/01/28 23:00:00","12 329 472,02","","",""
"2022/01/28 22:30:00","12 329 257,09","","",""
"2022/01/28 22:00:00","12 329 041,75","","",""
"2022/01/28 21:30:00","12 328 826,07","","",""
"2022/01/28 21:00:00","12 328 610,65","","",""
"2022/01/28 20:30:00","12 328 395,35","","",""
"2022/01/28 20:00:00","12 328 179,97","","",""
"2022/01/28 19:30:00","12 327 965,13","","",""
"2022/01/28 19:00:00","12 327 749,51","","",""
"2022/01/28 18:30:00","12 327 533,87","","",""
"2022/01/28 18:00:00","12 327 318,95","","",""
"2022/01/28 17:30:00","12 327 103,48","","",""
"2022/01/28 17:00:00","12 326 888,60","","",""
"2022/01/28 16:30:00","12 326 673,53","","",""
"2022/01/28 16:00:00","12 326 458,53","","",""
"2022/01/28 15:30:00","12 326 243,67","","",""
"2022/01/28 15:00:00","12 326 028,76","","",""
"2022/01/28 14:30:00","12 325 813,78","","",""
"2022/01/28 14:00:00","12 325 599,50","","",""
"2022/01/28 13:30:00","12 325 383,60","","",""
"2022/01/28 13:00:00","12 325 167,67","","",""
"2022/01/28 12:30:00","12 324 951,93","","",""
"2022/01/28 12:00:00","12 324 736,63","","",""
"2022/01/28 11:30:00","12 324 521,45","","",""
"2022/01/28 11:00:00","12 324 306,68","","",""
"2022/01/28 10:30:00","12 324 090,69","","",""
"2022/01/28 10:00:00","12 323 875,28","","",""
"2022/01/28 09:30:00","12 323 659,99","","",""
"2022/01/28 09:00:00","12 323 444,83","","",""
"2022/01/28 08:30:00","12 323 230,17","","",""
"2022/01/28 08:00:00","12 323 015,43","","",""
"2022/01/28 07:30:00","12 322 800,43","","",""
"2022/01/28 07:00:00","12 322 586,03","","",""
"2022/01/28 06:30:00","12 322 371,53","","",""
"2022/01/28 06:00:00","12 322 157,84","","",""
"2022/01/28 05:30:00","12 321 944,02","","",""
"2022/01/28 05:00:00","12 321 730,27","","",""
"2022/01/28 04:30:00","12 321 516,68","","",""
"2022/01/28 04:00:00","12 321 302,81","","",""
"2022/01/28 03:30:00","12 321 089,38","","",""
"2022/01/28 03:00:00","12 320 875,29","","",""
"2022/01/28 02:30:00","12 320 661,94","","",""
"2022/01/28 02:00:00","12 320 447,93","","",""
"2022/01/28 01:30:00","12 320 234,16","","",""
"2022/01/28 01:00:00","12 320 020,39","","",""
"2022/01/28 00:30:00","12 319 805,81","","",""
"2022/01/28 00:00:00","12 319 591,26","","",""
"2022/01/27 23:30:00","12 319 377,37","","",""
"2022/01/27 23:00:00","12 319 162,09","","",""
"2022/01/27 22:30:00","12 318 947,57","","",""
"2022/01/27 22:00:00","12 318 732,60","","",""
"2022/01/27 21:30:00","12 318 517,03","","",""
"2022/01/27 21:00:00","12 318 302,42","","",""
"2022/01/27 20:30:00","12 318 086,35","","",""
"2022/01/27 20:00:00","12 317 870,95","","",""
"2022/01/27 19:30:00","12 317 656,64","","",""
"2022/01/27 19:00:00","12 317 440,50","","",""
"2022/01/27 18:30:00","12 317 225,82","","",""
"2022/01/27 18:00:00","12 317 010,64","","",""
"2022/01/27 17:30:00","12 316 796,68","","",""
"2022/01/27 17:00:00","12 316 580,16","","",""
"2022/01/27 16:30:00","12 316 365,84","","",""
"2022/01/27 16:00:00","12 316 149,98","","",""
"2022/01/27 15:30:00","12 315 934,61","","",""
"2022/01/27 15:00:00","12 315 719,49","","",""
"2022/01/27 14:30:00","12 315 503,54","","",""
"2022/01/27 14:00:00","12 315 288,74","","",""
"2022/01/27 13:30:00","12 315 072,97","","",""
"2022/01/27 13:00:00","12 314 857,90","","",""
"2022/01/27 12:30:01","12 314 642,35","","",""
"2022/01/27 12:00:00","12 314 427,22","","",""
"2022/01/27 11:30:00","12 314 211,27","","",""
"2022/01/27 11:00:00","12 313 995,99","","",""
"2022/01/27 10:30:00","12 313 780,30","","",""
"2022/01/27 10:00:00","12 313 565,32","","",""
"2022/01/27 09:30:00","12 313 350,33","","",""
"2022/01/27 09:00:00","12 313 135,44","","",""
"2022/01/27 08:30:00","12 312 920,23","","",""
"2022/01/27 08:00:00","12 312 704,75","","",""
"2022/01/27 07:30:00","12 312 490,52","","",""
"2022/01/27 07:00:00","12 312 276,26","","",""
"2022/01/27 06:30:00","12 312 062,28","","",""
"2022/01/27 06:00:00","12 311 848,32","","",""
"2022/01/27 05:30:00","12 311 634,47","","",""
"2022/01/27 05:00:00","12 311 420,64","","",""
"2022/01/27 04:30:00","12 311 207,67","","",""
"2022/01/27 04:00:00","12 310 993,52","","",""
"2022/01/27 03:30:00","12 310 780,15","","",""
"2022/01/27 03:00:00","12 310 566,50","","",""
"2022/01/27 02:30:00","12 310 351,96","","",""
"2022/01/27 02:00:00","12 310 138,26","","",""
"2022/01/27 01:30:00","12 309 924,12","","",""
"2022/01/27 01:00:00","12 309 709,95","","",""
